Naive,Random forest,KNN,Logistica,SVM,Rede neural,Xgboost
0.5681818181818181,0.47727272727272724,0.5909090909090909,0.43181818181818177,0.5,0.5227272727272727,0.5681818181818181
0.5681818181818181,0.4318181818181818,0.5227272727272727,0.38636363636363635,0.6363636363636365,0.5681818181818181,0.5227272727272727
0.5454545454545454,0.5454545454545454,0.6590909090909091,0.43181818181818177,0.6136363636363636,0.5,0.38636363636363635
0.6136363636363636,0.4772727272727273,0.6363636363636364,0.5909090909090909,0.6136363636363635,0.6136363636363636,0.45454545454545453
0.5454545454545454,0.5227272727272727,0.6590909090909091,0.4545454545454546,0.5454545454545454,0.5454545454545454,0.5681818181818181
0.5909090909090909,0.4772727272727273,0.4772727272727273,0.5681818181818182,0.6136363636363635,0.5681818181818181,0.5
0.5909090909090909,0.5681818181818182,0.5909090909090908,0.6590909090909092,0.6136363636363636,0.6590909090909092,0.5227272727272727
0.5909090909090909,0.5227272727272727,0.5,0.5,0.6136363636363636,0.5227272727272727,0.47727272727272724
0.5454545454545454,0.5,0.6590909090909091,0.5227272727272727,0.5454545454545454,0.5909090909090908,0.5227272727272727
0.5,0.4318181818181818,0.5909090909090909,0.43181818181818177,0.5454545454545455,0.5454545454545455,0.4318181818181818
0.6136363636363636,0.5454545454545454,0.5,0.40909090909090906,0.6590909090909091,0.6363636363636364,0.4772727272727273
0.5681818181818181,0.4772727272727273,0.5454545454545454,0.5227272727272727,0.5454545454545454,0.5909090909090909,0.5454545454545454
0.5681818181818181,0.4772727272727273,0.6136363636363636,0.40909090909090906,0.5909090909090908,0.5,0.47727272727272724
0.5909090909090908,0.4318181818181818,0.5909090909090908,0.5,0.6818181818181818,0.5227272727272727,0.4318181818181818
0.5681818181818181,0.5454545454545454,0.5909090909090908,0.5227272727272727,0.5909090909090908,0.6363636363636364,0.5909090909090908
0.5227272727272727,0.45454545454545453,0.5227272727272727,0.5227272727272727,0.5909090909090908,0.5681818181818181,0.5
0.5227272727272727,0.5,0.5227272727272727,0.5,0.5227272727272727,0.5,0.47727272727272724
0.4772727272727273,0.2954545454545454,0.40909090909090906,0.38636363636363635,0.4318181818181818,0.40909090909090906,0.5
0.5227272727272727,0.5227272727272727,0.5681818181818181,0.45454545454545453,0.5681818181818181,0.6136363636363636,0.5454545454545454
0.5227272727272727,0.43181818181818177,0.5454545454545454,0.45454545454545453,0.5909090909090908,0.47727272727272724,0.4318181818181818
0.5681818181818182,0.5454545454545454,0.5454545454545454,0.6136363636363636,0.6136363636363636,0.5227272727272727,0.5227272727272727
0.5454545454545454,0.4772727272727273,0.6818181818181818,0.5,0.6136363636363636,0.5909090909090908,0.4545454545454546
0.5227272727272727,0.5681818181818181,0.5,0.5454545454545454,0.5454545454545454,0.5,0.47727272727272724
0.5227272727272727,0.5227272727272727,0.5227272727272727,0.5227272727272727,0.6136363636363635,0.5227272727272727,0.5
0.5454545454545454,0.5,0.5681818181818181,0.4772727272727273,0.5454545454545454,0.5227272727272727,0.4545454545454546
0.5909090909090908,0.5454545454545454,0.5681818181818181,0.5454545454545454,0.6363636363636364,0.6363636363636364,0.5681818181818181
0.5681818181818181,0.47727272727272724,0.4772727272727273,0.47727272727272724,0.5,0.5,0.4772727272727273
0.6136363636363635,0.6136363636363636,0.6136363636363636,0.6363636363636364,0.7045454545454546,0.7045454545454545,0.6363636363636364
0.5909090909090908,0.5,0.5909090909090909,0.40909090909090906,0.5909090909090908,0.5227272727272727,0.43181818181818177
0.5909090909090909,0.5909090909090909,0.5,0.45454545454545453,0.5909090909090908,0.5454545454545454,0.5454545454545454
