sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
12,1,385.737,4957,8144,3246,4,5,0.8
12,1,2456.66,1888,32920,1128.5,26,30,0.866667
12,2,345.857,6940,3079,1243.5,4,4,1
12,2,2699.26,1568,50297,1476,26,31,0.83871
12,1,240.611,2637,5575,1754,4,6,0.666667
12,1,2293.62,1386,22048,848,26,26,1
12,2,267.949,1013,2720,950.5,4,4,1
12,2,2456.66,2417,25504,984,26,27,0.962963
12,1,339.578,1796,2992,1160,4,4,1
12,1,2699.26,1393,26511,955.5,26,30,0.866667
12,2,481.381,1802,4561,1497,4,5,0.8
12,2,2539.44,1354,59360,1084,26,39,0.666667
12,1,346.169,1701,3480,1422,4,5,0.8
12,1,2799.47,2345,27736,980,26,28,0.928571
12,2,395.262,1724,7176,1172,4,7,0.571429
12,2,2293.62,1385,27231,948,26,26,1
12,1,442.707,1667,7073,1646,4,6,0.666667
12,1,2539.44,1393,33000,1315.5,26,27,0.962963
12,2,335.739,2133,2857,1028,4,4,1
12,2,2799.47,1857,30728,1216.5,26,27,0.962963
