subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
12,1P,1,1,1,21200,679,437,1,1,4957,4957
12,1P,1,2,1,25777,670,423,0,1,4577,4577
12,1P,1,3,2,26641,617,336,1,2,864,5441
12,1P,1,4,3,27809,618,471,1,3,1168,1168
12,1P,1,5,4,29344,698,310,1,4,1535,1535
12,1,1,2,0,39224,768,582,0,2,3784,3784
12,1,1,3,1,40665,877,603,1,1,1441,5225
12,1,1,4,2,41841,779,557,1,2,1176,1176
12,1,1,5,3,42625,693,604,1,3,784,784
12,1,1,7,4,44529,631,643,1,4,1904,1904
12,1,1,8,5,45553,710,513,1,5,1024,1024
12,1,1,9,6,46312,647,521,1,6,759,759
12,1,1,10,7,47897,615,586,1,7,1585,1585
12,1,1,11,8,48993,504,542,1,8,1096,1096
12,1,1,12,9,50056,435,542,1,9,1063,1063
12,1,1,13,10,51264,394,448,1,10,1208,1208
12,1,1,14,11,52192,403,359,1,11,928,928
12,1,1,15,12,53353,531,407,1,12,1161,1161
12,1,1,16,13,54272,513,314,1,13,919,919
12,1,1,17,14,55361,465,208,1,14,1089,1089
12,1,1,18,15,56409,363,213,1,15,1048,1048
12,1,1,19,16,57377,351,146,1,16,968,968
12,1,1,20,17,59577,537,166,1,17,2200,2200
12,1,1,21,18,60993,596,213,1,18,1416,1416
12,1,1,22,19,61641,644,253,1,19,648,648
12,1,1,23,20,62369,655,331,1,20,728,728
12,1,1,25,21,64192,671,429,1,21,1823,1823
12,1,1,26,22,65689,740,374,1,22,1497,1497
12,1,1,27,23,67080,864,364,1,23,1391,1391
12,1,1,28,24,68385,853,431,1,24,1305,1305
12,1,1,29,25,69577,986,399,1,25,1192,1192
12,1,1,30,26,70248,1015,487,1,26,671,671
12,2P,2,1,1,84937,702,472,1,1,6940,6940
12,2P,2,2,2,85529,749,446,1,2,592,592
12,2P,2,3,3,86697,740,291,1,3,1168,1168
12,2P,2,4,4,88016,619,312,1,4,1319,1319
12,2,2,1,1,99072,593,240,1,1,1568,1568
12,2,2,2,2,100673,684,224,1,2,1601,1601
12,2,2,3,3,101473,646,324,1,3,800,800
12,2,2,4,4,102721,663,364,1,4,1248,1248
12,2,2,5,5,103929,749,414,1,5,1208,1208
12,2,2,6,6,104641,856,334,1,6,712,712
12,2,2,7,6,110016,905,231,0,8,5375,5375
12,2,2,8,7,114369,935,297,1,7,4353,9728
12,2,2,9,8,115753,902,230,1,8,1384,1384
12,2,2,10,9,118216,1011,278,1,9,2463,2463
