subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
20,0,practice,P,1,3,583,484,P,1,NONE,0,0,5942,1450
20,0,practice,P,2,4,783,484,P,1,NONE,0,0,8401,1450
20,0,practice,P,3,2,783,284,P,1,NONE,0,0,10858,1450
20,0,practice,P,4,3,583,484,P,1,NONE,0,0,13315,1450
20,0,practice,P,5,2,783,284,P,1,0|5|1|<pressed>,1,1,15772,299
20,0,practice,P,6,1,583,284,R,0,0|5|1|<released>,1,0,16076,114
20,0,practice,P,7,1,583,284,P,1,0|5|1|<pressed>,1,1,17198,361
20,0,practice,P,8,2,783,284,P,1,0|5|1|<released>,1,1,17563,107
20,0,practice,P,9,4,783,484,R,0,0|5|1|<pressed>,1,0,17941,314
20,0,practice,P,10,1,583,284,P,1,0|5|1|<pressed>,1,1,19440,631
20,1,test,P,1,2,783,284,P,1,0|5|1|<pressed>,1,1,26633,390
20,1,test,P,2,2,783,284,P,1,0|5|1|<pressed>,1,1,28133,338
20,1,test,P,3,4,783,484,P,1,0|5|1|<pressed>,1,1,29633,590
20,1,test,P,4,2,783,284,P,1,0|5|1|<pressed>,1,1,31133,346
20,1,test,P,5,1,583,284,R,0,0|5|1|<pressed>,1,0,32633,574
20,1,test,P,6,2,783,284,R,0,0|5|1|<pressed>,1,0,34133,330
20,1,test,P,7,3,583,484,P,1,0|5|1|<pressed>,1,1,35633,598
20,1,test,P,8,1,583,284,P,1,0|5|1|<pressed>,1,1,37133,498
20,1,test,P,9,3,583,484,P,1,0|5|1|<pressed>,1,1,38633,566
20,1,test,P,10,3,583,484,P,1,0|5|1|<pressed>,1,1,40133,418
20,1,test,P,11,2,783,284,P,1,0|5|1|<pressed>,1,1,41633,486
20,1,test,P,12,2,783,284,P,1,0|5|1|<pressed>,1,1,43133,458
20,1,test,P,13,4,783,484,P,1,0|5|1|<pressed>,1,1,44632,439
20,1,test,P,14,2,783,284,P,1,0|5|1|<pressed>,1,1,46133,538
20,1,test,P,15,2,783,284,P,1,0|5|1|<pressed>,1,1,47633,381
20,1,test,P,16,4,783,484,R,0,NONE,0,1,49133,1450
20,1,test,P,17,4,783,484,P,1,0|5|1|<pressed>,1,1,50632,615
20,1,test,P,18,1,583,284,R,0,0|5|1|<pressed>,1,0,52133,322
20,1,test,P,19,2,783,284,P,1,0|5|1|<pressed>,1,1,53633,286
20,1,test,P,20,2,783,284,R,0,0|5|1|<pressed>,1,0,55134,441
20,1,test,P,21,4,783,484,P,1,0|5|1|<pressed>,1,1,56633,446
20,1,test,P,22,4,783,484,P,1,0|5|1|<pressed>,1,1,58133,386
20,1,test,P,23,1,583,284,P,1,0|5|1|<pressed>,1,1,59633,414
20,1,test,P,24,3,583,484,P,1,0|5|1|<pressed>,1,1,61133,570
20,1,test,P,25,1,583,284,P,1,0|5|1|<pressed>,1,1,62633,367
20,1,test,P,26,4,783,484,P,1,0|5|1|<pressed>,1,1,64133,506
20,1,test,P,27,3,583,484,P,1,0|5|1|<pressed>,1,1,65633,510
20,1,test,P,28,4,783,484,R,0,NONE,0,1,67133,1450
20,1,test,P,29,1,583,284,R,0,NONE,0,1,68633,1450
20,1,test,P,30,1,583,284,R,0,NONE,0,1,70133,1450
20,1,test,P,31,4,783,484,P,1,0|5|1|<pressed>,1,1,71632,543
20,1,test,P,32,3,583,484,P,1,0|5|1|<pressed>,1,1,73133,474
20,1,test,P,33,3,583,484,R,0,0|5|1|<pressed>,1,0,74632,391
20,1,test,P,34,3,583,484,P,1,0|5|1|<pressed>,1,1,76133,434
20,1,test,P,35,4,783,484,P,1,0|5|1|<pressed>,1,1,77632,503
20,1,test,P,36,3,583,484,P,1,0|5|1|<pressed>,1,1,79133,514
20,1,test,P,37,1,583,284,P,1,0|5|1|<pressed>,1,1,80633,351
20,1,test,P,38,2,783,284,P,1,0|5|1|<pressed>,1,1,82133,370
20,1,test,P,39,4,783,484,P,1,0|5|1|<pressed>,1,1,83633,422
20,1,test,P,40,3,583,484,P,1,0|5|1|<pressed>,1,1,85133,346
20,1,test,P,41,1,583,284,P,1,0|5|1|<pressed>,1,1,86632,328
20,1,test,P,42,1,583,284,P,1,0|5|1|<pressed>,1,1,88133,338
20,1,test,P,43,1,583,284,P,1,0|5|1|<pressed>,1,1,89633,367
20,1,test,P,44,4,783,484,P,1,0|5|1|<pressed>,1,1,91133,546
20,1,test,P,45,2,783,284,P,1,0|5|1|<pressed>,1,1,92633,446
20,1,test,P,46,2,783,284,P,1,0|5|1|<pressed>,1,1,94133,426
