subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
19,1,P,-1,19241,3,135,135,3,0,1,3482
19,1,P,-2,28236,3,248,248,3,0,1,4039
19,1,P,-3,37782,3,679,679,3,0,1,4998
19,1,T,1,54953,2,85,85,2,0,1,3098
19,1,T,2,62558,2,64,64,2,0,1,3564
19,1,T,3,71628,3,472,472,3,0,1,4200
19,1,T,4,81335,3,815,815,3,0,1,4629
19,1,T,5,92471,4,3417,3417,4,0,1,5045
19,1,T,6,104023,4,6158,6158,4,0,1,6357
19,1,T,7,117886,5,52186,52186,5,0,1,6574
19,1,T,8,131966,5,42731,42731,5,0,1,6173
19,1,T,9,146646,6,392487,932487,4,2,0,8085
19,1,T,10,163239,6,378294,372849,2,4,0,6884
