subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
18,1,P,-1,1,53781,54723,942,942,1,803,495
18,1,P,-1,2,53781,55050,1269,76,3,953,390
18,1,P,-1,3,53781,55339,1558,39,5,833,300
18,1,P,-2,1,61651,62683,1032,1032,2,503,465
18,1,P,-2,2,61651,64619,2968,1685,4,623,360
18,1,P,-2,3,61651,64979,3328,110,8,638,90
18,1,P,-3,1,71287,72122,835,835,6,998,210
18,1,P,-3,2,71287,72539,1252,167,7,458,180
18,1,P,-3,3,71287,72939,1652,150,9,818,120
18,1,T,1,1,91993,93162,1169,1169,8,638,90
18,1,T,1,2,91993,93891,1898,479,5,833,300
18,1,T,2,1,99366,100643,1277,1277,6,998,210
18,1,T,2,2,99366,101467,2101,574,4,623,360
18,1,T,3,1,108037,108707,670,670,4,623,360
18,1,T,3,2,108037,109499,1462,541,7,458,180
18,1,T,3,3,108037,110170,2133,421,2,503,465
18,1,T,4,1,116454,117315,861,861,8,638,90
18,1,T,4,2,116454,118042,1588,477,1,803,495
18,1,T,4,3,116454,118515,2061,222,5,833,300
18,1,T,5,1,125790,126571,781,781,3,953,390
18,1,T,5,2,125790,127715,1925,893,4,623,360
18,1,T,5,3,125790,128186,2396,220,1,803,495
18,1,T,5,4,125790,128931,3141,494,7,458,180
18,1,T,6,1,136509,137619,1110,1110,6,998,210
18,1,T,6,2,136509,138178,1669,309,1,803,495
18,1,T,6,3,136509,138787,2278,358,5,833,300
18,1,T,6,4,136509,139570,3061,532,8,638,90
18,1,T,7,1,148150,152266,4116,4116,5,833,300
18,1,T,7,2,148150,153074,4924,557,2,503,465
18,1,T,7,3,148150,153939,5789,614,1,803,495
18,1,T,7,4,148150,155715,7565,1525,8,638,90
18,1,T,7,5,148150,156419,8269,453,6,998,210
18,1,T,8,1,165262,167331,2069,2069,4,623,360
18,1,T,8,2,165262,167715,2453,133,2,503,465
18,1,T,8,3,165262,168555,3293,589,7,458,180
18,1,T,8,4,165262,169307,4045,502,1,803,495
18,1,T,8,5,165262,169755,4493,196,3,953,390
18,1,T,9,1,179062,179779,717,717,3,953,390
18,1,T,9,2,179062,180403,1341,373,9,818,120
18,1,T,9,3,179062,181403,2341,750,2,503,465
18,1,T,9,4,179062,181907,2845,253,4,623,360
18,1,T,9,5,179062,182563,3501,405,8,638,90
18,1,T,9,6,179062,183074,4012,261,7,458,180
18,1,T,10,1,193278,195146,1868,1868,3,953,390
18,1,T,10,2,193278,196170,2892,773,7,458,180
18,1,T,10,3,193278,196892,3614,472,2,503,465
18,1,T,10,4,193278,197651,4373,509,8,638,90
18,1,T,10,5,193278,198291,5013,390,9,818,120
18,1,T,10,6,193278,198803,5525,262,4,623,360
18,1,T,11,1,209246,209915,669,669,5,833,300
18,1,T,11,2,209246,210907,1661,742,1,803,495
18,1,T,11,3,209246,211651,2405,493,9,818,120
18,1,T,11,4,209246,212387,3141,486,7,458,180
18,1,T,11,5,209246,212979,3733,342,4,623,360
18,1,T,11,6,209246,213443,4197,214,2,503,465
18,1,T,11,7,209246,214066,4820,372,8,638,90
18,1,T,12,1,224246,225258,1012,1012,5,833,300
18,1,T,12,2,224246,226106,1860,597,7,458,180
18,1,T,12,3,224246,226779,2533,423,8,638,90
18,1,T,12,4,224246,227355,3109,326,9,818,120
18,1,T,12,5,224246,228867,4621,1262,2,503,465
18,1,T,12,6,224246,229355,5109,237,4,623,360
18,1,T,12,7,224246,230058,5812,453,6,998,210
