subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
5,1,P,-1,1,12671,14575,1904,1903,1,803,495
5,1,P,-1,2,12671,15438,2767,610,3,953,390
5,1,P,-1,3,12671,16069,3398,377,5,833,300
5,1,P,-2,1,27657,28543,886,886,2,503,465
5,1,P,-2,2,27657,29390,1733,594,4,623,360
5,1,P,-2,3,27657,30275,2618,634,8,638,90
5,1,P,-3,1,36626,37765,1139,1139,6,998,210
5,1,P,-3,2,36626,38428,1802,410,7,458,180
5,1,P,-3,3,36626,39523,2897,842,9,818,120
5,1,T,1,1,51178,52132,954,954,8,638,90
5,1,T,1,2,51178,52703,1525,317,5,833,300
5,1,T,2,1,58095,59092,997,997,6,998,210
5,1,T,2,2,58095,59862,1767,514,4,623,360
5,1,T,3,1,66196,67389,1193,1192,4,623,360
5,1,T,3,2,66196,67956,1760,314,7,458,180
5,1,T,3,3,66196,68798,2602,590,2,503,465
5,1,T,4,1,74972,75932,960,960,8,638,90
5,1,T,4,2,74972,76677,1705,492,1,803,495
5,1,T,4,3,74972,77100,2128,168,5,833,300
5,1,T,5,1,84299,84917,618,618,3,953,390
5,1,T,5,2,84299,85509,1210,338,4,623,360
5,1,T,5,3,84299,85991,1692,229,1,803,495
5,1,T,5,4,84299,86812,2513,569,7,458,180
5,1,T,6,1,94141,94765,624,624,6,998,210
5,1,T,6,2,94141,95381,1240,362,1,803,495
5,1,T,6,3,94141,95821,1680,186,5,833,300
5,1,T,6,4,94141,96756,2615,681,8,638,90
5,1,T,7,1,105712,106334,622,622,5,833,300
5,1,T,7,2,105712,107845,2133,1259,2,503,465
5,1,T,7,3,105712,108375,2663,277,1,803,495
5,1,T,7,4,105712,109692,3980,1065,8,638,90
5,1,T,7,5,105712,110349,4637,404,6,998,210
5,1,T,8,1,118962,119893,931,931,4,623,360
5,1,T,8,2,118962,120422,1460,276,2,503,465
5,1,T,8,3,118962,121132,2170,458,7,458,180
5,1,T,8,4,118962,121805,2843,419,3,953,390
5,1,T,8,5,118962,122366,3404,307,1,803,495
5,1,T,9,1,131520,132246,726,726,3,953,390
5,1,T,9,2,131520,132764,1244,266,9,818,120
5,1,T,9,3,131520,133462,1942,446,2,503,465
5,1,T,9,4,131520,133822,2302,106,4,623,360
5,1,T,9,5,131520,134324,2804,249,8,638,90
5,1,T,9,6,131520,134813,3293,235,7,458,180
5,1,T,10,1,144393,145301,908,908,3,953,390
5,1,T,10,2,144393,145876,1483,322,8,638,90
5,1,T,10,3,144393,146949,2556,820,2,503,465
5,1,T,10,4,144393,147491,3098,289,7,458,180
5,1,T,10,5,144393,147972,3579,229,9,818,120
5,1,T,10,6,144393,148694,4301,471,4,623,360
5,1,T,11,1,158865,159316,451,451,5,833,300
5,1,T,11,2,158865,159707,842,137,9,818,120
5,1,T,11,3,158865,160333,1468,373,1,803,495
5,1,T,11,4,158865,161091,2226,505,7,458,180
5,1,T,11,5,158865,161574,2709,230,4,623,360
5,1,T,11,6,158865,162079,3214,253,2,503,465
5,1,T,11,7,158865,162684,3819,352,8,638,90
5,1,T,12,1,173649,174765,1116,1116,5,833,300
5,1,T,12,2,173649,175939,2290,919,7,458,180
5,1,T,12,3,173649,176483,2834,289,9,818,120
5,1,T,12,4,173649,179046,5397,2310,2,503,465
5,1,T,12,5,173649,180195,6546,896,8,638,90
5,1,T,12,6,173649,180652,7003,204,4,623,360
5,1,T,12,7,173649,181269,7620,363,6,998,210
5,1,T,13,1,192875,193989,1114,1113,5,833,300
5,1,T,13,2,192875,194868,1993,627,8,638,90
5,1,T,13,3,192875,195511,2636,390,1,803,495
5,1,T,13,4,192875,197917,5042,2153,2,503,465
5,1,T,13,5,192875,199574,6699,1405,4,623,360
5,1,T,13,6,192875,200141,7266,314,6,998,210
5,1,T,13,7,192875,200717,7842,323,7,458,180
5,1,T,14,1,212617,213293,676,676,5,833,300
5,1,T,14,2,212617,213820,1203,273,9,818,120
5,1,T,14,3,212617,214365,1748,294,6,998,210
5,1,T,14,4,212617,215350,2733,733,3,953,390
5,1,T,14,5,212617,216316,3699,714,7,458,180
5,1,T,14,6,212617,217062,4445,494,2,503,465
5,1,T,14,7,212617,217653,5036,337,4,623,360
5,1,T,14,8,212617,222476,9859,4572,9,818,120
