sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
14,1,508.896,1561,13193,1468,4,5,0.8
14,1,3085.53,1897,28808,864.5,26,29,0.896552
14,2,500.637,1626,9913,1168.5,4,7,0.571429
14,2,2854.91,1429,31777,976,26,30,0.866667
14,1,267.788,1675,2295,907.5,4,5,0.8
14,1,2862.07,1835,24177,747,26,32,0.8125
14,2,309.011,2059,14361,2074,4,18,0.222222
14,2,3085.53,2197,28039,1064.5,26,28,0.928571
14,1,239.235,1572,3848,1088,4,5,0.8
14,1,2887.78,3277,25552,875.5,26,28,0.928571
14,2,382.991,2277,5208,1684,4,6,0.666667
14,2,2862.07,1836,30720,968,26,32,0.8125
14,1,403.594,1147,3920,784,4,6,0.666667
14,1,2750.39,1693,23872,828,26,31,0.83871
14,2,287.686,1827,2976,888,4,5,0.8
14,2,2750.39,1579,24008,719.5,26,32,0.8125
14,1,314.623,1603,2688,992,4,5,0.8
14,1,2854.91,801,31027,854.5,26,36,0.722222
14,2,323.333,2127,1877,659.5,4,4,1
14,2,2887.78,1842,29219,984.5,26,31,0.83871
