subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
19,1,P,-1,49956,3,135,135,3,0,1,3680
19,1,P,-2,59143,3,248,248,3,0,1,4909
19,1,P,-3,69558,3,679,679,3,0,1,3294
19,1,T,1,82666,2,85,85,2,0,1,3066
19,1,T,2,90239,2,64,64,2,0,1,2180
19,1,T,3,97926,3,472,472,3,0,1,2348
19,1,T,4,105780,3,815,815,3,0,1,2703
19,1,T,5,114990,4,3417,3417,4,0,1,3509
19,1,T,6,125004,4,6158,6158,4,0,1,3695
19,1,T,7,136204,5,52186,52186,5,0,1,3520
19,1,T,8,147230,5,42731,42731,5,0,1,3398
19,1,T,9,159133,6,392487,39247,4,2,0,4559
19,1,T,10,172199,6,378294,37294,2,4,0,4181
