subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
12,0,practice,P,1,1,583,284,P,1,NONE,0,0,22079,1450
12,0,practice,P,2,4,783,484,P,1,418|326|1|<pressed>,1,1,24535,560
12,0,practice,P,3,1,583,284,P,1,418|326|1|<released>,1,1,25098,116
12,0,practice,P,4,3,583,484,R,0,NONE,0,1,26578,1450
12,0,practice,P,5,1,583,284,P,1,418|326|1|<pressed>,1,1,28078,426
12,0,practice,P,6,1,583,284,P,1,418|326|1|<pressed>,1,1,29578,533
12,0,practice,P,7,1,583,284,R,0,NONE,0,1,31078,1450
12,0,practice,P,8,3,583,484,P,1,418|326|1|<pressed>,1,1,32578,541
12,0,practice,P,9,4,783,484,P,1,418|326|1|<pressed>,1,1,34077,555
12,0,practice,P,10,1,583,284,P,1,418|326|1|<pressed>,1,1,35578,414
12,1,test,P,1,1,583,284,R,0,NONE,0,1,45411,1450
12,1,test,P,2,3,583,484,P,1,418|326|1|<pressed>,1,1,46911,361
12,1,test,P,3,2,783,284,P,1,418|326|1|<pressed>,1,1,48411,453
12,1,test,P,4,2,783,284,P,1,418|326|1|<pressed>,1,1,49911,361
12,1,test,P,5,4,783,484,P,1,418|326|1|<pressed>,1,1,51411,461
12,1,test,P,6,1,583,284,R,0,NONE,0,1,52911,1450
12,1,test,P,7,4,783,484,P,1,418|326|1|<pressed>,1,1,54411,325
12,1,test,P,8,4,783,484,P,1,418|326|1|<pressed>,1,1,55910,346
12,1,test,P,9,3,583,484,P,1,418|326|1|<pressed>,1,1,57411,325
12,1,test,P,10,4,783,484,P,1,418|326|1|<pressed>,1,1,58911,497
12,1,test,P,11,3,583,484,R,0,418|326|1|<pressed>,1,0,60411,325
12,1,test,P,12,2,783,284,P,1,418|326|1|<pressed>,1,1,61911,401
12,1,test,P,13,1,583,284,P,1,418|326|1|<pressed>,1,1,63411,421
12,1,test,P,14,3,583,484,P,1,418|326|1|<pressed>,1,1,64911,489
12,1,test,P,15,3,583,484,R,0,418|326|1|<pressed>,1,0,66411,493
12,1,test,P,16,1,583,284,P,1,NONE,0,0,67911,1450
12,1,test,P,17,1,583,284,P,1,NONE,0,0,69411,1450
12,1,test,P,18,3,583,484,R,0,NONE,0,1,70910,1451
12,1,test,P,19,4,783,484,R,0,NONE,0,1,72411,1450
12,1,test,P,20,1,583,284,P,1,418|326|1|<pressed>,1,1,73910,426
12,1,test,P,21,2,783,284,P,1,418|326|1|<pressed>,1,1,75411,437
12,1,test,P,22,3,583,484,P,1,418|326|1|<pressed>,1,1,76911,361
12,1,test,P,23,2,783,284,P,1,418|326|1|<pressed>,1,1,78411,405
12,1,test,P,24,1,583,284,P,1,418|326|1|<pressed>,1,1,79911,697
12,1,test,P,25,1,583,284,R,0,NONE,0,1,81411,1450
12,1,test,P,26,4,783,484,P,1,418|326|1|<pressed>,1,1,82910,386
12,1,test,P,27,4,783,484,P,1,418|326|1|<pressed>,1,1,84411,429
12,1,test,P,28,2,783,284,P,1,418|326|1|<pressed>,1,1,85911,320
12,1,test,P,29,4,783,484,P,1,418|326|1|<pressed>,1,1,87411,397
12,1,test,P,30,1,583,284,P,1,418|326|1|<pressed>,1,1,88911,481
12,1,test,P,31,4,783,484,P,1,418|326|1|<pressed>,1,1,90411,341
12,1,test,P,32,4,783,484,P,1,418|326|1|<pressed>,1,1,91911,433
12,1,test,P,33,3,583,484,R,0,NONE,0,1,93411,1450
12,1,test,P,34,1,583,284,P,1,418|326|1|<pressed>,1,1,94911,312
12,1,test,P,35,1,583,284,P,1,418|326|1|<pressed>,1,1,96411,684
12,1,test,P,36,3,583,484,P,1,418|326|1|<pressed>,1,1,97910,442
12,1,test,P,37,2,783,284,P,1,418|326|1|<pressed>,1,1,99411,333
12,1,test,P,38,4,783,484,P,1,418|326|1|<pressed>,1,1,100911,328
12,1,test,P,39,2,783,284,P,1,418|326|1|<pressed>,1,1,102411,429
12,1,test,P,40,4,783,484,P,1,418|326|1|<pressed>,1,1,103911,465
12,1,test,P,41,3,583,484,P,1,418|326|1|<pressed>,1,1,105411,365
12,1,test,P,42,4,783,484,P,1,418|326|1|<pressed>,1,1,106911,377
12,1,test,P,43,1,583,284,P,1,418|326|1|<pressed>,1,1,108411,389
12,1,test,P,44,3,583,484,P,1,418|326|1|<pressed>,1,1,109911,633
12,1,test,P,45,2,783,284,P,1,418|326|1|<pressed>,1,1,111411,293
12,1,test,P,46,3,583,484,P,1,418|326|1|<pressed>,1,1,112910,273
12,1,test,P,47,4,783,484,P,1,418|326|1|<pressed>,1,1,114412,340
12,1,test,P,48,2,783,284,P,1,418|326|1|<pressed>,1,1,115911,393
12,1,test,P,49,2,783,284,P,1,418|326|1|<pressed>,1,1,117411,373
12,1,test,P,50,3,583,484,R,0,418|326|1|<pressed>,1,0,118911,353
12,1,test,P,51,2,783,284,P,1,418|326|1|<pressed>,1,1,120411,325
12,1,test,P,52,3,583,484,R,0,NONE,0,1,121910,1451
12,1,test,P,53,1,583,284,P,1,NONE,0,0,123411,1450
12,1,test,P,54,4,783,484,P,1,418|326|1|<pressed>,1,1,124911,441
12,1,test,P,55,3,583,484,P,1,418|326|1|<pressed>,1,1,126411,349
12,1,test,P,56,1,583,284,P,1,418|326|1|<pressed>,1,1,127910,329
12,1,test,P,57,3,583,484,P,1,418|326|1|<pressed>,1,1,129411,525
12,1,test,P,58,2,783,284,P,1,418|326|1|<pressed>,1,1,130911,457
12,1,test,P,59,2,783,284,R,0,418|326|1|<pressed>,1,0,132411,357
12,1,test,P,60,2,783,284,R,0,NONE,0,1,133911,1450
12,1,test,P,61,2,783,284,P,1,418|326|1|<pressed>,1,1,135411,381
12,1,test,P,62,1,583,284,P,1,418|326|1|<pressed>,1,1,136911,425
12,1,test,P,63,1,583,284,P,1,418|326|1|<pressed>,1,1,138411,365
12,1,test,P,64,1,583,284,R,0,418|326|1|<pressed>,1,0,139911,345
12,1,test,P,65,2,783,284,R,0,NONE,0,1,141411,1450
12,1,test,P,66,2,783,284,P,1,418|326|1|<pressed>,1,1,142911,577
12,1,test,P,67,3,583,484,P,1,418|326|1|<pressed>,1,1,144411,445
12,1,test,P,68,3,583,484,P,1,418|326|1|<pressed>,1,1,145911,465
12,1,test,P,69,1,583,284,P,1,418|326|1|<pressed>,1,1,147411,502
12,1,test,P,70,4,783,484,P,1,418|326|1|<pressed>,1,1,148911,481
12,1,test,P,71,2,783,284,P,1,418|326|1|<pressed>,1,1,150411,445
12,1,test,P,72,4,783,484,P,1,418|326|1|<pressed>,1,1,151910,426
12,1,test,P,73,3,583,484,P,1,418|326|1|<pressed>,1,1,153411,445
12,1,test,P,74,2,783,284,R,0,NONE,0,1,154911,1450
12,1,test,P,75,2,783,284,P,1,418|326|1|<pressed>,1,1,156411,493
12,1,test,P,76,1,583,284,R,0,NONE,0,1,157910,1451
12,1,test,P,77,4,783,484,P,1,418|326|1|<pressed>,1,1,159411,373
12,1,test,P,78,1,583,284,P,1,418|326|1|<pressed>,1,1,160911,553
12,1,test,P,79,2,783,284,P,1,418|326|1|<pressed>,1,1,162411,413
12,1,test,P,80,1,583,284,P,1,418|326|1|<pressed>,1,1,163911,409
12,1,test,P,81,4,783,484,P,1,418|326|1|<pressed>,1,1,165411,503
12,1,test,P,82,4,783,484,P,1,418|326|1|<pressed>,1,1,166911,489
12,1,test,P,83,4,783,484,P,1,418|326|1|<pressed>,1,1,168411,485
12,1,test,P,84,4,783,484,P,1,418|326|1|<pressed>,1,1,169911,369
12,1,test,P,85,3,583,484,P,1,418|326|1|<pressed>,1,1,171411,557
12,1,test,P,86,2,783,284,P,1,418|326|1|<pressed>,1,1,172911,425
12,1,test,P,87,1,583,284,P,1,418|326|1|<pressed>,1,1,174411,421
12,1,test,P,88,1,583,284,P,1,418|326|1|<pressed>,1,1,175911,401
12,1,test,P,89,4,783,484,P,1,418|326|1|<pressed>,1,1,177411,349
12,1,test,P,90,2,783,284,P,1,418|326|1|<pressed>,1,1,178911,385
12,1,test,P,91,2,783,284,P,1,418|326|1|<pressed>,1,1,180411,357
12,1,test,P,92,1,583,284,R,0,418|326|1|<pressed>,1,0,181911,393
12,1,test,P,93,3,583,484,P,1,418|326|1|<pressed>,1,1,183411,405
12,1,test,P,94,2,783,284,R,0,418|326|1|<pressed>,1,0,184910,354
12,1,test,P,95,1,583,284,R,0,NONE,0,1,186411,1450
12,1,test,P,96,4,783,484,P,1,418|326|1|<pressed>,1,1,187911,521
12,1,test,P,97,3,583,484,P,1,418|326|1|<pressed>,1,1,189411,429
12,1,test,P,98,3,583,484,P,1,418|326|1|<pressed>,1,1,190911,433
12,1,test,P,99,2,783,284,P,1,418|326|1|<pressed>,1,1,192411,573
12,1,test,P,100,4,783,484,P,1,418|326|1|<pressed>,1,1,193911,505
12,1,test,P,101,2,783,284,P,1,418|326|1|<pressed>,1,1,195411,430
12,1,test,P,102,3,583,484,P,1,418|326|1|<pressed>,1,1,196911,417
12,1,test,P,103,3,583,484,P,1,418|326|1|<pressed>,1,1,198411,421
12,1,test,P,104,1,583,284,P,1,418|326|1|<pressed>,1,1,199911,401
12,1,test,P,105,4,783,484,P,1,418|326|1|<pressed>,1,1,201411,381
12,1,test,P,106,4,783,484,P,1,418|326|1|<pressed>,1,1,202911,417
12,1,test,P,107,1,583,284,P,1,418|326|1|<pressed>,1,1,204411,349
12,1,test,P,108,3,583,484,P,1,418|326|1|<pressed>,1,1,205911,441
12,1,test,P,109,1,583,284,P,1,418|326|1|<pressed>,1,1,207411,341
12,1,test,P,110,2,783,284,P,1,418|326|1|<pressed>,1,1,208911,385
12,1,test,P,111,4,783,484,P,1,418|326|1|<pressed>,1,1,210411,493
12,1,test,P,112,4,783,484,P,1,418|326|1|<pressed>,1,1,211911,441
12,1,test,P,113,1,583,284,P,1,418|326|1|<pressed>,1,1,213411,413
12,1,test,P,114,3,583,484,P,1,418|326|1|<pressed>,1,1,214911,441
12,1,test,P,115,3,583,484,P,1,418|326|1|<pressed>,1,1,216411,453
12,1,test,P,116,3,583,484,P,1,418|326|1|<pressed>,1,1,217911,569
12,1,test,P,117,4,783,484,P,1,418|326|1|<pressed>,1,1,219411,341
12,1,test,P,118,3,583,484,R,0,418|326|1|<pressed>,1,0,220911,345
12,1,test,P,119,3,583,484,P,1,418|326|1|<pressed>,1,1,222411,429
12,1,test,P,120,3,583,484,P,1,418|326|1|<pressed>,1,1,223911,617
