subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
15,1,P,-1,1,83504,85968,2464,2463,1,803,495
15,1,P,-1,2,83504,87141,3637,918,3,953,390
15,1,P,-1,3,83504,87947,4443,550,5,833,300
15,1,P,-1,4,83504,89594,6090,1392,1,803,495
15,1,P,-1,5,83504,90618,7114,768,1,803,495
15,1,P,-1,6,83504,91582,8078,709,3,953,390
15,1,P,-1,7,83504,92322,8818,485,5,833,300
15,1,P,-1,8,83504,93017,9513,441,1,803,495
15,1,P,-1,9,83504,94673,11169,1400,1,803,495
15,1,P,-1,10,83504,95230,11726,302,3,953,390
15,1,P,-1,11,83504,95837,12333,352,5,833,300
15,1,P,-2,1,102249,103993,1744,1743,2,503,465
15,1,P,-2,2,102249,104522,2273,269,4,623,360
15,1,P,-2,3,102249,105313,3064,537,8,638,90
15,1,P,-3,1,111687,113011,1324,1323,6,998,210
15,1,P,-3,2,111687,113849,2162,584,7,458,180
15,1,P,-3,3,111687,114734,3047,629,9,818,120
15,1,T,1,1,125196,126504,1308,1307,8,638,90
15,1,T,1,2,125196,127139,1943,380,5,833,300
15,1,T,2,1,132933,134202,1269,1269,6,998,210
15,1,T,2,2,132933,135046,2113,589,4,623,360
15,1,T,3,1,141775,142523,748,747,4,623,360
15,1,T,3,2,141775,143091,1316,312,7,458,180
15,1,T,3,3,141775,143574,1799,228,2,503,465
15,1,T,4,1,150212,151408,1196,1196,8,638,90
15,1,T,4,2,150212,152015,1803,352,1,803,495
15,1,T,4,3,150212,152612,2400,341,5,833,300
15,1,T,5,1,160196,161117,921,921,3,953,390
15,1,T,5,2,160196,162255,2059,883,4,623,360
15,1,T,5,3,160196,163036,2840,526,1,803,495
15,1,T,5,4,160196,163841,3645,550,7,458,180
15,1,T,6,1,171409,172609,1200,1199,6,998,210
15,1,T,6,2,171409,173297,1888,433,1,803,495
15,1,T,6,3,171409,173851,2442,299,5,833,300
15,1,T,6,4,171409,174672,3263,566,8,638,90
15,1,T,7,1,183143,183764,621,620,5,833,300
15,1,T,7,2,183143,184533,1390,513,2,503,465
15,1,T,7,3,183143,185205,2062,417,1,803,495
15,1,T,7,4,183143,186151,3008,691,8,638,90
15,1,T,7,5,183143,186793,3650,386,6,998,210
15,1,T,8,1,196039,196764,725,725,4,623,360
15,1,T,8,2,196039,197261,1222,241,2,503,465
15,1,T,8,3,196039,198024,1985,509,7,458,180
15,1,T,8,4,196039,199140,3101,861,3,953,390
15,1,T,8,5,196039,199559,3520,163,1,803,495
15,1,T,9,1,209026,210077,1051,1050,3,953,390
15,1,T,9,2,209026,210523,1497,191,5,833,300
15,1,T,9,3,209026,211085,2059,308,4,623,360
15,1,T,9,4,209026,211543,2517,203,2,503,465
15,1,T,9,5,209026,212271,3245,473,8,638,90
15,1,T,9,6,209026,212936,3910,410,7,458,180
15,1,T,10,1,222586,223286,700,700,3,953,390
15,1,T,10,2,222586,223938,1352,396,7,458,180
15,1,T,10,3,222586,224782,2196,589,8,638,90
15,1,T,10,4,222586,225509,2923,471,2,503,465
15,1,T,10,5,222586,226350,3764,585,9,818,120
15,1,T,10,6,222586,227107,4521,503,4,623,360
15,1,T,11,1,237491,238235,744,744,5,833,300
15,1,T,11,2,237491,238936,1445,446,1,803,495
15,1,T,11,3,237491,239923,2432,731,4,623,360
15,1,T,11,4,237491,240628,3137,450,2,503,465
15,1,T,11,5,237491,241266,3775,383,7,458,180
15,1,T,12,1,252007,253138,1131,1131,5,833,300
15,1,T,12,2,252007,253862,1855,469,2,503,465
15,1,T,12,3,252007,254591,2584,473,7,458,180
15,1,T,12,4,252007,255267,3260,421,4,623,360
15,1,T,12,5,252007,255904,3897,382,6,998,210
