subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
17,1,P,-1,1,73068,74316,1248,1247,1,803,495
17,1,P,-1,2,73068,75207,2139,628,3,953,390
17,1,P,-1,3,73068,75911,2843,447,5,833,300
17,1,P,-2,1,82668,83661,993,992,2,503,465
17,1,P,-2,2,82668,84578,1910,662,4,623,360
17,1,P,-2,3,82668,85601,2933,765,8,638,90
17,1,P,-3,1,92251,93498,1247,1246,6,998,210
17,1,P,-3,2,92251,94289,2038,535,7,458,180
17,1,P,-3,3,92251,95142,2891,595,9,818,120
17,1,T,1,1,105229,106353,1124,1123,8,638,90
17,1,T,1,2,105229,107602,2373,993,5,833,300
17,1,T,2,1,114330,115365,1035,1034,6,998,210
17,1,T,2,2,114330,116330,2000,703,4,623,360
17,1,T,3,1,123128,123954,826,825,4,623,360
17,1,T,3,2,123128,124676,1548,465,7,458,180
17,1,T,3,3,123128,125471,2343,537,2,503,465
17,1,T,4,1,131892,133053,1161,1160,8,638,90
17,1,T,4,2,131892,134105,2213,795,1,803,495
17,1,T,4,3,131892,134801,2909,440,5,833,300
17,1,T,5,1,142420,143307,887,886,3,953,390
17,1,T,5,2,142420,144209,1789,645,4,623,360
17,1,T,5,3,142420,144981,2561,517,1,803,495
17,1,T,5,4,142420,145820,3400,583,7,458,180
17,1,T,6,1,153348,154637,1289,1289,6,998,210
17,1,T,6,2,153348,155322,1974,428,1,803,495
17,1,T,6,3,153348,155834,2486,256,5,833,300
17,1,T,6,4,153348,156666,3318,576,8,638,90
17,1,T,7,1,165300,166209,909,908,5,833,300
17,1,T,7,2,165300,166992,1692,525,2,503,465
17,1,T,7,3,165300,167816,2516,568,1,803,495
17,1,T,7,4,165300,168520,3220,448,8,638,90
17,1,T,7,5,165300,169979,4679,1201,6,998,210
17,1,T,8,1,178731,179566,835,834,4,623,360
17,1,T,8,2,178731,180202,1471,378,2,503,465
17,1,T,8,3,178731,180908,2177,449,7,458,180
17,1,T,8,4,178731,182374,3643,1210,3,953,390
17,1,T,8,5,178731,183193,4462,563,1,803,495
17,1,T,9,1,192721,193807,1086,1086,3,953,390
17,1,T,9,2,192721,194652,1931,588,9,818,120
17,1,T,9,3,192721,195788,3067,879,2,503,465
17,1,T,9,4,192721,196584,3863,539,4,623,360
17,1,T,9,5,192721,197281,4560,438,8,638,90
17,1,T,9,6,192721,197867,5146,328,7,458,180
17,1,T,10,1,207381,208234,853,852,3,953,390
17,1,T,10,2,207381,209241,1860,749,2,503,465
17,1,T,10,3,207381,210209,2828,712,7,458,180
17,1,T,10,4,207381,210990,3609,525,8,638,90
17,1,T,10,5,207381,212021,4640,772,4,623,360
17,1,T,10,6,207381,213750,6369,1471,9,818,120
17,1,T,11,1,225416,226416,1000,999,5,833,300
17,1,T,11,2,225416,226956,1540,281,9,818,120
17,1,T,11,3,225416,227795,2379,581,1,803,495
17,1,T,11,4,225416,228560,3144,508,7,458,180
17,1,T,11,5,225416,229299,3883,484,4,623,360
17,1,T,11,6,225416,230010,4594,452,2,503,465
17,1,T,11,7,225416,231113,5697,845,8,638,90
17,1,T,12,1,241908,242594,686,685,5,833,300
17,1,T,12,2,241908,243147,1239,297,9,818,120
17,1,T,12,3,241908,244118,2210,713,2,503,465
17,1,T,12,4,241908,244960,3052,586,7,458,180
17,1,T,12,5,241908,245726,3818,508,8,638,90
17,1,T,12,6,241908,246362,4454,380,4,623,360
17,1,T,12,7,241908,247299,5391,679,6,998,210
17,1,T,13,1,259233,260181,948,947,5,833,300
17,1,T,13,2,259233,261168,1935,729,8,638,90
17,1,T,13,3,259233,262181,2948,756,1,803,495
17,1,T,13,4,259233,263200,3967,761,2,503,465
17,1,T,13,5,259233,265350,6117,1894,6,998,210
17,1,T,13,6,259233,266280,7047,671,4,623,360
17,1,T,13,7,259233,266954,7721,418,7,458,180
17,1,T,14,1,278528,279050,522,522,5,833,300
17,1,T,14,2,278528,279868,1340,562,9,818,120
17,1,T,14,3,278528,280480,1952,355,6,998,210
17,1,T,14,4,278528,281959,3431,1221,2,503,465
17,1,T,14,5,278528,283148,4620,930,7,458,180
17,1,T,14,6,278528,283899,5371,493,4,623,360
17,1,T,14,7,278528,284610,6082,453,3,953,390
