subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
17,0,practice,P,1,1,583,284,P,1,748|0|1|<pressed>,1,1,33316,953
17,0,practice,P,2,3,583,484,R,0,NONE,0,1,34815,1450
17,0,practice,P,3,3,583,484,P,1,748|0|1|<pressed>,1,1,36315,298
17,0,practice,P,4,1,583,284,P,1,748|0|1|<pressed>,1,1,37815,358
17,0,practice,P,5,4,783,484,P,1,748|0|1|<pressed>,1,1,39315,274
17,0,practice,P,6,1,583,284,P,1,748|0|1|<pressed>,1,1,40815,326
17,0,practice,P,7,3,583,484,P,1,748|0|1|<pressed>,1,1,42315,282
17,0,practice,P,8,1,583,284,P,1,748|0|1|<pressed>,1,1,43815,285
17,0,practice,P,9,3,583,484,R,0,748|0|1|<pressed>,1,0,45315,306
17,0,practice,P,10,4,783,484,P,1,784|0|1|<pressed>,1,1,46814,399
17,1,test,P,1,4,783,484,P,1,981|494|1|<pressed>,1,1,56583,406
17,1,test,P,2,1,583,284,P,1,981|494|1|<pressed>,1,1,58084,313
17,1,test,P,3,3,583,484,P,1,981|494|1|<pressed>,1,1,59582,295
17,1,test,P,4,3,583,484,R,0,981|494|1|<pressed>,1,0,61084,329
17,1,test,P,5,1,583,284,P,1,981|494|1|<pressed>,1,1,62583,334
17,1,test,P,6,1,583,284,R,0,NONE,0,1,64084,1450
17,1,test,P,7,2,783,284,P,1,981|494|1|<pressed>,1,1,65582,351
17,1,test,P,8,4,783,484,P,1,981|494|1|<pressed>,1,1,67084,329
17,1,test,P,9,4,783,484,R,0,NONE,0,1,68583,1450
17,1,test,P,10,4,783,484,R,0,NONE,0,1,70084,1450
17,1,test,P,11,2,783,284,P,1,981|494|1|<pressed>,1,1,71582,367
17,1,test,P,12,3,583,484,P,1,981|494|1|<pressed>,1,1,73084,305
17,1,test,P,13,1,583,284,R,0,981|494|1|<pressed>,1,0,74582,311
17,1,test,P,14,2,783,284,R,0,NONE,0,1,76084,1450
17,1,test,P,15,3,583,484,P,1,981|494|1|<pressed>,1,1,77582,430
17,1,test,P,16,3,583,484,R,0,NONE,0,1,79083,1451
17,1,test,P,17,1,583,284,P,1,981|494|1|<pressed>,1,1,80582,375
17,1,test,P,18,3,583,484,P,1,981|494|1|<pressed>,1,1,82084,425
17,1,test,P,19,4,783,484,P,1,981|494|1|<pressed>,1,1,83583,350
17,1,test,P,20,2,783,284,P,1,981|494|1|<pressed>,1,1,85084,497
17,1,test,P,21,3,583,484,P,1,981|494|1|<pressed>,1,1,86582,375
17,1,test,P,22,3,583,484,P,1,981|494|1|<pressed>,1,1,88084,609
17,1,test,P,23,4,783,484,R,0,981|494|1|<pressed>,1,0,89583,318
17,1,test,P,24,4,783,484,P,1,981|494|1|<pressed>,1,1,91084,521
17,1,test,P,25,2,783,284,P,1,981|494|1|<pressed>,1,1,92583,358
17,1,test,P,26,2,783,284,P,1,981|494|1|<pressed>,1,1,94084,313
17,1,test,P,27,4,783,484,P,1,981|494|1|<pressed>,1,1,95583,318
17,1,test,P,28,1,583,284,P,1,981|494|1|<pressed>,1,1,97084,369
17,1,test,P,29,2,783,284,P,1,981|494|1|<pressed>,1,1,98583,342
17,1,test,P,30,1,583,284,P,1,981|494|1|<pressed>,1,1,100084,401
17,1,test,P,31,4,783,484,P,1,981|494|1|<pressed>,1,1,101583,414
17,1,test,P,32,2,783,284,P,1,981|494|1|<pressed>,1,1,103084,257
17,1,test,P,33,1,583,284,P,1,981|494|1|<pressed>,1,1,104583,294
17,1,test,P,34,2,783,284,P,1,981|494|1|<pressed>,1,1,106083,306
17,1,test,P,35,4,783,484,P,1,981|494|1|<pressed>,1,1,107583,310
17,1,test,P,36,1,583,284,P,1,981|494|1|<pressed>,1,1,109084,297
17,1,test,P,37,2,783,284,P,1,981|494|1|<pressed>,1,1,110583,302
17,1,test,P,38,2,783,284,P,1,981|494|1|<pressed>,1,1,112084,305
17,1,test,P,39,4,783,484,P,1,981|494|1|<pressed>,1,1,113582,319
