subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
1,1,P,-1,68838,3,135,1351135442,3,7,0,19298
1,1,P,-2,93643,3,248,248,3,0,1,3318
1,1,P,-3,102466,3,679,5697,1,3,0,5150
1,1,T,1,113667,2,85,85,2,0,1,5525
1,1,T,2,123699,2,64,64,2,0,1,4109
1,1,T,3,133315,3,472,472,3,0,1,4941
1,1,T,4,143762,3,815,815,3,0,1,21006
1,1,T,5,171277,4,3417,3517,3,1,0,9002
1,1,T,6,186786,4,6158,6158,4,0,1,5966
1,1,T,7,200266,5,52186,1286,1,4,0,4750
1,1,T,8,212522,5,42731,427631,3,3,0,4206
