sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
3,1,283.687,2594,2833,752,4,5,0.8
3,1,2571.12,1607,16064,620,26,29,0.896552
3,2,395.802,2011,8912,1741.5,4,6,0.666667
3,2,2784.66,1318,26744,800,26,26,1
3,1,233.15,2091,768,292,4,4,1
3,1,2811.26,1042,17288,452,26,29,0.896552
3,2,366.992,1820,2472,1082,4,4,1
3,2,2900.68,2356,23208,684,26,26,1
3,1,431.49,1119,1256,504,4,4,1
3,1,2784.66,1184,16992,572,26,29,0.896552
3,2,427.407,1301,1584,612,4,5,0.8
3,2,2571.12,1718,16352,528,26,26,1
3,1,377.737,1071,1792,644,4,5,0.8
3,1,2750.6,1134,11928,416,26,29,0.896552
3,2,354.901,1102,1304,476,4,5,0.8
3,2,2811.26,1215,21288,712,26,37,0.702703
3,1,322.329,1279,1160,464,4,5,0.8
3,1,2900.68,1409,13928,456,26,29,0.896552
3,2,441.265,1215,1280,532,4,4,1
3,2,2750.6,1286,19880,596,26,31,0.83871
