subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
14,1,P,-1,1,89878,91313,1435,1435,1,803,495
14,1,P,-1,2,89878,91901,2023,333,3,953,390
14,1,P,-1,3,89878,92485,2607,327,5,833,300
14,1,P,-2,1,99214,100280,1066,1066,2,503,465
14,1,P,-2,2,99214,100701,1487,166,4,623,360
14,1,P,-2,3,99214,101361,2147,406,8,638,90
14,1,P,-3,1,107821,108651,830,830,6,998,210
14,1,P,-3,2,107821,109169,1348,263,7,458,180
14,1,P,-3,3,107821,109824,2003,400,9,818,120
14,1,T,1,1,117903,119024,1121,1121,8,638,90
14,1,T,1,2,117903,119693,1790,414,5,833,300
14,1,T,2,1,124991,126178,1187,1187,6,998,210
14,1,T,2,2,124991,126909,1918,476,4,623,360
14,1,T,3,1,133217,133757,540,539,4,623,360
14,1,T,3,2,133217,134391,1174,381,7,458,180
14,1,T,3,3,133217,135001,1784,355,2,503,465
14,1,T,4,1,141255,142617,1362,1362,8,638,90
14,1,T,4,2,141255,143286,2031,413,1,803,495
14,1,T,4,3,141255,143683,2428,141,5,833,300
14,1,T,5,1,151423,152509,1086,1085,3,953,390
14,1,T,5,2,151423,153336,1913,572,4,623,360
14,1,T,5,3,151423,154025,2602,434,1,803,495
14,1,T,5,4,151423,154938,3515,657,7,458,180
14,1,T,6,1,162377,163619,1242,1242,6,998,210
14,1,T,6,2,162377,164289,1912,414,1,803,495
14,1,T,6,3,162377,164869,2492,325,5,833,300
14,1,T,6,4,162377,165609,3232,486,8,638,90
14,1,T,7,1,174298,175179,881,881,5,833,300
14,1,T,7,2,174298,175853,1555,418,2,503,465
14,1,T,7,3,174298,176393,2095,285,1,803,495
14,1,T,7,4,174298,177223,2925,575,8,638,90
14,1,T,7,5,174298,177906,3608,426,6,998,210
14,1,T,8,1,186735,187527,792,791,4,623,360
14,1,T,8,2,186735,188062,1327,279,2,503,465
14,1,T,8,3,186735,188672,1937,356,7,458,180
14,1,T,8,4,186735,189653,2918,725,3,953,390
14,1,T,8,5,186735,190575,3840,666,1,803,495
14,1,T,9,1,199948,201000,1052,1051,3,953,390
14,1,T,9,2,199948,201566,1618,310,9,818,120
14,1,T,9,3,199948,202637,2689,815,2,503,465
14,1,T,9,4,199948,203083,3135,192,4,623,360
14,1,T,9,5,199948,203616,3668,278,7,458,180
14,1,T,10,1,213194,213991,797,797,3,953,390
14,1,T,10,2,213194,214705,1511,459,7,458,180
14,1,T,10,3,213194,215458,2264,499,8,638,90
14,1,T,10,4,213194,216241,3047,528,2,503,465
14,1,T,10,5,213194,216910,3716,414,9,818,120
14,1,T,10,6,213194,217493,4299,329,4,623,360
14,1,T,11,1,227957,228909,952,951,5,833,300
14,1,T,11,2,227957,229471,1514,305,9,818,120
14,1,T,11,3,227957,230337,2380,611,1,803,495
14,1,T,11,4,227957,231809,3852,1218,8,638,90
14,1,T,11,5,227957,232491,4534,426,2,503,465
14,1,T,11,6,227957,233023,5066,278,7,458,180
14,1,T,11,7,227957,233854,5897,577,4,623,360
14,1,T,12,1,244503,246084,1581,1581,5,833,300
14,1,T,12,2,244503,248639,4136,2300,8,638,90
14,1,T,12,3,244503,249497,4994,604,2,503,465
14,1,T,12,4,244503,250865,6362,1113,7,458,180
14,1,T,12,5,244503,251735,7232,616,1,803,495
14,1,T,12,6,244503,252770,8267,780,6,998,210
