subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
18,1,P,-1,1,70386,71411,1025,1025,1,803,495
18,1,P,-1,2,70386,71779,1393,118,3,953,390
18,1,P,-1,3,70386,72259,1873,230,5,833,300
18,1,P,-2,1,78595,79267,672,672,2,503,465
18,1,P,-2,2,78595,79842,1247,325,4,623,360
18,1,P,-2,3,78595,80226,1631,133,8,638,90
18,1,P,-3,1,86381,87074,693,693,6,998,210
18,1,P,-3,2,86381,87674,1293,349,7,458,180
18,1,P,-3,3,86381,88322,1941,398,9,818,120
18,1,T,1,1,94622,95642,1020,1020,8,638,90
18,1,T,1,2,94622,96226,1604,334,5,833,300
18,1,T,2,1,101597,102386,789,789,6,998,210
18,1,T,2,2,101597,103083,1486,446,4,623,360
18,1,T,3,1,109339,109827,488,488,4,623,360
18,1,T,3,2,109339,110250,911,173,7,458,180
18,1,T,3,3,109339,110683,1344,183,2,503,465
18,1,T,4,1,116829,117706,877,877,8,638,90
18,1,T,4,2,116829,118227,1398,270,1,803,495
18,1,T,4,3,116829,118650,1821,173,5,833,300
18,1,T,5,1,125916,126891,975,975,3,953,390
18,1,T,5,2,125916,127402,1486,261,4,623,360
18,1,T,5,3,125916,128034,2118,382,1,803,495
18,1,T,5,4,125916,128714,2798,430,7,458,180
18,1,T,6,1,135844,136666,822,822,6,998,210
18,1,T,6,2,135844,137299,1455,383,1,803,495
18,1,T,6,3,135844,137651,1807,102,5,833,300
18,1,T,6,4,135844,138130,2286,229,8,638,90
18,1,T,7,1,146348,146923,575,575,5,833,300
18,1,T,7,2,146348,147427,1079,254,2,503,465
18,1,T,7,3,146348,148739,2391,1062,1,803,495
18,1,T,7,4,146348,149258,2910,269,8,638,90
18,1,T,7,5,146348,150167,3819,658,6,998,210
18,1,T,8,1,158428,159099,671,671,4,623,360
18,1,T,8,2,158428,159451,1023,102,2,503,465
18,1,T,8,3,158428,160033,1605,332,7,458,180
18,1,T,8,4,158428,160610,2182,326,3,953,390
18,1,T,8,5,158428,161155,2727,295,1,803,495
18,1,T,9,1,170237,170835,598,598,3,953,390
18,1,T,9,2,170237,171442,1205,357,9,818,120
18,1,T,9,3,170237,172107,1870,414,2,503,465
18,1,T,9,4,170237,172563,2326,206,4,623,360
18,1,T,9,5,170237,172923,2686,110,5,833,300
18,1,T,9,6,170237,173418,3181,245,8,638,90
18,1,T,9,7,170237,173754,3517,85,7,458,180
18,1,T,10,1,182811,184922,2111,2111,3,953,390
18,1,T,10,2,182811,185586,2775,414,7,458,180
18,1,T,10,3,182811,185970,3159,133,8,638,90
18,1,T,10,4,182811,186434,3623,213,2,503,465
18,1,T,10,5,182811,188594,5783,1909,9,818,120
18,1,T,10,6,182811,188979,6168,135,4,623,360
18,1,T,11,1,199069,199922,853,853,3,953,390
18,1,T,11,2,199069,200354,1285,182,9,818,120
18,1,T,11,3,199069,200803,1734,199,1,803,495
18,1,T,11,4,199069,201394,2325,341,7,458,180
18,1,T,11,5,199069,201938,2869,294,4,623,360
18,1,T,11,6,199069,202307,3238,119,2,503,465
18,1,T,11,7,199069,202922,3853,365,8,638,90
18,1,T,12,1,213459,215059,1600,1600,5,833,300
18,1,T,12,2,213459,215571,2112,262,7,458,180
18,1,T,12,3,213459,216025,2566,204,9,818,120
18,1,T,12,4,213459,216611,3152,335,2,503,465
18,1,T,12,5,213459,216939,3480,78,4,623,360
18,1,T,12,6,213459,217770,4311,581,8,638,90
18,1,T,12,7,213459,218418,4959,397,6,998,210
