subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
18,1P,1,1,1,59877,689,361,1,1,1295,1295
18,1P,1,2,2,61060,608,438,1,2,1183,1183
18,1P,1,3,3,61612,741,474,1,3,552,552
18,1P,1,4,4,62036,699,477,1,4,424,424
18,1,1,1,1,70844,489,232,1,1,1880,1880
18,1,1,2,2,71484,616,330,1,2,640,640
18,1,1,3,3,72004,661,299,1,3,520,520
18,1,1,4,4,72652,713,304,1,4,648,648
18,1,1,5,5,73388,823,249,1,5,736,736
18,1,1,6,6,73844,783,153,1,6,456,456
18,1,1,7,7,74412,877,218,1,7,568,568
18,1,1,8,8,74949,952,178,1,8,537,537
18,1,1,9,9,75484,989,239,1,9,535,535
18,1,1,10,10,75877,951,320,1,10,393,393
18,1,1,11,11,76540,803,364,1,11,663,663
18,1,1,12,12,77084,788,456,1,12,544,544
18,1,1,13,13,77668,800,524,1,13,584,584
18,1,1,14,14,78044,885,489,1,14,376,376
18,1,1,15,15,78676,1003,563,1,15,632,632
18,1,1,16,16,79084,954,622,1,16,408,408
18,1,1,17,17,79596,807,621,1,17,512,512
18,1,1,18,18,80092,716,583,1,18,496,496
18,1,1,19,19,80484,620,544,1,19,392,392
18,1,1,20,20,80989,600,436,1,20,505,505
18,1,1,21,21,81468,501,437,1,21,479,479
18,1,1,22,22,82148,457,532,1,22,680,680
18,1,1,23,23,82644,336,566,1,23,496,496
18,1,1,24,24,83100,430,435,1,24,456,456
18,1,1,26,25,84116,507,323,1,25,1016,1016
18,1,1,27,26,85092,379,140,1,26,976,976
18,2P,2,1,1,87796,599,338,1,1,780,780
18,2P,2,2,2,88572,699,382,1,2,776,776
18,2P,2,4,3,89804,613,472,1,3,1232,1232
18,2P,2,5,4,90893,776,423,1,4,1089,1089
18,2,2,1,1,95044,882,239,1,1,1250,1250
18,2,2,2,2,95748,770,325,1,2,704,704
18,2,2,3,3,96564,722,289,1,3,816,816
18,2,2,4,4,97124,649,291,1,4,560,560
18,2,2,5,5,97724,568,236,1,5,600,600
18,2,2,6,6,98372,599,157,1,6,648,648
18,2,2,7,7,99684,491,204,1,7,1312,1312
18,2,2,8,8,100300,429,169,1,8,616,616
18,2,2,9,9,101028,405,243,1,9,728,728
18,2,2,11,10,102548,422,331,1,10,1520,1520
18,2,2,12,11,103308,597,360,1,11,760,760
18,2,2,13,12,103820,590,457,1,12,512,512
18,2,2,14,13,105140,571,530,1,13,1320,1320
18,2,2,15,14,105989,486,498,1,14,849,849
18,2,2,16,15,107933,369,578,1,15,1944,1944
18,2,2,17,16,108372,415,610,1,16,439,439
18,2,2,18,17,111949,572,611,1,17,3577,3577
18,2,2,19,18,112540,672,580,1,18,591,591
18,2,2,20,19,114156,728,546,1,19,1616,1616
18,2,2,21,20,114949,774,437,1,20,793,793
18,2,2,22,21,116716,852,452,1,21,1767,1767
18,2,2,23,22,117324,907,538,1,22,608,608
18,2,2,24,22,118348,928,436,0,24,1024,1024
18,2,2,25,23,121180,1045,570,1,23,2832,3856
18,2,2,26,24,121909,931,436,1,24,729,729
18,2,2,27,25,122644,868,301,1,25,735,735
18,2,2,28,26,123364,990,163,1,26,720,720
18,3P,1,1,1,125164,608,438,1,1,1102,1102
18,3P,1,2,2,125877,749,385,1,2,713,713
18,3P,1,3,2,126316,677,299,0,4,439,439
18,3P,1,4,2,126828,699,303,0,4,512,951
18,3P,1,5,3,127220,630,311,1,3,392,1343
18,3P,1,6,4,127852,705,313,1,4,632,632
18,3,1,1,1,129844,861,454,1,1,945,945
18,3,1,2,2,130788,848,355,1,2,944,944
18,3,1,3,3,131468,947,357,1,3,680,680
18,3,1,4,4,132612,1022,178,1,4,1144,1144
18,3,1,5,5,133220,782,247,1,5,608,608
18,3,1,6,6,134692,650,356,1,6,1472,1472
18,3,1,7,7,135068,640,294,1,7,376,376
18,3,1,8,8,135636,597,148,1,8,568,568
18,3,1,9,9,136100,550,215,1,9,464,464
18,3,1,10,10,136532,484,193,1,10,432,432
18,3,1,12,11,137844,412,297,1,11,1312,1312
18,3,1,13,12,138508,481,353,1,12,664,664
18,3,1,14,13,138828,560,321,1,13,320,320
18,3,1,15,14,139300,501,416,1,14,472,472
18,3,1,16,15,139772,519,473,1,15,472,472
18,3,1,17,16,140276,447,596,1,16,504,504
18,3,1,18,17,140812,400,625,1,17,536,536
18,3,1,19,18,141220,494,599,1,18,408,408
18,3,1,20,19,142460,638,482,1,19,1240,1240
18,3,1,21,20,142885,700,458,1,20,425,425
18,3,1,22,21,143156,686,514,1,21,271,271
18,3,1,23,22,143852,716,619,1,22,696,696
18,3,1,24,23,144308,784,565,1,23,456,456
18,3,1,25,24,144708,843,616,1,24,400,400
18,3,1,27,25,145548,878,621,1,25,840,840
18,3,1,28,26,146901,965,472,1,26,1353,1353
18,4P,2,1,1,148340,647,346,1,1,806,806
18,4P,2,2,2,149508,744,336,1,2,1168,1168
18,4P,2,3,3,150044,688,316,1,3,536,536
18,4P,2,4,4,150556,708,436,1,4,512,512
18,4,2,1,1,153596,975,605,1,1,1361,1361
18,4,2,2,2,153981,829,545,1,2,385,385
18,4,2,3,3,154548,763,586,1,3,567,567
18,4,2,4,4,155156,809,452,1,4,608,608
18,4,2,5,5,155564,839,393,1,5,408,408
18,4,2,7,6,158244,737,350,1,6,2680,2680
18,4,2,8,7,158716,676,387,1,7,472,472
18,4,2,9,8,159092,619,406,1,8,376,376
18,4,2,10,9,160116,567,506,1,9,1024,1024
18,4,2,11,10,160732,589,636,1,10,616,616
18,4,2,12,11,161909,448,605,1,11,1177,1177
18,4,2,13,12,164172,464,549,1,12,2263,2263
18,4,2,14,13,165468,461,487,1,13,1296,1296
18,4,2,15,14,166108,355,479,1,14,640,640
18,4,2,16,14,169740,452,241,0,16,3632,3632
18,4,2,17,15,170500,464,308,1,15,760,4392
18,4,2,18,16,170877,450,253,1,16,377,377
18,4,2,19,17,174068,597,137,1,17,3191,3191
18,4,2,20,18,174572,563,221,1,18,504,504
18,4,2,21,19,175100,559,283,1,19,528,528
18,4,2,22,20,175957,719,285,1,20,857,857
18,4,2,23,21,176500,758,272,1,21,543,543
18,4,2,24,22,176869,794,322,1,22,369,369
18,4,2,25,23,179556,939,204,1,23,2687,2687
18,4,2,26,24,180092,928,343,1,24,536,536
18,4,2,27,25,180476,950,384,1,25,384,384
18,4,2,28,26,181012,940,477,1,26,536,536
18,5P,1,2,1,182756,753,439,1,1,1206,1206
18,5P,1,3,2,183596,736,313,1,2,840,840
18,5P,1,4,3,183997,675,310,1,3,401,401
18,5P,1,5,4,184732,632,486,1,4,735,735
18,5,1,1,1,186844,396,629,1,1,1491,1491
18,5,1,3,2,187836,530,563,1,2,992,992
18,5,1,4,3,188628,613,601,1,3,792,792
18,5,1,5,4,189252,561,477,1,4,624,624
18,5,1,6,5,189820,531,400,1,5,568,568
18,5,1,7,6,190308,647,356,1,6,488,488
18,5,1,8,7,190692,692,400,1,7,384,384
18,5,1,9,8,191044,738,403,1,8,352,352
18,5,1,10,9,191828,799,502,1,9,784,784
18,5,1,11,10,192989,762,642,1,10,1161,1161
18,5,1,12,11,193476,914,606,1,11,487,487
18,5,1,13,12,193844,929,523,1,12,368,368
18,5,1,14,13,194228,912,485,1,13,384,384
18,5,1,15,14,194604,1047,466,1,14,376,376
18,5,1,16,15,195332,915,283,1,15,728,728
18,5,1,17,16,195684,912,229,1,16,352,352
18,5,1,18,17,196628,750,133,1,17,944,944
18,5,1,19,18,196989,819,213,1,18,361,361
18,5,1,20,19,197380,829,285,1,19,391,391
18,5,1,21,20,197901,655,290,1,20,521,521
18,5,1,22,21,198276,611,267,1,21,375,375
18,5,1,23,22,198756,589,321,1,22,480,480
18,5,1,24,23,199524,436,185,1,23,768,768
18,5,1,25,24,200092,455,357,1,24,568,568
18,5,1,26,25,200484,404,390,1,25,392,392
18,5,1,27,26,200901,428,484,1,26,417,417
18,6P,2,2,1,202644,688,444,1,1,1078,1078
18,6P,2,3,2,203628,743,389,1,2,984,984
18,6P,2,4,3,204372,660,290,1,3,744,744
18,6P,2,5,4,204844,766,329,1,4,472,472
18,6,2,1,1,206500,994,563,1,1,1074,1074
18,6,2,2,2,206989,953,436,1,2,489,489
18,6,2,3,3,207372,1001,433,1,3,383,383
18,6,2,4,4,207869,962,254,1,4,497,497
18,6,2,5,5,208420,908,147,1,5,551,551
18,6,2,6,6,209292,797,175,1,6,872,872
18,6,2,7,7,210020,776,242,1,7,728,728
18,6,2,9,8,210788,835,276,1,8,768,768
18,6,2,10,9,211244,812,355,1,9,456,456
18,6,2,11,10,211788,812,448,1,10,544,544
18,6,2,12,11,213452,637,343,1,11,1664,1664
18,6,2,13,12,214740,538,331,1,12,1288,1288
18,6,2,14,13,219540,568,280,1,13,4800,4800
18,6,2,15,14,220236,595,243,1,14,696,696
18,6,2,16,15,220997,486,176,1,15,761,761
18,6,2,17,16,221692,412,160,1,16,695,695
18,6,2,18,17,222885,389,330,1,17,1193,1193
18,6,2,19,18,223124,394,375,1,18,239,239
18,6,2,20,19,223572,362,531,1,19,448,448
18,6,2,21,20,224260,574,430,1,20,688,688
18,6,2,22,21,225228,699,510,1,21,968,968
18,6,2,23,21,225869,802,557,0,24,641,641
18,6,2,24,22,226548,621,597,1,22,679,1320
18,6,2,25,22,227300,806,569,0,24,752,752
18,6,2,26,23,227941,691,599,1,23,641,1393
18,6,2,27,24,228540,817,573,1,24,599,599
