subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
18,1,P,-1,1,74119,75051,932,932,1,803,495
18,1,P,-1,2,74119,75633,1514,324,3,953,390
18,1,P,-1,3,74119,76526,2407,636,5,833,300
18,1,P,-2,1,82962,83655,693,692,2,503,465
18,1,P,-2,2,82962,84263,1301,350,4,623,360
18,1,P,-2,3,82962,85080,2118,561,8,638,90
18,1,P,-3,1,91629,92867,1238,1237,6,998,210
18,1,P,-3,2,91629,94252,2623,1126,7,458,180
18,1,P,-3,3,91629,95156,3527,646,9,818,120
18,1,T,1,1,104730,106152,1422,1421,8,638,90
18,1,T,1,2,104730,106872,2142,464,5,833,300
18,1,T,2,1,112536,113940,1404,1403,6,998,210
18,1,T,2,2,112536,114865,2329,662,4,623,360
18,1,T,3,1,121201,121606,405,404,4,623,360
18,1,T,3,2,121201,122286,1085,423,7,458,180
18,1,T,3,3,121201,123053,1852,509,2,503,465
18,1,T,4,1,129688,130576,888,887,8,638,90
18,1,T,4,2,129688,131409,1721,576,1,803,495
18,1,T,4,3,129688,131893,2205,230,5,833,300
18,1,T,5,1,139565,140455,890,889,3,953,390
18,1,T,5,2,139565,141040,1475,327,4,623,360
18,1,T,5,3,139565,141960,2395,664,1,803,495
18,1,T,5,4,139565,142555,2990,338,7,458,180
18,1,T,6,1,150679,151906,1227,1227,6,998,210
18,1,T,6,2,150679,152663,1984,499,1,803,495
18,1,T,6,3,150679,153093,2414,174,5,833,300
18,1,T,6,4,150679,153782,3103,430,8,638,90
18,1,T,7,1,162250,162911,661,660,5,833,300
18,1,T,7,2,162250,163460,1210,294,2,503,465
18,1,T,7,3,162250,164228,1978,511,1,803,495
18,1,T,7,4,162250,165017,2767,532,8,638,90
18,1,T,7,5,162250,166196,3946,922,6,998,210
18,1,T,8,1,174802,175387,585,585,4,623,360
18,1,T,8,2,174802,176144,1342,500,2,503,465
18,1,T,8,3,174802,176644,1842,243,7,458,180
18,1,T,8,4,174802,177362,2560,461,3,953,390
18,1,T,8,5,174802,177798,2996,179,1,803,495
18,1,T,9,1,187273,188068,795,794,9,818,120
18,1,T,9,2,187273,188753,1480,426,3,953,390
18,1,T,9,3,187273,189521,2248,513,2,503,465
18,1,T,9,4,187273,190484,3211,704,4,623,360
18,1,T,9,5,187273,191134,3861,394,8,638,90
18,1,T,9,6,187273,191584,4311,192,7,458,180
18,1,T,10,1,200873,202152,1279,1278,3,953,390
18,1,T,10,2,200873,205495,4622,3087,7,458,180
18,1,T,10,3,200873,206208,5335,456,8,638,90
18,1,T,10,4,200873,206881,6008,415,2,503,465
18,1,T,10,5,200873,209484,8611,2345,9,818,120
18,1,T,10,6,200873,210080,9207,339,4,623,360
18,1,T,11,1,220746,221395,649,648,5,833,300
18,1,T,11,2,220746,221915,1169,263,9,818,120
18,1,T,11,3,220746,223246,2500,1072,1,803,495
18,1,T,11,4,220746,224074,3328,570,7,458,180
18,1,T,11,5,220746,224626,3880,294,4,623,360
18,1,T,11,6,220746,225100,4354,216,2,503,465
18,1,T,11,7,220746,225663,4917,306,8,638,90
18,1,T,12,1,235999,237536,1537,1536,5,833,300
18,1,T,12,2,235999,238062,2063,269,9,818,120
18,1,T,12,3,235999,239056,3057,738,2,503,465
18,1,T,12,4,235999,240024,4025,712,7,458,180
18,1,T,12,5,235999,240501,4502,219,8,638,90
18,1,T,12,6,235999,241106,5107,348,4,623,360
18,1,T,12,7,235999,241617,5618,254,6,998,210
18,1,T,13,1,253467,261123,7656,7655,5,833,300
18,1,T,13,2,253467,261708,8241,328,9,818,120
18,1,T,13,3,253467,262329,8862,363,1,803,495
18,1,T,13,4,253467,263559,10092,974,8,638,90
18,1,T,13,5,253467,264348,10881,532,2,503,465
18,1,T,13,6,253467,265319,11852,714,6,998,210
18,1,T,13,7,253467,266012,12545,437,4,623,360
18,1,T,13,8,253467,266753,13286,484,7,458,180
18,1,T,14,1,278146,279379,1233,1232,5,833,300
18,1,T,14,2,278146,279892,1746,255,9,818,120
18,1,T,14,3,278146,280772,2626,622,3,953,390
18,1,T,14,4,278146,281227,3081,198,6,998,210
18,1,T,14,5,278146,281963,3817,480,2,503,465
18,1,T,14,6,278146,282688,4542,466,7,458,180
18,1,T,14,7,278146,283238,5092,294,4,623,360
18,1,T,14,8,278146,283654,5508,160,3,953,390
