sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
48,1,243.024,1982,5248,1595,4,6,0.666667
48,1,2580.35,2218,18279,667.5,26,27,0.962963
48,2,365.973,1325,4743,1242.5,4,5,0.8
48,2,2580.35,2682,22888,831.5,26,27,0.962963
48,1,408.709,1614,3016,1044,4,4,1
48,1,2872.68,1634,21136,791.5,26,27,0.962963
48,2,340.211,2116,2240,804,4,4,1
48,2,2550.26,1074,34728,1085,26,27,0.962963
48,1,392.112,1214,1944,755.5,4,4,1
48,1,2550.26,1010,16952,704,26,28,0.928571
48,2,224.58,1141,2008,807.5,4,5,0.8
48,2,3089.51,1626,31503,948,26,27,0.962963
48,1,325.879,1479,4759,1016,4,8,0.5
48,1,2681.39,1427,18976,616,26,30,0.866667
48,2,407.739,2269,1961,704.5,4,5,0.8
48,2,2872.68,1858,25785,820.5,26,28,0.928571
48,1,292.237,1419,1657,565,4,4,1
48,1,3089.51,1411,54952,784,26,35,0.742857
48,2,458.871,1284,2960,1132,4,5,0.8
48,2,2681.39,1073,25801,900,26,32,0.8125
