subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
16,0,practice,P,1,4,783,484,P,1,NONE,0,0,25008,1452
16,0,practice,P,2,2,783,284,R,0,NONE,0,1,27514,1453
16,0,practice,P,3,2,783,284,P,1,NONE,0,0,28983,1453
16,0,practice,P,4,2,783,284,P,1,NONE,0,0,31481,1453
16,0,practice,P,5,4,783,484,P,1,NONE,0,0,33982,1453
16,0,practice,P,6,1,583,284,P,1,NONE,0,0,36481,1452
16,0,practice,P,7,1,583,284,P,1,NONE,0,0,38980,1452
16,0,practice,P,8,4,783,484,R,0,NONE,0,1,41479,1451
16,0,practice,P,9,1,583,284,P,1,NONE,0,0,42948,1454
16,0,practice,P,10,3,583,484,P,1,NONE,0,0,45449,1454
16,1,test,P,1,3,583,484,P,1,NONE,0,0,62219,1453
16,1,test,P,2,4,783,484,R,0,NONE,0,1,63723,1452
16,1,test,P,3,3,583,484,P,1,NONE,0,0,65222,1454
16,1,test,P,4,3,583,484,P,1,NONE,0,0,66722,1453
16,1,test,P,5,1,583,284,P,1,NONE,0,0,68223,1452
16,1,test,P,6,4,783,484,P,1,0|620|1|<pressed>,1,1,69722,1341
16,1,test,P,7,1,583,284,P,1,0|621|1|<released>,1,1,71222,14
16,1,test,P,8,1,583,284,P,1,782|467|1|<pressed>,1,1,72721,901
16,1,test,P,9,1,583,284,P,1,412|442|1|<pressed>,1,1,74224,1414
16,1,test,P,10,1,583,284,P,1,432|439|1|<released>,1,1,75723,58
16,1,test,P,11,2,783,284,P,1,1210|398|1|<pressed>,1,1,77220,531
16,1,test,P,12,2,783,284,P,1,NONE,0,0,78722,1455
16,1,test,P,13,4,783,484,P,1,NONE,0,0,80222,1452
16,1,test,P,14,3,583,484,P,1,NONE,0,0,81722,1453
16,1,test,P,15,1,583,284,P,1,NONE,0,0,83222,1452
16,1,test,P,16,2,783,284,P,1,NONE,0,0,84721,1453
16,1,test,P,17,1,583,284,P,1,1090|752|1|<pressed>,1,1,86222,1375
16,1,test,P,18,2,783,284,P,1,1075|740|1|<pressed>,1,1,87722,83
16,1,test,P,19,4,783,484,P,1,970|606|1|<pressed>,1,1,89222,402
16,1,test,P,20,2,783,284,R,0,951|498|1|<pressed>,1,0,90721,398
16,1,test,P,21,1,583,284,P,1,878|521|1|<pressed>,1,1,92221,463
16,1,test,P,22,2,783,284,R,0,NONE,0,1,93721,1453
16,1,test,P,23,2,783,284,P,1,817|477|1|<pressed>,1,1,95220,704
16,1,test,P,24,3,583,484,P,1,806|489|1|<pressed>,1,1,96721,454
16,1,test,P,25,1,583,284,P,1,802|513|1|<released>,1,1,98222,633
16,1,test,P,26,4,783,484,P,1,794|521|1|<pressed>,1,1,99722,427
16,1,test,P,27,4,783,484,P,1,741|498|1|<pressed>,1,1,101221,383
16,1,test,P,28,2,783,284,P,1,735|499|1|<pressed>,1,1,102721,362
16,1,test,P,29,2,783,284,R,0,689|498|1|<pressed>,1,0,104221,368
16,1,test,P,30,1,583,284,P,1,615|592|1|<pressed>,1,1,105721,518
16,1,test,P,31,1,583,284,P,1,NONE,0,0,107224,1451
