sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
27,1,374.503,38372,2352,935.5,4,4,1
27,1,2658.45,1514,19680,756,26,27,0.962963
27,2,461.935,972,1944,692.5,4,4,1
27,2,2658.45,1809,23056,764.5,26,26,1
27,1,418.285,1589,2008,715.5,4,4,1
27,1,2585.04,1058,21305,676.5,26,26,1
27,2,300.404,1485,3176,1138.5,4,4,1
27,2,2866.53,1202,26280,660.5,26,28,0.928571
27,1,418.182,1180,2016,752.5,4,4,1
27,1,2624.22,1130,16816,617,26,26,1
27,2,338.685,934,1808,715.5,4,5,0.8
27,2,2585.04,1417,28465,683.5,26,27,0.962963
27,1,433.609,1214,2241,880,4,4,1
27,1,2866.53,985,17880,635.5,26,27,0.962963
27,2,288.902,1340,1457,504,4,4,1
27,2,2624.22,2466,18232,612,26,28,0.928571
27,1,411.863,1181,1705,596.5,4,4,1
27,1,2783.69,1842,16465,660,26,26,1
27,2,322.356,862,1864,684.5,4,4,1
27,2,2783.69,1034,24760,766.5,26,28,0.928571
