subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
33,0,practice,P,1,2,783,284,P,1,NONE,0,0,22312,1450
33,0,practice,P,2,2,783,284,R,0,491|0|1|<pressed>,1,0,24775,546
33,0,practice,P,3,2,783,284,P,1,491|0|1|<pressed>,1,1,26327,562
33,0,practice,P,4,4,783,484,P,1,491|0|1|<released>,1,1,26891,69
33,0,practice,P,5,1,583,284,P,1,491|0|1|<pressed>,1,1,28312,449
33,0,practice,P,6,1,583,284,P,1,491|0|1|<pressed>,1,1,29811,438
33,0,practice,P,7,2,783,284,P,1,491|0|1|<pressed>,1,1,31311,282
33,0,practice,P,8,4,783,484,P,1,NONE,0,0,32810,1451
33,0,practice,P,9,1,583,284,R,0,NONE,0,1,35267,1450
33,0,practice,P,10,2,783,284,P,1,NONE,0,0,36719,1450
33,1,test,P,1,4,783,484,R,0,NONE,0,1,43717,1450
33,1,test,P,2,4,783,484,P,1,491|0|1|<pressed>,1,1,45217,512
33,1,test,P,3,4,783,484,R,0,NONE,0,1,46717,1450
33,1,test,P,4,3,583,484,P,1,384|17|1|<pressed>,1,1,48217,320
33,1,test,P,5,4,783,484,R,0,NONE,0,1,49717,1450
33,1,test,P,6,1,583,284,P,1,384|17|1|<pressed>,1,1,51218,351
33,1,test,P,7,2,783,284,R,0,NONE,0,1,52717,1450
33,1,test,P,8,1,583,284,P,1,380|17|1|<pressed>,1,1,54217,344
33,1,test,P,9,2,783,284,R,0,NONE,0,1,55717,1450
33,1,test,P,10,4,783,484,R,0,NONE,0,1,57217,1450
33,1,test,P,11,2,783,284,P,1,367|44|1|<pressed>,1,1,58717,412
33,1,test,P,12,3,583,484,R,0,NONE,0,1,60217,1451
33,1,test,P,13,2,783,284,P,1,384|24|1|<pressed>,1,1,61717,283
33,1,test,P,14,4,783,484,P,1,384|24|1|<pressed>,1,1,63217,400
33,1,test,P,15,4,783,484,R,0,378|17|1|<pressed>,1,0,64717,371
33,1,test,P,16,3,583,484,R,0,NONE,0,1,66217,1450
33,1,test,P,17,4,783,484,P,1,381|17|1|<pressed>,1,1,67716,324
33,1,test,P,18,2,783,284,P,1,387|13|1|<pressed>,1,1,69217,608
33,1,test,P,19,3,583,484,P,1,396|9|1|<pressed>,1,1,70717,620
33,1,test,P,20,4,783,484,P,1,396|9|1|<pressed>,1,1,72217,344
33,1,test,P,21,4,783,484,P,1,396|9|1|<pressed>,1,1,73716,308
33,1,test,P,22,4,783,484,P,1,396|9|1|<pressed>,1,1,75217,360
33,1,test,P,23,2,783,284,R,0,396|9|1|<pressed>,1,0,76717,331
33,1,test,P,24,3,583,484,P,1,396|9|1|<pressed>,1,1,78218,327
33,1,test,P,25,3,583,484,P,1,396|9|1|<pressed>,1,1,79717,355
33,1,test,P,26,4,783,484,R,0,NONE,0,1,81217,1450
33,1,test,P,27,2,783,284,P,1,396|9|1|<pressed>,1,1,82716,372
33,1,test,P,28,1,583,284,R,0,396|9|1|<pressed>,1,0,84217,480
33,1,test,P,29,4,783,484,P,1,392|22|1|<pressed>,1,1,85717,371
33,1,test,P,30,4,783,484,P,1,392|22|1|<pressed>,1,1,87217,392
33,1,test,P,31,2,783,284,P,1,392|22|1|<pressed>,1,1,88717,396
33,1,test,P,32,4,783,484,P,1,392|22|1|<pressed>,1,1,90218,439
33,1,test,P,33,3,583,484,P,1,396|13|1|<pressed>,1,1,91717,452
33,1,test,P,34,2,783,284,P,1,396|4|1|<pressed>,1,1,93217,472
33,1,test,P,35,2,783,284,P,1,396|4|1|<pressed>,1,1,94717,323
33,1,test,P,36,2,783,284,P,1,396|4|1|<pressed>,1,1,96218,359
33,1,test,P,37,2,783,284,R,0,NONE,0,1,97716,1450
33,1,test,P,38,3,583,484,P,1,396|4|1|<pressed>,1,1,99217,320
33,1,test,P,39,2,783,284,R,0,NONE,0,1,100716,1451
33,1,test,P,40,3,583,484,P,1,400|4|1|<pressed>,1,1,102217,360
33,1,test,P,41,2,783,284,R,0,NONE,0,1,103716,1451
33,1,test,P,42,3,583,484,P,1,400|4|1|<pressed>,1,1,105217,280
33,1,test,P,43,1,583,284,R,0,NONE,0,1,106717,1450
33,1,test,P,44,4,783,484,P,1,400|4|1|<pressed>,1,1,108217,440
33,1,test,P,45,3,583,484,P,1,400|4|1|<pressed>,1,1,109717,492
33,1,test,P,46,4,783,484,P,1,400|4|1|<pressed>,1,1,111217,328
33,1,test,P,47,2,783,284,P,1,390|12|1|<pressed>,1,1,112717,363
33,1,test,P,48,2,783,284,R,0,NONE,0,1,114217,1450
33,1,test,P,49,1,583,284,R,0,NONE,0,1,115717,1450
33,1,test,P,50,4,783,484,P,1,390|12|1|<pressed>,1,1,117217,328
33,1,test,P,51,1,583,284,P,1,390|12|1|<pressed>,1,1,118717,396
33,1,test,P,52,4,783,484,P,1,390|12|1|<pressed>,1,1,120218,439
33,1,test,P,53,3,583,484,P,1,390|12|1|<pressed>,1,1,121717,387
33,1,test,P,54,2,783,284,P,1,390|12|1|<pressed>,1,1,123217,376
33,1,test,P,55,2,783,284,P,1,390|12|1|<pressed>,1,1,124717,379
33,1,test,P,56,1,583,284,P,1,390|12|1|<pressed>,1,1,126217,352
33,1,test,P,57,1,583,284,P,1,390|12|1|<pressed>,1,1,127716,364
33,1,test,P,58,3,583,484,P,1,390|12|1|<pressed>,1,1,129217,384
33,1,test,P,59,2,783,284,P,1,390|12|1|<pressed>,1,1,130716,429
33,1,test,P,60,1,583,284,R,0,NONE,0,1,132217,1450
33,1,test,P,61,2,783,284,P,1,390|12|1|<pressed>,1,1,133716,332
33,1,test,P,62,3,583,484,P,1,390|12|1|<pressed>,1,1,135218,463
33,1,test,P,63,4,783,484,P,1,390|12|1|<pressed>,1,1,136717,379
33,1,test,P,64,4,783,484,P,1,390|12|1|<pressed>,1,1,138217,392
33,1,test,P,65,4,783,484,P,1,390|12|1|<pressed>,1,1,139716,348
33,1,test,P,66,1,583,284,P,1,390|12|1|<pressed>,1,1,141217,376
33,1,test,P,67,2,783,284,R,0,NONE,0,1,142716,1450
33,1,test,P,68,1,583,284,P,1,390|12|1|<pressed>,1,1,144217,384
33,1,test,P,69,3,583,484,P,1,390|12|1|<pressed>,1,1,145716,493
33,1,test,P,70,3,583,484,P,1,390|12|1|<pressed>,1,1,147217,368
33,1,test,P,71,3,583,484,P,1,390|12|1|<pressed>,1,1,148716,372
