subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
48,1,P,-1,1,51637,52861,1224,1224,1,803,495
48,1,P,-1,2,51637,53829,2192,717,3,953,390
48,1,P,-1,3,51637,54364,2727,285,5,833,300
48,1,P,-2,1,65622,67172,1550,1550,2,503,465
48,1,P,-2,2,65622,68084,2462,661,4,623,360
48,1,P,-2,3,65622,68973,3351,639,8,638,90
48,1,P,-3,1,76087,77531,1444,1444,6,998,210
48,1,P,-3,2,76087,78597,2510,815,7,458,180
48,1,P,-3,3,76087,79772,3685,925,9,818,120
48,1,T,1,1,90202,91396,1194,1194,8,638,90
48,1,T,1,2,90202,92516,2314,870,5,833,300
48,1,T,2,1,98326,100283,1957,1957,6,998,210
48,1,T,2,2,98326,101156,2830,622,4,623,360
48,1,T,3,1,107622,108292,670,670,4,623,360
48,1,T,3,2,107622,109292,1670,750,7,458,180
48,1,T,3,3,107622,109885,2263,343,2,503,465
48,1,T,4,1,116182,117531,1349,1349,8,638,90
48,1,T,4,2,116182,119757,3575,1975,1,803,495
48,1,T,4,3,116182,120340,4158,332,5,833,300
48,1,T,5,1,127551,128292,741,741,3,953,390
48,1,T,5,2,127551,128804,1253,261,4,623,360
48,1,T,5,3,127551,129573,2022,518,1,803,495
48,1,T,5,4,127551,130140,2589,316,7,458,180
48,1,T,6,1,137934,139020,1086,1086,6,998,210
48,1,T,6,2,137934,139765,1831,495,1,803,495
48,1,T,6,3,137934,140276,2342,260,5,833,300
48,1,T,6,4,137934,141004,3070,478,8,638,90
48,1,T,7,1,149743,150348,605,605,5,833,300
48,1,T,7,2,149743,150877,1134,279,2,503,465
48,1,T,7,3,149743,151797,2054,669,1,803,495
48,1,T,7,4,149743,152941,3198,893,8,638,90
48,1,T,7,5,149743,154236,4493,1045,6,998,210
48,1,T,8,1,168007,169155,1148,1148,4,623,360
48,1,T,8,2,168007,169829,1822,423,2,503,465
48,1,T,8,3,168007,170780,2773,700,7,458,180
48,1,T,8,4,168007,171581,3574,550,3,953,390
48,1,T,8,5,168007,172404,4397,573,1,803,495
48,1,T,9,1,181917,183604,1687,1687,9,818,120
48,1,T,9,2,181917,184685,2768,830,3,953,390
48,1,T,9,3,181917,185629,3712,693,4,623,360
48,1,T,9,4,181917,186757,4840,877,2,503,465
48,1,T,9,5,181917,187476,5559,468,8,638,90
48,1,T,9,6,181917,188059,6142,333,7,458,180
48,1,T,10,1,197862,199164,1302,1302,3,953,390
48,1,T,10,2,197862,200348,2486,934,7,458,180
48,1,T,10,3,197862,201316,3454,718,8,638,90
48,1,T,10,4,197862,202283,4421,717,2,503,465
48,1,T,10,5,197862,203380,5518,846,9,818,120
48,1,T,10,6,197862,203997,6135,367,4,623,360
48,1,T,11,1,214464,215637,1173,1173,5,833,300
48,1,T,11,2,214464,216443,1979,555,9,818,120
48,1,T,11,3,214464,217340,2876,646,1,803,495
48,1,T,11,4,214464,218420,3956,829,7,458,180
48,1,T,11,5,214464,219364,4900,694,4,623,360
48,1,T,11,6,214464,219885,5421,270,2,503,465
48,1,T,11,7,214464,220813,6349,678,8,638,90
48,1,T,12,1,231591,232459,868,868,5,833,300
48,1,T,12,2,231591,234428,2837,1718,7,458,180
48,1,T,12,3,231591,235620,4029,942,9,818,120
48,1,T,12,4,231591,236981,5390,1110,2,503,465
48,1,T,12,5,231591,237644,6053,413,8,638,90
48,1,T,12,6,231591,238123,6532,228,4,623,360
48,1,T,12,7,231591,239003,7412,629,6,998,210
48,1,T,12,8,231591,241508,9917,2254,6,998,210
48,1,T,13,1,255336,256629,1293,1293,5,833,300
48,1,T,13,2,255336,257676,2340,797,8,638,90
48,1,T,13,3,255336,258532,3196,605,1,803,495
48,1,T,13,4,255336,260204,4868,1422,2,503,465
48,1,T,13,5,255336,261332,5996,877,9,818,120
48,1,T,13,6,255336,261957,6621,375,4,623,360
48,1,T,13,7,255336,262548,7212,340,7,458,180
48,1,T,14,1,274280,275188,908,908,5,833,300
48,1,T,14,2,274280,275629,1349,191,9,818,120
48,1,T,14,3,274280,276316,2036,437,6,998,210
48,1,T,14,4,274280,276765,2485,199,3,953,390
48,1,T,14,5,274280,277917,3637,902,7,458,180
48,1,T,14,6,274280,278765,4485,598,2,503,465
48,1,T,14,7,274280,279276,4996,260,4,623,360
48,1,T,14,8,274280,280076,5796,549,3,953,390
