sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
25,1,261.602,1170,3295,908,4,5,0.8
25,1,2637.18,1143,18175,644,26,28,0.928571
25,2,242.161,2381,5207,2178,4,6,0.666667
25,2,2618.54,1797,24624,739.5,26,27,0.962963
25,1,397.206,1158,2256,791.5,4,4,1
25,1,2618.54,1272,15888,596,26,28,0.928571
25,2,336.159,1036,5296,1206,4,7,0.571429
25,2,2777.6,1421,25063,879.5,26,28,0.928571
25,1,349.902,1631,1760,671.5,4,4,1
25,1,2983.64,1238,18137,583.5,26,28,0.928571
25,2,271.686,1965,1713,596,4,4,1
25,2,2637.18,864,27103,811.5,26,34,0.764706
25,1,319.138,1575,1641,564,4,4,1
25,1,2777.6,2004,20016,708,26,30,0.866667
25,2,273.808,1452,2640,1033.5,4,5,0.8
25,2,2983.64,1086,29480,904.5,26,29,0.896552
25,1,331.025,998,2448,914.5,4,6,0.666667
25,1,2937.94,841,16016,579.5,26,26,1
25,2,343.822,1142,2183,775.5,4,4,1
25,2,2937.94,916,26192,668,26,33,0.787879
