subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
26,1,P,-1,1,12261,15254,2993,2993,1,803,495
26,1,P,-1,2,12261,16062,3801,558,3,953,390
26,1,P,-1,3,12261,16965,4704,653,5,833,300
26,1,P,-2,1,24190,25214,1024,1024,2,503,465
26,1,P,-2,2,24190,25749,1559,285,4,623,360
26,1,P,-2,3,24190,26565,2375,566,8,638,90
26,1,P,-3,1,33792,34941,1149,1149,6,998,210
26,1,P,-3,2,33792,35725,1933,533,7,458,180
26,1,P,-3,3,33792,36605,2813,629,9,818,120
26,1,T,1,1,46659,48205,1546,1546,8,638,90
26,1,T,1,2,46659,49061,2402,605,5,833,300
26,1,T,2,1,54519,55965,1446,1446,6,998,210
26,1,T,2,2,54519,57165,2646,949,4,623,360
26,1,T,3,1,64168,64909,741,741,4,623,360
26,1,T,3,2,64168,65573,1405,413,7,458,180
26,1,T,3,3,64168,66381,2213,557,2,503,465
26,1,T,4,1,73072,74069,997,997,8,638,90
26,1,T,4,2,73072,74822,1750,502,1,803,495
26,1,T,4,3,73072,75397,2325,325,5,833,300
26,1,T,5,1,83928,85181,1253,1253,3,953,390
26,1,T,5,2,83928,86069,2141,637,4,623,360
26,1,T,5,3,83928,86846,2918,526,1,803,495
26,1,T,5,4,83928,88221,4293,1125,7,458,180
26,1,T,6,1,96400,97429,1029,1029,6,998,210
26,1,T,6,2,96400,98245,1845,565,1,803,495
26,1,T,6,3,96400,99004,2604,508,5,833,300
26,1,T,6,4,96400,100061,3661,807,8,638,90
26,1,T,7,1,108768,110029,1261,1261,5,833,300
26,1,T,7,2,108768,111357,2589,1077,2,503,465
26,1,T,7,3,108768,113094,4326,1486,1,803,495
26,1,T,7,4,108768,114437,5669,1093,8,638,90
26,1,T,7,5,108768,115381,6613,693,6,998,210
26,1,T,8,1,123832,124829,997,997,4,623,360
26,1,T,8,2,123832,125430,1598,350,2,503,465
26,1,T,8,3,123832,126789,2957,1109,7,458,180
26,1,T,8,4,123832,128606,4774,1566,1,803,495
26,1,T,8,5,123832,129141,5309,285,3,953,390
26,1,T,9,1,138391,139285,894,894,9,818,120
26,1,T,9,2,138391,140198,1807,663,3,953,390
26,1,T,9,3,138391,141085,2694,637,2,503,465
26,1,T,9,4,138391,141829,3438,494,4,623,360
26,1,T,9,5,138391,143029,4638,950,8,638,90
26,1,T,9,6,138391,143853,5462,574,7,458,180
26,1,T,10,1,153616,154661,1045,1045,3,953,390
26,1,T,10,2,153616,155405,1789,494,7,458,180
26,1,T,10,3,153616,156221,2605,565,8,638,90
26,1,T,10,4,153616,157277,3661,805,2,503,465
26,1,T,10,5,153616,158221,4605,693,4,623,360
26,1,T,10,6,153616,159333,5717,862,9,818,120
