subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
26,1,P,-1,12261,3,135,135,3,0,1,6417
26,1,P,-2,24190,3,248,248,3,0,1,4096
26,1,P,-3,33792,3,679,679,3,0,1,4815
26,1,T,1,46659,2,85,85,2,0,1,3355
26,1,T,2,54519,2,64,64,2,0,1,4144
26,1,T,3,64168,3,472,472,3,0,1,3399
26,1,T,4,73072,3,815,815,3,0,1,4350
26,1,T,5,83928,4,3417,3417,4,0,1,5966
26,1,T,6,96400,4,6158,6158,4,0,1,4862
26,1,T,7,108768,5,52186,52186,5,0,1,7559
26,1,T,8,123832,5,42731,42713,3,2,0,6054
26,1,T,9,138391,6,392487,932487,4,2,0,6719
26,1,T,10,153616,6,378294,378249,4,2,0,6671
