subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
31,0,practice,P,1,2,783,284,R,0,NONE,0,1,25726,1452
31,0,practice,P,2,1,583,284,P,1,732|284|1|<pressed>,1,1,27226,544
31,0,practice,P,3,1,583,284,P,1,732|284|1|<pressed>,1,1,28724,455
31,0,practice,P,4,3,583,484,P,1,732|284|1|<pressed>,1,1,30225,603
31,0,practice,P,5,3,583,484,P,1,732|284|1|<pressed>,1,1,31726,462
31,0,practice,P,6,3,583,484,R,0,732|284|1|<pressed>,1,0,33225,385
31,0,practice,P,7,2,783,284,P,1,732|284|1|<pressed>,1,1,34727,541
31,0,practice,P,8,3,583,484,P,1,732|284|1|<pressed>,1,1,36226,545
31,0,practice,P,9,4,783,484,P,1,732|284|1|<pressed>,1,1,37726,501
31,0,practice,P,10,2,783,284,P,1,732|284|1|<pressed>,1,1,39226,497
31,1,test,P,1,2,783,284,P,1,730|316|1|<pressed>,1,1,49719,540
31,1,test,P,2,1,583,284,P,1,730|316|1|<pressed>,1,1,51222,461
31,1,test,P,3,2,783,284,R,0,730|316|1|<pressed>,1,0,52723,520
31,1,test,P,4,2,783,284,R,0,NONE,0,1,54221,1453
31,1,test,P,5,3,583,484,R,0,NONE,0,1,55720,1454
31,1,test,P,6,2,783,284,P,1,730|316|1|<pressed>,1,1,57221,383
31,1,test,P,7,2,783,284,P,1,730|316|1|<pressed>,1,1,58722,457
31,1,test,P,8,4,783,484,P,1,730|316|1|<pressed>,1,1,60221,512
31,1,test,P,9,2,783,284,P,1,730|316|1|<pressed>,1,1,61722,440
31,1,test,P,10,1,583,284,P,1,730|316|1|<pressed>,1,1,63221,445
31,1,test,P,11,2,783,284,P,1,730|316|1|<pressed>,1,1,64721,530
31,1,test,P,12,1,583,284,P,1,730|316|1|<pressed>,1,1,66221,446
31,1,test,P,13,4,783,484,P,1,730|316|1|<pressed>,1,1,67720,492
31,1,test,P,14,2,783,284,P,1,730|316|1|<pressed>,1,1,69220,513
31,1,test,P,15,4,783,484,P,1,730|316|1|<pressed>,1,1,70721,512
31,1,test,P,16,1,583,284,P,1,730|316|1|<pressed>,1,1,72221,471
31,1,test,P,17,2,783,284,R,0,730|316|1|<pressed>,1,0,73721,426
31,1,test,P,18,4,783,484,P,1,730|316|1|<pressed>,1,1,75222,501
31,1,test,P,19,4,783,484,P,1,730|316|1|<pressed>,1,1,76722,441
31,1,test,P,20,3,583,484,P,1,730|316|1|<pressed>,1,1,78222,446
31,1,test,P,21,1,583,284,P,1,727|321|1|<pressed>,1,1,79720,475
31,1,test,P,22,3,583,484,P,1,727|321|1|<pressed>,1,1,81221,382
31,1,test,P,23,4,783,484,R,0,727|321|1|<pressed>,1,0,82721,498
31,1,test,P,24,3,583,484,P,1,727|321|1|<pressed>,1,1,84221,382
31,1,test,P,25,1,583,284,R,0,727|321|1|<pressed>,1,0,85721,466
31,1,test,P,26,4,783,484,P,1,727|321|1|<pressed>,1,1,87221,462
