subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
202427,1,P,-1,56429,3,135,135,3,0,1,4595
202427,1,P,-2,66541,3,248,248,3,0,1,5265
202427,1,P,-3,77323,3,679,679,3,0,1,3755
202427,1,T,1,87854,2,85,85,2,0,1,2768
202427,1,T,2,95135,2,64,64,2,0,1,3144
202427,1,T,3,103794,3,472,472,3,0,1,2460
202427,1,T,4,111770,3,815,815,3,0,1,7054
202427,1,T,5,125341,4,3417,3417,4,0,1,4578
202427,1,T,6,136437,4,6158,6158,4,0,1,3481
202427,1,T,7,147434,5,52186,52186,5,0,1,3850
202427,1,T,8,158803,5,42731,42731,5,0,1,3771
202427,1,T,9,171098,6,392487,392487,6,0,1,4751
202427,1,T,10,184371,6,378294,37829,5,1,0,5011
202427,1,T,11,198905,7,5917428,5917428,7,0,1,7093
202427,1,T,12,215518,7,5792846,5792846,7,0,1,8058
202427,1,T,13,234102,8,58192647,5912647,2,6,0,6962
202427,1,T,14,251588,8,59367243,59367243,8,0,1,7747
202427,1,T,15,270860,9,538712469,538714269,7,2,0,15837
202427,1,T,16,298221,9,426817935,42679813,4,5,0,7017
