subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
202427,1,P,-1,1,56429,57573,1144,1144,1,803,495
202427,1,P,-1,2,56429,58061,1632,236,3,953,390
202427,1,P,-1,3,56429,58539,2110,226,5,833,300
202427,1,P,-2,1,66541,68261,1720,1720,2,503,465
202427,1,P,-2,2,66541,68724,2183,207,4,623,360
202427,1,P,-2,3,66541,69603,3062,626,8,638,90
202427,1,P,-3,1,77323,78269,946,946,6,998,210
202427,1,P,-3,2,77323,78947,1624,426,7,458,180
202427,1,P,-3,3,77323,79444,2121,245,9,818,120
202427,1,T,1,1,87854,88899,1045,1045,8,638,90
202427,1,T,1,2,87854,89516,1662,364,5,833,300
202427,1,T,2,1,95135,96331,1196,1196,6,998,210
202427,1,T,2,2,95135,96876,1741,293,4,623,360
202427,1,T,3,1,103794,104331,537,537,4,623,360
202427,1,T,3,2,103794,104795,1001,211,7,458,180
202427,1,T,3,3,103794,105525,1731,477,2,503,465
202427,1,T,4,1,111770,112610,840,839,8,638,90
202427,1,T,4,2,111770,113182,1412,320,1,803,495
202427,1,T,4,3,111770,113643,1873,209,5,833,300
202427,1,T,5,1,125341,126484,1143,1143,3,953,390
202427,1,T,5,2,125341,127087,1746,351,4,623,360
202427,1,T,5,3,125341,127541,2200,202,1,803,495
202427,1,T,5,4,125341,128259,2918,466,7,458,180
202427,1,T,6,1,136437,137211,774,774,6,998,210
202427,1,T,6,2,136437,137806,1369,343,1,803,495
202427,1,T,6,3,136437,138469,2032,410,5,833,300
202427,1,T,6,4,136437,139074,2637,353,8,638,90
202427,1,T,7,1,147434,147916,482,481,5,833,300
202427,1,T,7,2,147434,148526,1092,358,2,503,465
202427,1,T,7,3,147434,149093,1659,314,1,803,495
202427,1,T,7,4,147434,149691,2257,346,8,638,90
202427,1,T,7,5,147434,150228,2794,285,6,998,210
202427,1,T,8,1,158803,159548,745,745,4,623,360
202427,1,T,8,2,158803,160271,1468,471,2,503,465
202427,1,T,8,3,158803,160899,2096,376,7,458,180
202427,1,T,8,4,158803,161588,2785,435,3,953,390
202427,1,T,8,5,158803,161997,3194,157,1,803,495
202427,1,T,9,1,171098,171821,723,723,3,953,390
202427,1,T,9,2,171098,172308,1210,235,9,818,120
202427,1,T,9,3,171098,173269,2171,709,2,503,465
202427,1,T,9,4,171098,173644,2546,123,4,623,360
202427,1,T,9,5,171098,174378,3280,482,8,638,90
202427,1,T,9,6,171098,174963,3865,333,7,458,180
202427,1,T,10,1,184371,185725,1354,1354,3,953,390
202427,1,T,10,2,184371,186507,2136,530,7,458,180
202427,1,T,10,3,184371,186907,2536,149,8,638,90
202427,1,T,10,4,184371,187614,3243,455,2,503,465
202427,1,T,10,5,184371,188370,3999,504,9,818,120
202427,1,T,11,1,198905,201060,2155,2155,5,833,300
202427,1,T,11,2,198905,201683,2778,371,9,818,120
202427,1,T,11,3,198905,202509,3604,574,1,803,495
202427,1,T,11,4,198905,203348,4443,588,7,458,180
202427,1,T,11,5,198905,203910,5005,310,4,623,360
202427,1,T,11,6,198905,204373,5468,211,2,503,465
202427,1,T,11,7,198905,204948,6043,322,8,638,90
202427,1,T,12,1,215518,219068,3550,3549,5,833,300
202427,1,T,12,2,215518,219683,4165,363,7,458,180
202427,1,T,12,3,215518,220355,4837,419,9,818,120
202427,1,T,12,4,215518,220917,5399,310,2,503,465
202427,1,T,12,5,215518,221419,5901,249,8,638,90
202427,1,T,12,6,215518,221948,6430,277,4,623,360
202427,1,T,12,7,215518,222555,7037,355,6,998,210
202427,1,T,13,1,234102,235596,1494,1494,5,833,300
202427,1,T,13,2,234102,236107,2005,259,9,818,120
202427,1,T,13,3,234102,236869,2767,511,1,803,495
202427,1,T,13,4,234102,237958,3856,837,2,503,465
202427,1,T,13,5,234102,238795,4693,584,6,998,210
202427,1,T,13,6,234102,239524,5422,477,4,623,360
202427,1,T,13,7,234102,240150,6048,373,7,458,180
202427,1,T,14,1,251588,252956,1368,1368,5,833,300
202427,1,T,14,2,251588,253651,2063,444,9,818,120
202427,1,T,14,3,251588,254374,2786,471,3,953,390
202427,1,T,14,4,251588,255867,4279,1241,6,998,210
202427,1,T,14,5,251588,256931,5343,812,7,458,180
202427,1,T,14,6,251588,257436,5848,254,2,503,465
202427,1,T,14,7,251588,257860,6272,171,4,623,360
202427,1,T,14,8,251588,258476,6888,364,3,953,390
202427,1,T,15,1,270860,276899,6039,6039,5,833,300
202427,1,T,15,2,270860,277558,6698,407,3,953,390
202427,1,T,15,3,270860,282651,11791,4840,8,638,90
202427,1,T,15,4,270860,283203,12343,300,7,458,180
202427,1,T,15,5,270860,283845,12985,390,1,803,495
202427,1,T,15,6,270860,284348,13488,252,4,623,360
202427,1,T,15,7,270860,284829,13969,230,2,503,465
202427,1,T,15,8,270860,285549,14689,469,6,998,210
202427,1,T,15,9,270860,285939,15079,137,9,818,120
202427,1,T,16,1,298221,299700,1479,1479,4,623,360
202427,1,T,16,2,298221,300349,2128,397,2,503,465
202427,1,T,16,3,298221,301284,3063,682,6,998,210
202427,1,T,16,4,298221,302083,3862,548,7,458,180
202427,1,T,16,5,298221,302899,4678,564,9,818,120
202427,1,T,16,6,298221,303539,5318,387,8,638,90
202427,1,T,16,7,298221,304261,6040,471,1,803,495
202427,1,T,16,8,298221,304646,6425,133,3,953,390
