Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.484126984126984,{}
RandomForestClassifier,0.5198412698412698,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}"
KNeighborsClassifier,0.5347222222222222,"{'n_neighbors': 3, 'p': 1}"
LogisticRegression,0.4771825396825396,"{'C': 1.0, 'solver': 'lbfgs', 'tol': 0.01}"
SVC,0.5902777777777778,"{'C': 1.5, 'kernel': 'poly', 'tol': 0.001}"
MLPClassifier,0.5674603174603176,"{'activation': 'tanh', 'hidden_layer_sizes': (10, 10), 'max_iter': 500, 'random_state': 0, 'solver': 'adam'}"
XGBClassifier,0.5,"{'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 100}"
