subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
13,1,P,-1,1,18624,20151,1527,1527,1,803,495
13,1,P,-1,2,18624,20888,2264,486,3,953,390
13,1,P,-1,3,18624,21520,2896,381,5,833,300
13,1,P,-2,1,28281,29568,1287,1287,2,503,465
13,1,P,-2,2,28281,30071,1790,252,4,623,360
13,1,P,-2,3,28281,30808,2527,486,8,638,90
13,1,P,-3,1,37467,38688,1221,1221,6,998,210
13,1,P,-3,2,37467,39440,1973,502,7,458,180
13,1,P,-3,3,37467,40262,2795,571,9,818,120
13,1,T,1,1,47732,48935,1203,1203,8,638,90
13,1,T,1,2,47732,49455,1723,269,5,833,300
13,1,T,2,1,54736,55744,1008,1008,6,998,210
13,1,T,2,2,54736,56720,1984,726,4,623,360
13,1,T,3,1,63618,64287,669,669,4,623,360
13,1,T,3,2,63618,65287,1669,749,7,458,180
13,1,T,3,3,63618,65832,2214,295,2,503,465
13,1,T,4,1,73202,74054,852,851,8,638,90
13,1,T,4,2,73202,74664,1462,359,1,803,495
13,1,T,4,3,73202,75151,1949,237,5,833,300
13,1,T,5,1,82632,83383,751,751,3,953,390
13,1,T,5,2,82632,83919,1287,285,4,623,360
13,1,T,5,3,82632,84584,1952,414,1,803,495
13,1,T,5,4,82632,85520,2888,685,7,458,180
13,1,T,6,1,93160,94110,950,950,6,998,210
13,1,T,6,2,93160,94705,1545,344,1,803,495
13,1,T,6,3,93160,95143,1983,188,5,833,300
13,1,T,6,4,93160,95695,2535,301,8,638,90
13,1,T,7,1,104304,105167,863,863,5,833,300
13,1,T,7,2,104304,106007,1703,590,2,503,465
13,1,T,7,3,104304,106584,2280,327,1,803,495
13,1,T,7,4,104304,107607,3303,773,8,638,90
13,1,T,7,5,104304,108239,3935,381,6,998,210
13,1,T,8,1,116874,118456,1582,1582,4,623,360
13,1,T,8,2,116874,120592,3718,1885,2,503,465
13,1,T,8,3,116874,121390,4516,547,7,458,180
13,1,T,8,4,116874,122464,5590,823,3,953,390
13,1,T,8,5,116874,123111,6237,397,1,803,495
13,1,T,9,1,132514,133335,821,821,1,803,495
13,1,T,9,2,132514,134023,1509,437,6,998,210
13,1,T,9,3,132514,135071,2557,797,4,623,360
13,1,T,9,4,132514,135608,3094,287,2,503,465
13,1,T,9,5,132514,136343,3829,484,9,818,120
13,1,T,9,6,132514,136752,4238,159,8,638,90
13,1,T,9,7,132514,137143,4629,141,7,458,180
13,1,T,10,1,146458,147319,861,861,3,953,390
13,1,T,10,2,146458,147920,1462,350,7,458,180
13,1,T,10,3,146458,148879,2421,709,8,638,90
13,1,T,10,4,146458,152376,5918,3246,2,503,465
13,1,T,10,5,146458,153071,6613,445,9,818,120
13,1,T,10,6,146458,153704,7246,383,4,623,360
13,1,T,11,1,163753,164696,943,943,5,833,300
13,1,T,11,2,163753,165302,1549,354,9,818,120
13,1,T,11,3,163753,166094,2341,541,1,803,495
13,1,T,11,4,163753,166855,3102,510,7,458,180
13,1,T,11,5,163753,167447,3694,341,4,623,360
13,1,T,11,6,163753,169792,6039,2094,8,638,90
13,1,T,11,7,163753,170504,6751,461,2,503,465
13,1,T,12,1,180945,181647,702,702,5,833,300
13,1,T,12,2,180945,182872,1927,974,2,503,465
13,1,T,12,3,180945,183302,2357,179,7,458,180
13,1,T,12,4,180945,184551,3606,998,9,818,120
13,1,T,12,5,180945,185000,4055,198,8,638,90
13,1,T,12,6,180945,186151,5206,901,3,953,390
