subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
6,1,P,-1,1,70653,72903,2250,2250,1,803,495
6,1,P,-1,2,70653,73815,3162,661,3,953,390
6,1,P,-1,3,70653,74551,3898,486,5,833,300
6,1,P,-2,1,81681,83022,1341,1341,2,503,465
6,1,P,-2,2,81681,83654,1973,381,4,623,360
6,1,P,-2,3,81681,84486,2805,581,8,638,90
6,1,P,-3,1,91018,92158,1140,1140,6,998,210
6,1,P,-3,2,91018,92830,1812,422,9,818,120
6,1,P,-3,3,91018,93566,2548,486,7,458,180
6,1,T,1,1,107717,109478,1761,1761,5,833,300
6,1,T,1,2,107717,111093,3376,1364,8,638,90
6,1,T,2,1,117570,119518,1948,1948,6,998,210
6,1,T,2,2,117570,120350,2780,580,4,623,360
6,1,T,3,1,127323,128222,899,899,4,623,360
6,1,T,3,2,127323,129157,1834,685,7,458,180
6,1,T,3,3,127323,129919,2596,511,2,503,465
6,1,T,4,1,136059,137189,1130,1130,8,638,90
6,1,T,4,2,136059,138190,2131,750,1,803,495
6,1,T,4,3,136059,138718,2659,278,5,833,300
6,1,T,5,1,146242,147311,1069,1069,3,953,390
6,1,T,5,2,146242,147991,1749,430,4,623,360
6,1,T,5,3,146242,148678,2436,436,1,803,495
6,1,T,5,4,146242,149382,3140,453,7,458,180
6,1,T,6,1,157107,158326,1219,1219,6,998,210
6,1,T,6,2,157107,159190,2083,614,1,803,495
6,1,T,6,3,157107,159935,2828,495,5,833,300
6,1,T,6,4,157107,160518,3411,333,8,638,90
6,1,T,7,1,169074,169903,829,829,5,833,300
6,1,T,7,2,169074,170967,1893,814,2,503,465
6,1,T,7,3,169074,171982,2908,765,1,803,495
6,1,T,7,4,169074,172886,3812,653,8,638,90
6,1,T,7,5,169074,173702,4628,565,6,998,210
6,1,T,8,1,182610,183391,781,781,4,623,360
6,1,T,8,2,182610,184142,1532,501,2,503,465
6,1,T,8,3,182610,184742,2132,350,7,458,180
6,1,T,8,4,182610,185479,2869,486,3,953,390
6,1,T,8,5,182610,185983,3373,254,1,803,495
6,1,T,9,1,195275,197471,2196,2196,3,953,390
6,1,T,9,2,195275,200278,5003,2555,9,818,120
6,1,T,9,3,195275,201198,5923,669,2,503,465
6,1,T,9,4,195275,201743,6468,295,4,623,360
6,1,T,9,5,195275,202550,7275,557,7,458,180
6,1,T,9,6,195275,203422,8147,621,8,638,90
6,1,T,10,1,213883,215399,1516,1516,3,953,390
6,1,T,10,2,213883,217142,3259,1493,7,458,180
6,1,T,10,3,213883,218326,4443,934,8,638,90
6,1,T,10,4,213883,219214,5331,637,2,503,465
6,1,T,10,5,213883,219847,5964,383,4,623,360
6,1,T,10,6,213883,220606,6723,509,9,818,120
