sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
18,1,284.06,1254,1473,516.5,4,4,1
18,1,2532.95,1130,17488,720,26,28,0.928571
18,2,401.135,1038,2152,774.5,4,4,1
18,2,2532.95,1042,26369,727,26,28,0.928571
18,1,293.756,2600,4800,1860,4,5,0.8
18,1,2864.54,1875,25032,731.5,26,30,0.866667
18,2,415.538,1907,2065,756.5,4,4,1
18,2,2864.54,1962,19088,680,26,29,0.896552
18,1,383.223,2975,4728,2011.5,4,5,0.8
18,1,2568.2,930,21120,716,26,30,0.866667
18,2,285.987,1868,2529,671.5,4,5,0.8
18,2,2773.59,994,25679,659.5,26,36,0.722222
18,1,467.449,1141,1808,643.5,4,4,1
18,1,2687.91,1186,17759,684.5,26,28,0.928571
18,2,294.032,980,2120,806.5,4,4,1
18,2,2568.2,1458,18960,671.5,26,30,0.866667
18,1,326.096,1142,2457,932,4,5,0.8
18,1,2773.59,1282,16511,583,26,29,0.896552
18,2,398.597,852,2240,576.5,4,5,0.8
18,2,2687.91,2018,22800,723.5,26,34,0.764706
