subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
19,1P,1,1,1,46655,599,289,1,1,1668,1668
19,1P,1,2,1,48207,611,299,0,1,1552,1552
19,1P,1,3,1,48423,606,301,0,1,216,1768
19,1P,1,4,2,49551,723,314,1,2,1128,2896
19,1P,1,5,3,50535,675,395,1,3,984,984
19,1P,1,6,4,51136,641,311,1,4,601,601
19,1,1,1,1,56808,839,348,1,1,3112,3112
19,1,1,2,2,57703,849,481,1,2,895,895
19,1,1,3,3,58023,852,516,1,3,320,320
19,1,1,4,4,58551,714,594,1,4,528,528
19,1,1,5,5,61823,556,596,1,5,3272,3272
19,1,1,6,6,62391,439,595,1,6,568,568
19,1,1,7,7,62751,352,609,1,7,360,360
19,1,1,8,8,63175,357,546,1,8,424,424
19,1,1,9,9,63519,442,517,1,9,344,344
19,1,1,10,10,64079,391,392,1,10,560,560
19,1,1,11,11,64759,544,407,1,11,680,680
19,1,1,12,12,65367,558,461,1,12,608,608
19,1,1,14,13,66071,661,406,1,13,704,704
19,1,1,15,14,66711,464,278,1,14,640,640
19,1,1,17,15,67527,367,202,1,15,816,816
19,1,1,18,16,68007,575,212,1,16,480,480
19,1,1,19,17,68728,640,169,1,17,721,721
19,1,1,20,18,69136,635,271,1,18,408,408
19,1,1,22,19,70039,696,274,1,19,903,903
19,1,1,23,20,70575,764,265,1,20,536,536
19,1,1,24,21,70992,755,222,1,21,417,417
19,1,1,25,22,71647,863,225,1,22,655,655
19,1,1,26,23,72567,906,153,1,23,920,920
19,1,1,27,24,73135,1023,248,1,24,568,568
19,1,1,28,25,73807,1017,409,1,25,672,672
19,1,1,29,26,74336,943,353,1,26,529,529
19,2P,2,1,1,79400,688,396,1,1,1333,1333
19,2P,2,2,2,79847,774,372,1,2,447,447
19,2P,2,3,3,80367,611,425,1,3,520,520
19,2P,2,4,4,80847,611,496,1,4,480,480
19,2,2,1,1,83953,728,516,1,1,1522,1522
19,2,2,2,2,84528,655,429,1,2,575,575
