sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
19,1,315.267,1668,4481,1326,4,6,0.666667
19,1,2914.01,3112,17528,588,26,29,0.896552
19,2,334.147,1333,1447,500,4,4,1
19,2,2732.4,1522,22383,701,26,28,0.928571
19,1,236.413,1062,1152,444,4,4,1
19,1,2686.34,953,14927,516,26,28,0.928571
19,2,377.695,903,1655,627.5,4,4,1
19,2,2616.1,1064,22663,656.5,26,33,0.787879
19,1,278.912,1475,1992,788,4,5,0.8
19,1,2737.22,1081,13456,500,26,29,0.896552
19,2,255.067,1036,1391,539.5,4,5,0.8
19,2,2737.22,1313,20649,536,26,27,0.962963
19,1,316.261,974,1641,560,4,4,1
19,1,2732.4,818,14439,500,26,31,0.83871
19,2,340.936,806,1592,560.5,4,4,1
19,2,2914.01,1409,19760,595.5,26,28,0.928571
19,1,269.812,1029,1271,503.5,4,4,1
19,1,2616.1,649,13232,475.5,26,28,0.928571
19,2,286.943,654,1969,520,4,5,0.8
19,2,2686.34,811,16999,577,26,29,0.896552
