subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
19,1P,1,1,0,25263,740,319,0,2,1706,1706
19,1P,1,2,1,28855,604,293,1,1,3592,5298
19,1P,1,3,1,31839,725,391,0,4,2984,2984
19,1P,1,4,1,32512,730,388,0,4,673,3657
19,1P,1,5,1,33151,735,394,0,4,639,4296
19,1P,1,6,2,36135,749,307,1,2,2984,7280
19,1P,1,7,2,37143,734,387,0,4,1008,1008
19,1P,1,8,3,38463,684,476,1,3,1320,2328
19,1P,1,9,4,39320,722,393,1,4,857,857
19,1,1,1,0,43848,382,288,0,2,2061,2061
19,1,1,2,0,44624,361,278,0,2,776,2837
19,1,1,3,0,45168,367,276,0,2,544,3381
19,1,1,4,1,46119,483,189,1,1,951,4332
19,1,1,5,2,46911,373,282,1,2,792,792
19,1,1,6,3,48183,552,373,1,3,1272,1272
19,1,1,7,4,49688,494,414,1,4,1505,1505
19,1,1,8,5,50503,471,472,1,5,815,815
19,1,1,9,6,51079,470,545,1,6,576,576
19,1,1,10,7,52024,537,604,1,7,945,945
19,1,1,11,8,52792,588,595,1,8,768,768
19,1,1,12,9,53927,568,479,1,9,1135,1135
19,1,1,13,10,54983,745,401,1,10,1056,1056
19,1,1,14,11,55632,774,369,1,11,649,649
19,1,1,15,12,56239,810,421,1,12,607,607
19,1,1,16,13,56752,805,530,1,13,513,513
19,1,1,17,14,57367,859,504,1,14,615,615
19,1,1,18,15,57839,911,547,1,15,472,472
19,1,1,19,16,58559,998,457,1,16,720,720
19,1,1,20,17,59080,1030,313,1,17,521,521
19,1,1,21,18,59775,959,326,1,18,695,695
19,1,1,22,19,60527,874,287,1,19,752,752
19,1,1,23,20,60992,940,258,1,20,465,465
19,1,1,24,21,61464,915,200,1,21,472,472
19,1,1,26,22,62928,844,184,1,22,1464,1464
19,1,1,27,22,63359,835,176,0,22,431,431
19,1,1,28,23,64087,792,153,1,23,728,1159
19,1,1,29,24,65191,756,257,1,24,1104,1104
19,1,1,31,25,66727,595,266,1,25,1536,1536
19,1,1,32,26,67167,595,232,1,26,440,440
19,2P,2,1,1,71648,737,337,1,1,1652,1652
19,2P,2,2,1,72415,591,353,0,3,767,767
19,2P,2,3,1,75127,580,350,0,3,2712,3479
