sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
19,1,386.295,1706,14057,3813,4,9,0.444444
19,1,2417.15,2061,23319,760,26,32,0.8125
19,2,442.392,1652,13679,2914,4,10,0.4
19,2,2568.18,3619,34927,1299.5,26,35,0.742857
19,1,452.732,3355,2368,808,4,4,1
19,1,2731.4,2323,22512,721,26,30,0.866667
19,2,454.631,2100,5600,1682.5,4,4,1
19,2,2778.64,2052,29663,956,26,26,1
19,1,186.575,908,1784,628,4,4,1
19,1,2778.64,1021,18745,636,26,30,0.866667
19,2,255.019,1068,2936,1046,4,5,0.8
19,2,2731.4,1597,29368,808.5,26,32,0.8125
19,1,351.694,1445,2654,966,4,5,0.8
19,1,2568.18,1212,18625,732,26,29,0.896552
19,2,439.016,1475,3305,1113.5,4,6,0.666667
19,2,2705.73,877,21904,684,26,33,0.787879
19,1,205.573,1468,1992,744.5,4,4,1
19,1,2705.73,1405,21639,720.5,26,30,0.866667
19,2,446.953,1340,3424,1034.5,4,5,0.8
19,2,2417.15,997,25384,836,26,29,0.896552
