subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
20,1,P,-1,1,14722,16540,1818,1818,1,803,495
20,1,P,-1,2,14722,17179,2457,389,3,953,390
20,1,P,-1,3,14722,17884,3162,455,5,833,300
20,1,P,-2,1,24580,25492,912,912,2,503,465
20,1,P,-2,2,24580,26315,1735,573,4,623,360
20,1,P,-2,3,24580,27371,2791,805,8,638,90
20,1,P,-3,1,35750,36860,1110,1110,6,998,210
20,1,P,-3,2,35750,37707,1957,596,7,458,180
20,1,P,-3,3,35750,38419,2669,462,9,818,120
20,1,T,1,1,49313,50587,1274,1274,8,638,90
20,1,T,1,2,49313,51500,2187,662,5,833,300
20,1,T,2,1,57062,58227,1165,1165,6,998,210
20,1,T,2,2,57062,59363,2301,885,4,623,360
20,1,T,3,1,65614,66196,582,582,4,623,360
20,1,T,3,2,65614,67331,1717,885,7,458,180
20,1,T,3,3,65614,68100,2486,518,2,503,465
20,1,T,4,1,74846,76315,1469,1469,8,638,90
20,1,T,4,2,74846,77260,2414,694,1,803,495
20,1,T,4,3,74846,77853,3007,342,5,833,300
20,1,T,5,1,85718,87411,1693,1693,3,953,390
20,1,T,5,2,85718,88108,2390,446,4,623,360
20,1,T,5,3,85718,89084,3366,726,1,803,495
20,1,T,5,4,85718,90251,4533,917,7,458,180
20,1,T,6,1,98368,99603,1235,1235,6,998,210
20,1,T,6,2,98368,100284,1916,430,1,803,495
20,1,T,6,3,98368,101299,2931,765,5,833,300
20,1,T,6,4,98368,101932,3564,383,8,638,90
20,1,T,7,1,111815,112500,685,685,5,833,300
20,1,T,7,2,111815,113180,1365,430,2,503,465
20,1,T,7,3,111815,114132,2317,702,1,803,495
20,1,T,7,4,111815,115715,3900,1333,8,638,90
20,1,T,7,5,111815,118011,6196,2045,6,998,210
20,1,T,8,1,127118,127957,839,839,4,623,360
20,1,T,8,2,127118,128813,1695,606,2,503,465
20,1,T,8,3,127118,129515,2397,452,7,458,180
20,1,T,8,4,127118,130933,3815,1167,3,953,390
20,1,T,8,5,127118,131548,4430,365,1,803,495
20,1,T,9,1,141021,141763,742,742,9,818,120
20,1,T,9,2,141021,142300,1279,286,3,953,390
20,1,T,9,3,141021,143220,2199,670,2,503,465
20,1,T,9,4,141021,143964,2943,494,4,623,360
20,1,T,9,5,141021,144924,3903,710,7,458,180
20,1,T,10,1,154589,155972,1383,1383,3,953,390
20,1,T,10,2,154589,156812,2223,589,7,458,180
20,1,T,10,3,154589,157491,2902,428,8,638,90
20,1,T,10,4,154589,158380,3791,638,2,503,465
20,1,T,10,5,154589,159099,4510,469,9,818,120
20,1,T,10,6,154589,159700,5111,350,4,623,360
20,1,T,11,1,170246,171091,845,845,5,833,300
20,1,T,11,2,170246,171820,1574,478,9,818,120
20,1,T,11,3,170246,173228,2982,1158,1,803,495
20,1,T,11,4,170246,174171,3925,693,7,458,180
20,1,T,11,5,170246,174956,4710,534,4,623,360
20,1,T,11,6,170246,175747,5501,541,2,503,465
20,1,T,11,7,170246,176699,6453,702,9,818,120
20,1,T,12,1,187710,188452,742,742,5,833,300
20,1,T,12,2,187710,189643,1933,941,9,818,120
20,1,T,12,3,187710,190436,2726,543,2,503,465
20,1,T,12,4,187710,192475,4765,1789,7,458,180
20,1,T,12,5,187710,193203,5493,477,8,638,90
20,1,T,12,6,187710,193837,6127,383,4,623,360
20,1,T,12,7,187710,194852,7142,765,6,998,210
