Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.5416666666666666,{}
RandomForestClassifier,0.5888888888888888,"{'criterion': 'gini', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 150}"
KNeighborsClassifier,0.5444444444444445,"{'n_neighbors': 10, 'p': 1}"
LogisticRegression,0.4805555555555555,"{'C': 1.0, 'solver': 'sag', 'tol': 0.01}"
SVC,0.5611111111111111,"{'C': 1.5, 'kernel': 'rbf', 'tol': 0.001}"
MLPClassifier,0.586111111111111,{'max_iter': 500}
XGBClassifier,0.5222222222222223,{'max_depth': 3}
