Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.5900000000000001,{}
RandomForestClassifier,0.5650000000000001,"{'criterion': 'gini', 'min_samples_leaf': 5, 'min_samples_split': 10, 'n_estimators': 10}"
KNeighborsClassifier,0.52,"{'n_neighbors': 3, 'p': 1}"
LogisticRegression,0.45,"{'C': 2.0, 'solver': 'sag', 'tol': 0.01}"
SVC,0.505,"{'C': 2.0, 'kernel': 'sigmoid', 'tol': 0.001}"
MLPClassifier,0.5549999999999999,"{'activation': 'relu', 'hidden_layer_sizes': (5, 5), 'max_iter': 100, 'random_state': 0, 'solver': 'sgd'}"
XGBClassifier,0.5,"{'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 5, 'n_estimators': 100}"
