subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
28,1,P,-1,1,28486,29750,1264,1264,1,803,495
28,1,P,-1,2,28486,30237,1751,231,3,953,390
28,1,P,-1,3,28486,30908,2422,416,5,833,300
28,1,P,-2,1,37360,38325,965,965,2,503,465
28,1,P,-2,2,37360,38741,1381,161,4,623,360
28,1,P,-2,3,37360,40553,3193,1556,8,638,90
28,1,P,-3,1,49288,50235,947,947,6,998,210
28,1,P,-3,2,49288,50866,1578,376,7,458,180
28,1,P,-3,3,49288,51512,2224,392,9,818,120
28,1,T,1,1,63785,65048,1263,1263,8,638,90
28,1,T,1,2,63785,65691,1906,388,5,833,300
28,1,T,2,1,70959,72186,1227,1227,6,998,210
28,1,T,2,2,70959,72839,1880,396,4,623,360
28,1,T,3,1,79354,80005,651,650,4,623,360
28,1,T,3,2,79354,80706,1352,449,7,458,180
28,1,T,3,3,79354,81325,1971,365,2,503,465
28,1,T,4,1,87632,88961,1329,1329,8,638,90
28,1,T,4,2,87632,89926,2294,710,1,803,495
28,1,T,4,3,87632,90483,2851,303,5,833,300
28,1,T,5,1,98299,99189,890,890,3,953,390
28,1,T,5,2,98299,99651,1352,209,4,623,360
28,1,T,5,3,98299,100286,1987,381,1,803,495
28,1,T,5,4,98299,101066,2767,524,7,458,180
28,1,T,6,1,108623,109587,964,964,6,998,210
28,1,T,6,2,108623,111231,2608,1389,1,803,495
28,1,T,6,3,108623,111771,3148,285,5,833,300
28,1,T,6,4,108623,112592,3969,566,8,638,90
28,1,T,7,1,123124,123980,856,856,5,833,300
28,1,T,7,2,123124,124621,1497,387,2,503,465
28,1,T,7,3,123124,125301,2177,425,1,803,495
28,1,T,7,4,123124,126176,3052,622,8,638,90
28,1,T,7,5,123124,126891,3767,461,6,998,210
28,1,T,8,1,135418,135979,561,561,4,623,360
28,1,T,8,2,135418,136502,1084,268,2,503,465
28,1,T,8,3,135418,137169,1751,413,7,458,180
28,1,T,8,4,135418,137860,2442,436,3,953,390
28,1,T,8,5,135418,138422,3004,308,1,803,495
28,1,T,9,1,147554,148300,746,745,3,953,390
28,1,T,9,2,147554,148895,1341,341,9,818,120
28,1,T,9,3,147554,149725,2171,575,2,503,465
28,1,T,9,4,147554,150076,2522,97,4,623,360
28,1,T,9,5,147554,150570,3016,239,7,458,180
28,1,T,9,6,147554,151032,3478,208,8,638,90
28,1,T,10,1,160574,161276,702,701,3,953,390
28,1,T,10,2,160574,161977,1403,448,7,458,180
28,1,T,10,3,160574,162536,1962,304,8,638,90
28,1,T,10,4,160574,163150,2576,361,2,503,465
28,1,T,10,5,160574,163904,3330,499,9,818,120
28,1,T,10,6,160574,164459,3885,301,4,623,360
28,1,T,11,1,174939,175699,760,759,5,833,300
28,1,T,11,2,174939,176159,1220,205,9,818,120
28,1,T,11,3,174939,176846,1907,432,1,803,495
28,1,T,11,4,174939,177730,2791,629,7,458,180
28,1,T,11,5,174939,178340,3401,356,4,623,360
28,1,T,11,6,174939,178790,3851,196,2,503,465
28,1,T,11,7,174939,179553,4614,508,8,638,90
28,1,T,12,1,189849,190772,923,923,5,833,300
28,1,T,12,2,189849,191287,1438,261,9,818,120
28,1,T,12,3,189849,192065,2216,524,7,458,180
28,1,T,12,4,189849,193656,3807,1339,8,638,90
28,1,T,12,5,189849,194334,4485,423,2,503,465
28,1,T,12,6,189849,194756,4907,169,4,623,360
28,1,T,12,7,189849,195786,5937,776,6,998,210
28,1,T,13,1,207467,208331,864,863,5,833,300
28,1,T,13,2,207467,209200,1733,615,8,638,90
28,1,T,13,3,207467,210119,2652,663,1,803,495
28,1,T,13,4,207467,210700,3233,326,4,623,360
28,1,T,13,5,207467,211917,4450,963,2,503,465
28,1,T,13,6,207467,212496,5029,325,9,818,120
28,1,T,13,7,207467,213179,5712,429,6,998,210
28,1,T,13,8,207467,213873,6406,441,7,458,180
28,1,T,14,1,225304,226156,852,852,5,833,300
28,1,T,14,2,225304,226687,1383,277,9,818,120
28,1,T,14,3,225304,227433,2129,492,6,998,210
28,1,T,14,4,225304,230349,5045,2661,3,953,390
28,1,T,14,5,225304,231194,5890,591,7,458,180
28,1,T,14,6,225304,231903,6599,455,2,503,465
28,1,T,14,7,225304,232467,7163,310,4,623,360
28,1,T,14,8,225304,233041,7737,319,8,638,90
28,1,T,14,9,225304,234270,8966,973,3,953,390
