subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
28,1,P,-1,28486,3,135,135,3,0,1,3347
28,1,P,-2,37360,3,248,248,3,0,1,6398
28,1,P,-3,49288,3,679,679,3,0,1,4753
28,1,T,1,63785,2,85,85,2,0,1,2648
28,1,T,2,70959,2,64,64,2,0,1,2859
28,1,T,3,79354,3,472,472,3,0,1,2745
28,1,T,4,87632,3,815,815,3,0,1,4137
28,1,T,5,98299,4,3417,3417,4,0,1,3784
28,1,T,6,108623,4,6158,6158,4,0,1,6963
28,1,T,7,123124,5,52186,52186,5,0,1,4758
28,1,T,8,135418,5,42731,42731,5,0,1,3598
28,1,T,9,147554,6,392487,392478,4,2,0,4481
28,1,T,10,160574,6,378294,378294,6,0,1,4821
28,1,T,11,174939,7,5917428,5917428,7,0,1,5368
28,1,T,12,189849,7,5792846,5978246,3,4,0,7073
28,1,T,13,207467,8,58192647,58142967,5,3,0,7296
28,1,T,14,225304,8,59367243,596372483,5,4,0,9914
