subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
202424,1,P,-1,28666,3,135,135135,3,3,0,8987
202424,1,P,-2,43167,3,248,842,1,2,0,6885
202424,1,P,-3,55568,3,679,8249531,0,7,0,5122
202424,1,T,1,72684,2,85,85,2,0,1,2832
202424,1,T,2,80031,2,64,64,2,0,1,2659
202424,1,T,3,88206,3,472,472,3,0,1,2740
202424,1,T,4,96463,3,815,518,1,2,0,3908
202424,1,T,5,106887,4,3417,3417,4,0,1,5891
202424,1,T,6,119297,4,6158,158,0,4,0,4269
202424,1,T,7,131085,5,52186,52186,5,0,1,5623
202424,1,T,8,144225,5,42731,731,0,5,0,3642
202424,1,T,9,156388,6,392487,39247,4,2,0,4255
202424,1,T,10,169162,6,378294,378294,6,0,1,5866
202424,1,T,11,184549,7,5917428,9157248,2,5,0,6334
202424,1,T,12,200405,7,5792846,5729846,5,2,0,5422
