subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
25,0,practice,P,1,3,583,484,P,1,902|52|1|<pressed>,1,1,31942,1249
25,0,practice,P,2,3,583,484,P,1,880|52|1|<pressed>,1,1,33441,511
25,0,practice,P,3,2,783,284,P,1,880|52|1|<pressed>,1,1,34941,450
25,0,practice,P,4,2,783,284,P,1,880|52|1|<pressed>,1,1,36441,375
25,0,practice,P,5,1,583,284,P,1,880|52|1|<pressed>,1,1,37941,482
25,0,practice,P,6,1,583,284,R,0,880|52|1|<pressed>,1,0,39441,359
25,0,practice,P,7,2,783,284,P,1,880|52|1|<pressed>,1,1,40940,499
25,0,practice,P,8,2,783,284,R,0,880|52|1|<pressed>,1,0,42441,399
25,0,practice,P,9,4,783,484,P,1,872|44|1|<pressed>,1,1,43940,451
25,0,practice,P,10,1,583,284,P,1,872|23|1|<pressed>,1,1,45440,480
25,1,test,P,1,4,783,484,P,1,905|110|1|<pressed>,1,1,53890,637
25,1,test,P,2,3,583,484,P,1,905|110|1|<pressed>,1,1,55389,682
25,1,test,P,3,1,583,284,P,1,905|110|1|<pressed>,1,1,56890,694
25,1,test,P,4,3,583,484,P,1,905|110|1|<pressed>,1,1,58389,698
25,1,test,P,5,3,583,484,P,1,905|110|1|<pressed>,1,1,59890,637
25,1,test,P,6,2,783,284,P,1,905|110|1|<pressed>,1,1,61390,442
25,1,test,P,7,3,583,484,P,1,905|110|1|<pressed>,1,1,62890,621
25,1,test,P,8,3,583,484,P,1,905|110|1|<pressed>,1,1,64389,634
25,1,test,P,9,2,783,284,P,1,905|110|1|<pressed>,1,1,65890,461
25,1,test,P,10,3,583,484,P,1,905|110|1|<pressed>,1,1,67389,467
25,1,test,P,11,3,583,484,P,1,905|110|1|<pressed>,1,1,68890,517
25,1,test,P,12,1,583,284,P,1,905|110|1|<pressed>,1,1,70390,442
25,1,test,P,13,3,583,484,P,1,905|110|1|<pressed>,1,1,71890,517
25,1,test,P,14,2,783,284,P,1,905|110|1|<pressed>,1,1,73390,434
25,1,test,P,15,2,783,284,P,1,905|110|1|<pressed>,1,1,74890,461
25,1,test,P,16,4,783,484,P,1,905|110|1|<pressed>,1,1,76390,474
25,1,test,P,17,2,783,284,P,1,905|108|1|<pressed>,1,1,77890,541
25,1,test,P,18,1,583,284,P,1,905|108|1|<pressed>,1,1,79390,482
25,1,test,P,19,4,783,484,P,1,905|108|1|<pressed>,1,1,80890,549
25,1,test,P,20,1,583,284,P,1,905|108|1|<pressed>,1,1,82389,587
25,1,test,P,21,4,783,484,R,0,NONE,0,1,83890,1450
25,1,test,P,22,3,583,484,R,0,NONE,0,1,85389,1451
25,1,test,P,23,2,783,284,P,1,905|108|1|<pressed>,1,1,86890,477
25,1,test,P,24,4,783,484,P,1,901|93|1|<pressed>,1,1,88389,682
25,1,test,P,25,2,783,284,R,0,NONE,0,1,89890,1450
25,1,test,P,26,1,583,284,R,0,NONE,0,1,91389,1451
25,1,test,P,27,1,583,284,R,0,NONE,0,1,92890,1450
25,1,test,P,28,2,783,284,P,1,901|93|1|<pressed>,1,1,94389,467
25,1,test,P,29,4,783,484,P,1,901|93|1|<pressed>,1,1,95890,581
25,1,test,P,30,2,783,284,R,0,NONE,0,1,97390,1450
25,1,test,P,31,2,783,284,P,1,901|91|1|<pressed>,1,1,98890,541
25,1,test,P,32,3,583,484,P,1,901|93|1|<pressed>,1,1,100389,555
25,1,test,P,33,4,783,484,P,1,901|93|1|<pressed>,1,1,101890,686
25,1,test,P,34,2,783,284,P,1,901|93|1|<pressed>,1,1,103390,625
25,1,test,P,35,2,783,284,P,1,901|93|1|<pressed>,1,1,104890,613
25,1,test,P,36,2,783,284,R,0,NONE,0,1,106390,1450
25,1,test,P,37,3,583,484,P,1,901|93|1|<pressed>,1,1,107890,541
25,1,test,P,38,4,783,484,P,1,901|93|1|<pressed>,1,1,109389,547
25,1,test,P,39,4,783,484,P,1,901|93|1|<pressed>,1,1,110890,694
25,1,test,P,40,4,783,484,P,1,901|93|1|<pressed>,1,1,112390,570
25,1,test,P,41,2,783,284,P,1,901|93|1|<pressed>,1,1,113890,437
25,1,test,P,42,2,783,284,P,1,901|93|1|<pressed>,1,1,115389,443
25,1,test,P,43,1,583,284,P,1,901|93|1|<pressed>,1,1,116890,477
25,1,test,P,44,4,783,484,P,1,901|93|1|<pressed>,1,1,118389,658
25,1,test,P,45,4,783,484,R,0,NONE,0,1,119890,1450
25,1,test,P,46,2,783,284,P,1,901|93|1|<pressed>,1,1,121389,419
25,1,test,P,47,3,583,484,P,1,901|93|1|<pressed>,1,1,122890,637
25,1,test,P,48,1,583,284,P,1,901|93|1|<pressed>,1,1,124390,490
25,1,test,P,49,2,783,284,P,1,901|93|1|<pressed>,1,1,125890,718
25,1,test,P,50,3,583,484,P,1,901|93|1|<pressed>,1,1,127390,530
25,1,test,P,51,1,583,284,P,1,901|93|1|<pressed>,1,1,128890,517
25,1,test,P,52,1,583,284,P,1,899|93|1|<pressed>,1,1,130390,506
25,1,test,P,53,1,583,284,P,1,899|93|1|<pressed>,1,1,131890,533
25,1,test,P,54,2,783,284,P,1,899|93|1|<pressed>,1,1,133390,498
25,1,test,P,55,4,783,484,R,0,NONE,0,1,134890,1450
25,1,test,P,56,3,583,484,P,1,899|93|1|<pressed>,1,1,136389,499
25,1,test,P,57,2,783,284,P,1,899|93|1|<pressed>,1,1,137890,461
25,1,test,P,58,4,783,484,R,0,NONE,0,1,139389,1450
25,1,test,P,59,4,783,484,P,1,899|93|1|<pressed>,1,1,140890,581
