sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
15,1,462.031,1,6086,1052,4,8,0.5
15,1,2715.4,1813,18176,680,26,27,0.962963
15,2,324.898,1791,3336,1231.5,4,4,1
15,2,2364.62,2764,19752,748,26,28,0.928571
15,1,244.928,1024,1488,520,4,4,1
15,1,2517.47,1636,15616,547.5,26,26,1
15,2,376.948,1343,2096,808,4,4,1
15,2,2715.4,1719,23224,756,26,27,0.962963
15,1,506.651,1184,2816,1143.5,4,4,1
15,1,2406.06,1544,15096,512,26,27,0.962963
15,2,463.095,1103,1672,599.5,4,4,1
15,2,2517.47,1305,28184,668,26,27,0.962963
15,1,280.217,1062,2505,940.5,4,4,1
15,1,2364.62,1041,21287,624.5,26,33,0.787879
15,2,388.599,868,1640,560,4,4,1
15,2,2691.68,1293,26120,747.5,26,26,1
15,1,309.856,1182,2288,900,4,4,1
15,1,2691.68,1732,16936,639.5,26,29,0.896552
15,2,381.858,1182,2056,784,4,5,0.8
15,2,2406.06,1379,22872,688,26,27,0.962963
