sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
22,1,358.449,3006,3272,1164,4,4,1
22,1,2678.14,3853,48936,876,26,29,0.896552
22,2,388.556,3096,8400,3064,4,8,0.5
22,2,2678.14,2452,44744,1652,26,37,0.702703
22,1,405.016,2121,3136,784,4,5,0.8
22,1,2554.42,1594,25288,812,26,28,0.928571
22,2,257.687,1744,4992,1384,4,7,0.571429
22,2,2554.42,1571,49552,1340,26,37,0.702703
22,1,336.122,2809,2088,816,4,4,1
22,1,2898.21,1146,22336,740,26,30,0.866667
22,2,297.749,1409,4400,1372,4,8,0.5
22,2,2726.02,2257,45448,1020,26,33,0.787879
22,1,445.012,1432,5152,1664,4,5,0.8
22,1,2819.59,1306,21504,772,26,28,0.928571
22,2,428.469,2088,2424,840,4,4,1
22,2,2819.59,3131,35936,812,26,41,0.634146
22,1,369.339,1593,2375,907.5,4,4,1
22,1,2726.02,1059,20488,660,26,29,0.896552
22,2,312.156,1361,2567,912,4,5,0.8
22,2,2898.21,1248,27328,775.5,26,42,0.619048
