subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
27,1,P,-1,9434,3,135,135,3,0,1,8282
27,1,P,-2,23227,3,248,428,1,2,0,4264
27,1,P,-3,32995,3,679,679,3,0,1,5816
27,1,T,1,55007,2,85,85,2,0,1,3381
27,1,T,2,62893,2,64,64,2,0,1,3607
27,1,T,3,72004,3,472,472,3,0,1,2952
27,1,T,4,80461,3,815,815,3,0,1,3719
27,1,T,5,90685,4,3417,3417,4,0,1,4775
27,1,T,6,101965,4,6158,6158,4,0,1,4295
27,1,T,7,113765,5,52186,52186,5,0,1,4342
27,1,T,8,125613,5,42731,42713,3,2,0,4039
27,1,T,9,138157,6,392487,932487,4,2,0,8447
27,1,T,10,155109,6,378294,32874,2,4,0,9926
