subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
19,1,P,-1,1,66297,67234,937,937,1,803,495
19,1,P,-1,2,66297,68186,1889,697,3,953,390
19,1,P,-1,3,66297,68874,2577,434,5,833,300
19,1,P,-2,1,75489,76523,1034,1034,2,503,465
19,1,P,-2,2,75489,77313,1824,536,4,623,360
19,1,P,-2,3,75489,77952,2463,385,8,638,90
19,1,P,-3,1,84446,85418,972,972,6,998,210
19,1,P,-3,2,84446,86192,1746,520,7,458,180
19,1,P,-3,3,84446,87169,2723,724,9,818,120
19,1,T,1,1,97041,98288,1247,1247,8,638,90
19,1,T,1,2,97041,99034,1993,493,5,833,300
19,1,T,2,1,104461,105794,1333,1333,6,998,210
19,1,T,2,2,104461,106651,2190,585,4,623,360
19,1,T,3,1,113480,114074,594,593,4,623,360
19,1,T,3,2,113480,115113,1633,786,7,458,180
19,1,T,3,3,113480,115763,2283,397,2,503,465
19,1,T,4,1,122120,123225,1105,1105,8,638,90
19,1,T,4,2,122120,123946,1826,467,1,803,495
19,1,T,4,3,122120,124762,2642,563,5,833,300
19,1,T,5,1,132440,133674,1234,1234,3,953,390
19,1,T,5,2,132440,134417,1977,488,4,623,360
19,1,T,5,3,132440,135235,2795,564,1,803,495
19,1,T,5,4,132440,135929,3489,441,7,458,180
19,1,T,6,1,147301,149161,1860,1860,6,998,210
19,1,T,6,2,147301,149995,2694,581,1,803,495
19,1,T,6,3,147301,150993,3692,745,5,833,300
19,1,T,6,4,147301,151761,4460,515,8,638,90
19,1,T,7,1,160140,160898,758,758,5,833,300
19,1,T,7,2,160140,161779,1639,626,2,503,465
19,1,T,7,3,160140,162683,2543,651,1,803,495
19,1,T,7,4,160140,163744,3604,808,8,638,90
19,1,T,7,5,160140,164697,4557,698,6,998,210
19,1,T,8,1,173032,173769,737,736,4,623,360
19,1,T,8,2,173032,174403,1371,381,2,503,465
19,1,T,8,3,173032,175344,2312,688,7,458,180
19,1,T,8,4,173032,176139,3107,540,3,953,390
19,1,T,8,5,173032,176754,3722,362,1,803,495
19,1,T,9,1,186092,187930,1838,1838,3,953,390
19,1,T,9,2,186092,188778,2686,593,5,833,300
19,1,T,9,3,186092,189635,3543,603,2,503,465
19,1,T,9,4,186092,190816,4724,927,9,818,120
19,1,T,9,5,186092,191952,5860,882,8,638,90
19,1,T,9,6,186092,192552,6460,346,7,458,180
19,1,T,10,1,202316,203347,1031,1031,3,953,390
19,1,T,10,2,202316,204505,2189,904,7,458,180
19,1,T,10,3,202316,205601,3285,841,8,638,90
19,1,T,10,4,202316,206450,4134,595,2,503,465
19,1,T,10,5,202316,207705,5389,1001,9,818,120
19,1,T,10,6,202316,208394,6078,437,4,623,360
19,1,T,11,1,218758,222082,3324,3324,5,833,300
19,1,T,11,2,218758,223119,4361,785,9,818,120
19,1,T,11,3,218758,224131,5373,758,1,803,495
19,1,T,11,4,218758,225193,6435,809,7,458,180
19,1,T,11,5,218758,226034,7276,587,2,503,465
19,1,T,11,6,218758,226657,7899,370,4,623,360
19,1,T,11,7,218758,227985,9227,1075,8,638,90
19,1,T,12,1,238478,239633,1155,1155,5,833,300
19,1,T,12,2,238478,243713,5235,3826,7,458,180
19,1,T,12,3,238478,244408,5930,440,9,818,120
19,1,T,12,4,238478,245186,6708,524,2,503,465
19,1,T,12,5,238478,246056,7578,616,8,638,90
19,1,T,12,6,238478,246626,8148,315,4,623,360
19,1,T,12,7,238478,248770,10292,1891,6,998,210
19,1,T,12,8,238478,250145,11667,1123,6,998,210
