sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
19,1,430.39,9950,2639,967.5,4,4,1
19,1,2696.08,9006,26072,888,26,28,0.928571
19,2,219.343,4464,5928,2735.5,4,8,0.5
19,2,3014.42,9372,47584,1084,26,36,0.722222
19,1,403.789,3235,5232,2256.5,4,6,0.666667
19,1,3014.42,5262,18656,711.5,26,26,1
19,2,256.721,2013,3136,1339.5,4,4,1
19,2,2779.3,3388,35465,996,26,36,0.722222
19,1,317.93,1591,1761,668,4,4,1
19,1,2730.27,1506,20840,676.5,26,30,0.866667
19,2,250.072,1326,2295,916,4,4,1
19,2,2811.97,2671,23328,776.5,26,28,0.928571
19,1,375.777,1654,2104,763.5,4,4,1
19,1,2779.3,1324,23952,768,26,31,0.83871
19,2,322.648,2442,2632,912,4,4,1
19,2,2730.27,1770,21881,748.5,26,30,0.866667
19,1,261.825,1329,1856,676,4,4,1
19,1,2811.97,1193,17960,668,26,28,0.928571
19,2,394.232,1213,2663,966.5,4,4,1
19,2,2696.08,1908,25248,748,26,34,0.764706
