subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
17,1P,1,1,1,78627,678,360,1,1,934,934
17,1P,1,2,2,79322,603,312,1,2,695,695
17,1P,1,3,3,79907,656,440,1,3,585,585
17,1P,1,4,4,80274,630,487,1,4,367,367
17,1,1,1,1,84747,541,276,1,1,1106,1106
17,1,1,2,2,85435,570,327,1,2,688,688
17,1,1,3,3,86002,516,448,1,3,567,567
17,1,1,4,4,86483,477,401,1,4,481,481
17,1,1,5,5,86946,409,359,1,5,463,463
17,1,1,7,6,87554,399,463,1,6,608,608
17,1,1,8,7,87986,368,583,1,7,432,432
17,1,1,10,8,88874,450,549,1,8,888,888
17,1,1,11,9,89242,531,609,1,9,368,368
17,1,1,12,10,89794,667,598,1,10,552,552
17,1,1,13,11,90154,719,623,1,11,360,360
17,1,1,14,12,90611,616,520,1,12,457,457
17,1,1,15,13,91129,638,398,1,13,518,518
17,1,1,16,14,91699,762,423,1,14,570,570
17,1,1,17,15,92098,847,511,1,15,399,399
17,1,1,18,16,92426,914,487,1,16,328,328
17,1,1,19,17,92882,990,448,1,17,456,456
17,1,1,20,18,94354,825,252,1,18,1472,1472
17,1,1,21,19,94762,752,298,1,19,408,408
17,1,1,22,20,95401,781,194,1,20,639,639
17,1,1,23,21,95851,895,214,1,21,450,450
17,1,1,25,21,96691,666,167,0,23,840,840
17,1,1,26,22,97539,824,150,1,22,848,1688
17,1,1,27,23,97963,653,150,1,23,424,424
17,1,1,28,24,98305,575,125,1,24,342,342
17,1,1,29,25,98811,508,212,1,25,506,506
17,1,1,31,26,99651,389,208,1,26,840,840
17,2P,2,1,1,101098,702,341,1,1,1254,1254
17,2P,2,2,2,101963,616,350,1,2,865,865
17,2P,2,3,3,102402,790,348,1,3,439,439
17,2P,2,4,4,102987,763,468,1,4,585,585
17,2,2,1,1,105587,920,614,1,1,1098,1098
17,2,2,2,2,106314,955,522,1,2,727,727
17,2,2,3,3,106898,884,438,1,3,584,584
17,2,2,4,4,107338,852,347,1,4,440,440
17,2,2,5,5,107891,799,383,1,5,553,553
17,2,2,6,6,108409,803,452,1,6,518,518
17,2,2,7,7,109098,764,523,1,7,689,689
17,2,2,8,8,109787,677,406,1,8,689,689
17,2,2,9,9,110490,627,397,1,9,703,703
17,2,2,10,10,111122,585,551,1,10,632,632
17,2,2,11,11,111539,472,577,1,11,417,417
17,2,2,12,12,112282,485,441,1,12,743,743
17,2,2,13,13,112787,366,411,1,13,505,505
17,2,2,15,14,113611,462,364,1,14,824,824
17,2,2,16,15,113986,508,288,1,15,375,375
17,2,2,17,16,114554,474,211,1,16,568,568
17,2,2,18,17,115106,541,165,1,17,552,552
17,2,2,19,18,116483,673,228,1,18,1377,1377
17,2,2,20,19,117490,738,174,1,19,1007,1007
17,2,2,21,20,117955,798,153,1,20,465,465
17,2,2,22,21,118539,787,217,1,21,584,584
17,2,2,23,22,119410,927,223,1,22,871,871
17,2,2,24,23,119931,940,329,1,23,521,521
17,2,2,25,24,120595,1012,381,1,24,664,664
17,2,2,26,25,121034,992,492,1,25,439,439
17,2,2,27,26,121370,1029,576,1,26,336,336
17,3P,1,1,1,128787,641,404,1,1,797,797
17,3P,1,2,2,129435,683,436,1,2,648,648
17,3P,1,3,3,129843,789,401,1,3,408,408
17,3P,1,4,4,130186,664,345,1,4,343,343
17,3,1,1,1,134049,455,461,1,1,1096,1096
17,3,1,2,2,134426,401,547,1,2,377,377
17,3,1,5,3,135554,342,572,1,3,1128,1128
17,3,1,6,4,136795,402,292,1,4,1241,1241
17,3,1,7,5,137386,418,172,1,5,591,591
17,3,1,9,6,138105,510,261,1,6,719,719
17,3,1,10,7,138346,546,231,1,7,241,241
17,3,1,11,8,138883,612,162,1,8,537,537
17,3,1,12,9,139539,636,335,1,9,656,656
17,3,1,13,10,139875,615,390,1,10,336,336
17,3,1,14,11,140314,699,383,1,11,439,439
17,3,1,15,12,140859,744,388,1,12,545,545
17,3,1,16,13,142122,858,382,1,13,1263,1263
17,3,1,17,14,142386,855,308,1,14,264,264
17,3,1,18,15,142811,834,234,1,15,425,425
17,3,1,19,16,143266,793,199,1,16,455,455
17,3,1,20,17,143963,884,194,1,17,697,697
17,3,1,21,18,144386,945,136,1,18,423,423
17,3,1,23,19,145130,1009,233,1,19,744,744
17,3,1,24,19,145305,1009,233,0,19,175,175
17,3,1,25,20,145474,1028,270,1,20,169,344
17,3,1,27,21,145802,1044,346,1,21,328,328
17,3,1,29,22,146209,924,420,1,22,407,407
17,3,1,30,22,146667,952,510,0,24,458,458
17,3,1,31,22,146963,970,527,0,24,296,754
17,3,1,32,22,147362,933,525,0,24,399,1153
17,3,1,35,23,148089,1033,539,1,23,727,1880
17,3,1,36,24,148378,941,527,1,24,289,289
17,3,1,38,25,149266,645,620,1,25,888,888
17,3,1,39,26,149586,635,580,1,26,320,320
17,4P,2,1,1,152475,767,382,1,1,685,685
17,4P,2,2,2,153306,642,337,1,2,831,831
17,4P,2,4,3,154090,795,349,1,3,784,784
17,4P,2,6,4,154658,713,435,1,4,568,568
17,4,2,1,1,156627,732,434,1,1,867,867
17,4,2,2,2,157282,671,568,1,2,655,655
17,4,2,3,3,157619,610,495,1,3,337,337
17,4,2,4,4,158025,560,505,1,4,406,406
17,4,2,5,5,158434,446,536,1,5,409,409
17,4,2,6,6,158890,361,619,1,6,456,456
17,4,2,7,7,159330,345,455,1,7,440,440
17,4,2,8,8,159683,350,348,1,8,353,353
17,4,2,10,9,160723,422,221,1,9,1040,1040
17,4,2,11,10,161162,404,172,1,10,439,439
17,4,2,12,11,161827,500,197,1,11,665,665
17,4,2,13,12,162314,548,147,1,12,487,487
17,4,2,14,13,162867,541,239,1,13,553,553
17,4,2,15,14,163298,569,316,1,14,431,431
17,4,2,16,15,163874,670,349,1,15,576,576
17,4,2,17,16,164746,765,280,1,16,872,872
17,4,2,18,17,166555,736,205,1,17,1809,1809
17,4,2,19,18,167442,900,195,1,18,887,887
17,4,2,20,19,168274,1036,219,1,19,832,832
17,4,2,21,20,169338,930,444,1,20,1064,1064
17,4,2,22,21,170154,947,641,1,21,816,816
17,4,2,23,22,170723,828,526,1,22,569,569
17,4,2,24,23,171026,867,435,1,23,303,303
17,4,2,25,24,171242,869,390,1,24,216,216
17,4,2,26,25,171779,803,351,1,25,537,537
17,4,2,27,26,172090,708,345,1,26,311,311
17,5P,1,1,1,175499,624,320,1,1,630,630
17,5P,1,3,2,176273,605,388,1,2,774,774
17,5P,1,4,3,176778,667,351,1,3,505,505
17,5P,1,5,4,177178,634,465,1,4,400,400
17,5,1,1,1,182330,396,573,1,1,1114,1114
17,5,1,2,2,182834,400,478,1,2,504,504
17,5,1,3,3,183281,414,359,1,3,447,447
17,5,1,5,4,184562,595,391,1,4,1281,1281
17,5,1,6,5,184987,571,308,1,5,425,425
17,5,1,7,6,185515,463,300,1,6,528,528
17,5,1,8,7,186026,433,221,1,7,511,511
17,5,1,10,8,186682,473,143,1,8,656,656
17,5,1,11,9,187129,565,133,1,9,447,447
17,5,1,12,10,187666,623,172,1,10,537,537
17,5,1,13,11,188322,694,267,1,11,656,656
17,5,1,14,12,188995,841,204,1,12,673,673
17,5,1,15,13,189393,917,169,1,13,398,398
17,5,1,16,14,189819,966,226,1,14,426,426
17,5,1,17,15,190354,861,333,1,15,535,535
17,5,1,18,16,190675,899,356,1,16,321,321
17,5,1,19,17,191042,980,400,1,17,367,367
17,5,1,20,18,191377,993,475,1,18,335,335
17,5,1,22,19,193731,995,600,1,19,2354,2354
17,5,1,23,20,194113,873,569,1,20,382,382
17,5,1,24,21,194434,916,515,1,21,321,321
17,5,1,25,22,195033,749,439,1,22,599,599
17,5,1,26,23,195338,707,396,1,23,305,305
17,5,1,27,24,195939,645,530,1,24,601,601
17,5,1,28,25,196194,583,540,1,25,255,255
17,5,1,29,26,196483,501,545,1,26,289,289
17,6P,2,1,1,199250,746,427,1,1,596,596
17,6P,2,2,2,200266,635,300,1,2,1016,1016
17,6P,2,3,3,200722,672,472,1,3,456,456
17,6P,2,4,4,201122,794,301,1,4,400,400
17,6,2,1,1,203498,975,564,1,1,1049,1049
17,6,2,2,2,203915,979,482,1,2,417,417
17,6,2,3,3,204393,961,356,1,3,478,478
17,6,2,4,4,205290,762,373,1,4,897,897
17,6,2,5,5,205875,801,291,1,5,585,585
17,6,2,6,6,206274,880,280,1,6,399,399
17,6,2,7,7,207001,926,223,1,7,727,727
17,6,2,8,8,207410,904,164,1,8,409,409
17,6,2,9,9,207851,793,151,1,9,441,441
17,6,2,10,10,208273,753,175,1,10,422,422
17,6,2,11,11,208739,671,280,1,11,466,466
17,6,2,12,12,209851,508,196,1,12,1112,1112
17,6,2,13,13,210627,454,189,1,13,776,776
17,6,2,14,14,211033,423,230,1,14,406,406
17,6,2,16,14,211866,475,348,0,16,833,833
17,6,2,17,14,212145,448,386,0,16,279,1112
17,6,2,18,15,212618,542,352,1,15,473,1585
17,6,2,19,16,213114,466,366,1,16,496,496
17,6,2,20,17,213619,393,413,1,17,505,505
17,6,2,22,18,214762,367,474,1,18,1143,1143
17,6,2,23,19,215451,389,607,1,19,689,689
17,6,2,24,20,216250,509,568,1,20,799,799
17,6,2,25,21,216771,482,521,1,21,521,521
17,6,2,26,22,217377,614,438,1,22,606,606
17,6,2,27,23,217779,663,397,1,23,402,402
17,6,2,28,24,218226,723,539,1,24,447,447
17,6,2,29,25,218563,782,539,1,25,337,337
17,6,2,30,26,219026,890,534,1,26,463,463
17,7P,1,1,1,223835,680,304,1,1,1117,1117
17,7P,1,2,2,224386,775,418,1,2,551,551
17,7P,1,3,2,224731,734,413,0,4,345,345
17,7P,1,4,3,225298,778,283,1,3,567,912
17,7P,1,5,4,225619,707,420,1,4,321,321
17,7,1,1,1,226874,644,425,1,1,715,715
17,7,1,2,2,227458,705,544,1,2,584,584
17,7,1,3,3,227802,752,488,1,3,344,344
17,7,1,4,4,228113,822,484,1,4,311,311
17,7,1,5,5,228858,940,522,1,5,745,745
17,7,1,6,6,229434,1022,609,1,6,576,576
17,7,1,7,7,229818,1029,474,1,7,384,384
17,7,1,8,8,230218,1012,338,1,8,400,400
17,7,1,9,9,230683,951,223,1,9,465,465
17,7,1,10,10,231242,977,150,1,10,559,559
17,7,1,11,11,231722,868,199,1,11,480,480
17,7,1,12,12,232138,833,139,1,12,416,416
17,7,1,13,13,232635,820,254,1,13,497,497
17,7,1,15,14,233706,790,324,1,14,1071,1071
17,7,1,16,15,234161,731,356,1,15,455,455
17,7,1,17,16,240330,618,278,1,16,6169,6169
17,7,1,19,17,241097,627,193,1,17,767,767
17,7,1,20,18,241827,451,204,1,18,730,730
17,7,1,21,19,242282,332,206,1,19,455,455
17,7,1,22,20,243298,436,440,1,20,1016,1016
17,7,1,23,21,244707,439,617,1,21,1409,1409
17,7,1,25,22,245450,532,504,1,22,743,743
17,7,1,26,23,245882,507,450,1,23,432,432
17,7,1,27,24,246169,507,372,1,24,287,287
17,7,1,29,25,246826,538,359,1,25,657,657
17,7,1,30,26,247266,649,329,1,26,440,440
17,8P,2,1,1,249539,774,324,1,1,765,765
17,8P,2,3,2,250434,730,473,1,2,895,895
17,8P,2,4,2,250803,686,478,0,4,369,369
17,8P,2,5,3,251121,589,488,1,3,318,687
17,8P,2,6,4,252242,706,469,1,4,1121,1121
17,8,2,1,1,253393,827,272,1,1,961,961
17,8,2,2,2,253899,808,326,1,2,506,506
17,8,2,3,3,255515,862,445,1,3,1616,1616
17,8,2,4,4,255811,907,408,1,4,296,296
17,8,2,5,5,256154,949,369,1,5,343,343
17,8,2,6,6,256779,972,471,1,6,625,625
17,8,2,7,7,257266,1008,597,1,7,487,487
17,8,2,8,8,257907,914,567,1,8,641,641
17,8,2,9,9,258321,844,604,1,9,414,414
17,8,2,10,10,258787,714,609,1,10,466,466
17,8,2,12,11,259738,621,616,1,11,951,951
17,8,2,13,12,260354,743,527,1,12,616,616
17,8,2,14,13,260907,746,402,1,13,553,553
17,8,2,15,14,261563,601,426,1,14,656,656
17,8,2,16,15,261939,526,512,1,15,376,376
17,8,2,17,16,262346,424,503,1,16,407,407
17,8,2,19,17,263314,370,424,1,17,968,968
17,8,2,20,18,263995,553,245,1,18,681,681
17,8,2,21,19,264834,618,320,1,19,839,839
17,8,2,22,20,265483,613,200,1,20,649,649
17,8,2,23,21,266001,473,207,1,21,518,518
17,8,2,24,22,266418,562,141,1,22,417,417
17,8,2,25,23,267161,730,170,1,23,743,743
17,8,2,26,24,267699,802,143,1,24,538,538
17,8,2,27,25,268923,856,226,1,25,1224,1224
17,8,2,28,26,269282,987,233,1,26,359,359
17,9P,1,2,1,272121,671,465,1,1,1595,1595
17,9P,1,3,2,272410,749,433,1,2,289,289
17,9P,1,4,3,272739,742,368,1,3,329,329
17,9P,1,5,4,273058,676,366,1,4,319,319
17,9,1,1,1,275490,450,617,1,1,1049,1049
17,9,1,2,2,275914,408,520,1,2,424,424
17,9,1,3,3,276354,506,438,1,3,440,440
17,9,1,4,4,276787,518,363,1,4,433,433
17,9,1,5,5,277218,561,359,1,5,431,431
17,9,1,6,6,277635,567,447,1,6,417,417
17,9,1,7,7,277963,603,508,1,7,328,328
17,9,1,8,8,278394,692,405,1,8,431,431
17,9,1,9,9,278691,753,396,1,9,297,297
17,9,1,10,10,279162,791,559,1,10,471,471
17,9,1,12,11,280225,879,567,1,11,1063,1063
17,9,1,14,12,281154,882,434,1,12,929,929
17,9,1,15,13,281491,1016,418,1,13,337,337
17,9,1,16,14,281803,920,350,1,14,312,312
17,9,1,17,15,282194,887,267,1,15,391,391
17,9,1,18,16,282467,924,183,1,16,273,273
17,9,1,20,17,283026,839,150,1,17,559,559
17,9,1,21,18,283491,708,227,1,18,465,465
17,9,1,22,19,283827,640,176,1,19,336,336
17,9,1,23,20,284459,558,168,1,20,632,632
17,9,1,24,21,284795,585,229,1,21,336,336
17,9,1,25,22,285258,453,214,1,22,463,463
17,9,1,27,23,285971,434,328,1,23,713,713
17,9,1,29,24,286747,360,380,1,24,776,776
17,9,1,31,24,287539,358,557,0,26,792,792
17,9,1,33,25,287923,380,522,1,25,384,1176
