sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
17,1,281.571,934,1647,640,4,4,1
17,1,2786.43,1106,14904,493.5,26,31,0.83871
17,2,380.602,1254,1889,725,4,4,1
17,2,2534.56,1098,15783,584,26,27,0.962963
17,1,277.256,797,1399,528,4,4,1
17,1,2704.22,1096,15537,496,26,39,0.666667
17,2,342.423,685,2183,734.5,4,6,0.666667
17,2,2839.88,867,15463,545,26,27,0.962963
17,1,306.25,630,1679,567.5,4,5,0.8
17,1,2580.75,1114,14153,475.5,26,29,0.896552
17,2,486.825,596,1872,526,4,4,1
17,2,2580.75,1049,15528,500.5,26,30,0.866667
17,1,404.847,1117,1784,731.5,4,5,0.8
17,1,2839.88,715,20392,528,26,30,0.866667
17,2,391.548,765,2703,830,4,6,0.666667
17,2,2786.43,961,15889,584.5,26,28,0.928571
17,1,243.076,997,1535,324,4,5,0.8
17,1,2534.56,1049,12856,432,26,34,0.764706
17,2,352.333,868,1641,612,4,5,0.8
17,2,2704.22,1106,14631,495,26,30,0.866667
