subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
30,1P,1,27,1,26301,759,334,1,1,2969,2969
30,1P,1,28,1,28261,655,316,0,3,1960,1960
30,1P,1,29,2,31621,586,412,1,2,3360,5320
30,1P,1,30,3,32837,644,313,1,3,1216,1216
30,1P,1,31,4,33093,699,473,1,4,256,256
30,1,1,1,1,52397,719,497,1,1,2617,2617
30,1,1,3,2,53541,697,446,1,2,1144,1144
30,1,1,4,3,54333,773,437,1,3,792,792
30,1,1,5,4,54909,827,491,1,4,576,576
30,1,1,6,5,55589,857,610,1,5,680,680
30,1,1,7,6,56469,947,541,1,6,880,880
30,1,1,8,7,56805,1018,567,1,7,336,336
30,1,1,10,8,58166,982,424,1,8,1361,1361
30,1,1,11,9,58717,951,393,1,9,551,551
30,1,1,12,10,60261,910,285,1,10,1544,1544
30,1,1,13,11,60781,928,250,1,11,520,520
30,1,1,14,12,61757,923,169,1,12,976,976
30,1,1,15,13,63045,789,168,1,13,1288,1288
30,1,1,16,14,63709,761,236,1,14,664,664
30,1,1,17,15,64349,781,324,1,15,640,640
30,1,1,18,16,66445,599,276,1,16,2096,2096
30,1,1,19,17,66917,629,220,1,17,472,472
30,1,1,21,18,67741,589,153,1,18,824,824
30,1,1,22,19,68869,395,164,1,19,1128,1128
30,1,1,23,20,69413,327,231,1,20,544,544
30,1,1,24,21,70165,383,300,1,21,752,752
30,1,1,25,22,70613,363,350,1,22,448,448
30,1,1,26,23,72029,345,616,1,23,1416,1416
30,1,1,27,24,72797,467,617,1,24,768,768
30,1,1,28,25,73597,507,534,1,25,800,800
30,1,1,29,26,74381,587,576,1,26,784,784
30,2P,2,1,1,87341,720,460,1,1,1637,1637
30,2P,2,2,1,88125,634,380,0,3,784,784
30,2P,2,3,1,89349,637,383,0,3,1224,2008
30,2P,2,4,1,108125,728,471,0,1,18776,20784
30,2P,2,5,1,109277,629,390,0,3,1152,21936
30,2P,2,7,2,118013,677,436,1,2,8736,30672
30,2P,2,8,3,118877,643,392,1,3,864,864
30,2P,2,9,4,119789,751,387,1,4,912,912
30,2,2,1,1,214397,646,509,1,1,3661,3661
30,2,2,2,2,214845,688,450,1,2,448,448
30,2,2,3,3,215757,586,448,1,3,912,912
30,2,2,5,4,216429,501,501,1,4,672,672
30,2,2,6,5,218614,545,605,1,5,2185,2185
30,2,2,7,6,219413,434,541,1,6,799,799
30,2,2,8,7,220189,356,554,1,7,776,776
30,2,2,10,8,223653,374,416,1,8,3464,3464
30,2,2,11,9,225013,418,390,1,9,1360,1360
30,2,2,12,10,225917,472,277,1,10,904,904
30,2,2,13,11,227509,430,244,1,11,1592,1592
30,2,2,14,12,228405,421,154,1,12,896,896
30,2,2,15,13,229869,578,165,1,13,1464,1464
30,2,2,16,14,230469,592,244,1,14,600,600
30,2,2,17,15,232846,562,323,1,15,2377,2377
30,2,2,18,16,237965,783,285,1,16,5119,5119
30,2,2,19,17,238725,721,220,1,17,760,760
30,2,2,20,18,239581,762,162,1,18,856,856
30,2,2,21,19,240253,972,184,1,19,672,672
30,2,2,22,20,241093,1035,244,1,20,840,840
30,2,2,23,21,241621,995,311,1,21,528,528
30,2,2,25,22,242229,1003,352,1,22,608,608
30,2,2,26,22,244109,873,506,0,25,1880,1880
30,2,2,27,22,245997,883,515,0,25,1888,3768
30,2,2,28,23,247325,1008,607,1,23,1328,5096
30,2,2,29,24,248437,903,623,1,24,1112,1112
30,2,2,30,25,249621,876,499,1,25,1184,1184
30,2,2,31,26,251285,795,584,1,26,1664,1664
30,3P,1,1,1,255317,664,392,1,1,1815,1815
30,3P,1,2,2,256261,746,290,1,2,944,944
30,3P,1,3,2,256797,738,375,0,4,536,536
30,3P,1,5,3,260053,604,284,1,3,3256,3792
30,3P,1,6,4,260717,749,384,1,4,664,664
30,3,1,1,1,291773,714,422,1,1,1870,1870
30,3,1,2,2,292221,745,491,1,2,448,448
30,3,1,3,3,293125,707,562,1,3,904,904
30,3,1,4,4,293845,561,597,1,4,720,720
30,3,1,5,5,294789,589,451,1,5,944,944
30,3,1,6,6,295221,524,491,1,6,432,432
30,3,1,7,7,296085,441,492,1,7,864,864
30,3,1,8,8,297165,359,492,1,8,1080,1080
30,3,1,9,9,297677,354,333,1,9,512,512
30,3,1,10,10,298205,361,281,1,10,528,528
30,3,1,11,11,299325,440,355,1,11,1120,1120
30,3,1,13,12,300077,492,393,1,12,752,752
30,3,1,14,13,300709,515,290,1,13,632,632
30,3,1,15,14,301197,465,195,1,14,488,488
30,3,1,16,15,302509,641,218,1,15,1312,1312
30,3,1,17,16,303253,656,263,1,16,744,744
30,3,1,18,17,303701,699,132,1,17,448,448
30,3,1,19,18,304605,807,190,1,18,904,904
30,3,1,20,19,305085,817,253,1,19,480,480
30,3,1,21,20,306285,947,227,1,20,1200,1200
30,3,1,22,21,306885,926,265,1,21,600,600
30,3,1,23,22,307589,887,505,1,22,704,704
30,3,1,24,23,310605,925,526,1,23,3016,3016
30,3,1,26,24,311405,908,610,1,24,800,800
30,3,1,27,25,312254,797,601,1,25,849,849
