subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
19,0,practice,P,1,2,783,284,P,1,NONE,0,0,6330,1450
19,0,practice,P,2,4,783,484,P,1,NONE,0,0,8793,1450
19,0,practice,P,3,3,583,484,P,1,NONE,0,0,11249,1450
19,0,practice,P,4,3,583,484,R,0,NONE,0,1,13706,1450
19,0,practice,P,5,1,583,284,P,1,914|176|1|<pressed>,1,1,15158,419
19,0,practice,P,6,2,783,284,P,1,914|176|1|<released>,1,1,15582,82
19,0,practice,P,7,1,583,284,P,1,NONE,0,0,15669,1450
19,0,practice,P,8,1,583,284,P,1,916|176|1|<pressed>,1,1,18126,676
19,0,practice,P,9,1,583,284,R,0,921|174|1|<released>,1,0,18804,77
19,0,practice,P,10,2,783,284,P,1,NONE,0,0,19889,1450
19,1,test,P,1,4,783,484,P,1,518|400|1|<pressed>,1,1,25390,460
19,1,test,P,2,2,783,284,P,1,518|400|1|<pressed>,1,1,26889,416
19,1,test,P,3,1,583,284,P,1,518|400|1|<pressed>,1,1,28389,268
19,1,test,P,4,3,583,484,P,1,567|474|1|<pressed>,1,1,29890,567
19,1,test,P,5,3,583,484,P,1,571|479|1|<pressed>,1,1,31389,373
19,1,test,P,6,1,583,284,R,0,571|479|1|<pressed>,1,0,32889,280
19,1,test,P,7,1,583,284,P,1,571|479|1|<pressed>,1,1,34389,252
19,1,test,P,8,1,583,284,P,1,571|479|1|<pressed>,1,1,35890,519
19,1,test,P,9,1,583,284,R,0,511|210|1|<pressed>,1,0,37388,309
19,1,test,P,10,3,583,484,P,1,493|230|1|<pressed>,1,1,38889,320
19,1,test,P,11,3,583,484,P,1,493|230|1|<pressed>,1,1,40389,397
19,1,test,P,12,2,783,284,P,1,493|230|1|<pressed>,1,1,41889,248
19,1,test,P,13,2,783,284,R,0,493|230|1|<pressed>,1,0,43389,292
19,1,test,P,14,3,583,484,R,0,493|230|1|<pressed>,1,0,44889,376
19,1,test,P,15,4,783,484,P,1,493|230|1|<pressed>,1,1,46389,308
19,1,test,P,16,4,783,484,P,1,493|230|1|<pressed>,1,1,47889,416
19,1,test,P,17,1,583,284,P,1,493|230|1|<pressed>,1,1,49389,453
19,1,test,P,18,3,583,484,P,1,493|230|1|<pressed>,1,1,50889,384
19,1,test,P,19,3,583,484,P,1,NONE,0,0,52389,1450
19,1,test,P,20,4,783,484,P,1,493|230|1|<pressed>,1,1,53889,360
19,1,test,P,21,4,783,484,P,1,493|230|1|<pressed>,1,1,55389,437
19,1,test,P,22,4,783,484,P,1,493|230|1|<pressed>,1,1,56889,408
19,1,test,P,23,4,783,484,P,1,NONE,0,0,58389,1450
19,1,test,P,24,2,783,284,P,1,493|230|1|<pressed>,1,1,59889,488
19,1,test,P,25,2,783,284,P,1,493|230|1|<pressed>,1,1,61390,331
19,1,test,P,26,2,783,284,R,0,493|230|1|<pressed>,1,0,62889,352
19,1,test,P,27,1,583,284,P,1,493|230|1|<pressed>,1,1,64389,549
19,1,test,P,28,1,583,284,P,1,493|230|1|<pressed>,1,1,65889,336
19,1,test,P,29,3,583,484,P,1,493|230|1|<pressed>,1,1,67389,389
19,1,test,P,30,4,783,484,P,1,493|230|1|<pressed>,1,1,68889,288
19,1,test,P,31,3,583,484,P,1,493|230|1|<pressed>,1,1,70389,284
19,1,test,P,32,2,783,284,P,1,493|230|1|<pressed>,1,1,71890,455
19,1,test,P,33,1,583,284,P,1,493|230|1|<pressed>,1,1,73389,445
19,1,test,P,34,3,583,484,P,1,493|230|1|<pressed>,1,1,74889,336
19,1,test,P,35,4,783,484,P,1,493|230|1|<pressed>,1,1,76389,405
19,1,test,P,36,3,583,484,P,1,493|230|1|<pressed>,1,1,77889,120
19,1,test,P,37,3,583,484,R,0,493|230|1|<released>,1,0,79389,67
19,1,test,P,38,4,783,484,P,1,493|230|1|<pressed>,1,1,80890,303
19,1,test,P,39,4,783,484,P,1,493|230|1|<pressed>,1,1,82389,324
19,1,test,P,40,4,783,484,P,1,NONE,0,0,83889,1450
19,1,test,P,41,3,583,484,P,1,493|230|1|<pressed>,1,1,85389,349
19,1,test,P,42,2,783,284,P,1,493|230|1|<pressed>,1,1,86889,352
19,1,test,P,43,1,583,284,R,0,493|230|1|<pressed>,1,0,88389,445
19,1,test,P,44,4,783,484,P,1,493|230|1|<pressed>,1,1,89889,328
19,1,test,P,45,4,783,484,R,0,NONE,0,1,91389,1450
19,1,test,P,46,4,783,484,P,1,493|230|1|<pressed>,1,1,92889,488
19,1,test,P,47,3,583,484,P,1,493|230|1|<pressed>,1,1,94389,517
19,1,test,P,48,1,583,284,P,1,493|230|1|<pressed>,1,1,95889,352
19,1,test,P,49,2,783,284,P,1,493|230|1|<pressed>,1,1,97388,245
19,1,test,P,50,2,783,284,P,1,493|230|1|<pressed>,1,1,98890,367
19,1,test,P,51,4,783,484,P,1,493|230|1|<pressed>,1,1,100389,373
19,1,test,P,52,2,783,284,P,1,493|230|1|<pressed>,1,1,101889,336
19,1,test,P,53,1,583,284,P,1,493|230|1|<pressed>,1,1,103389,349
19,1,test,P,54,3,583,484,R,0,493|230|1|<pressed>,1,0,104889,288
19,1,test,P,55,3,583,484,P,1,NONE,0,0,106389,1450
19,1,test,P,56,3,583,484,P,1,493|230|1|<pressed>,1,1,107889,408
19,1,test,P,57,1,583,284,P,1,493|230|1|<pressed>,1,1,109388,253
19,1,test,P,58,3,583,484,P,1,493|230|1|<pressed>,1,1,110890,743
19,1,test,P,59,3,583,484,P,1,NONE,0,0,112389,1450
19,1,test,P,60,3,583,484,P,1,492|230|1|<pressed>,1,1,113889,311
19,1,test,P,61,2,783,284,P,1,508|338|1|<pressed>,1,1,115389,284
19,1,test,P,62,1,583,284,P,1,508|338|1|<pressed>,1,1,116890,319
19,1,test,P,63,4,783,484,P,1,508|338|1|<pressed>,1,1,118389,461
19,1,test,P,64,3,583,484,P,1,NONE,0,0,119889,1450
19,1,test,P,65,3,583,484,R,0,508|338|1|<pressed>,1,0,121389,421
19,1,test,P,66,3,583,484,R,0,NONE,0,1,122889,1450
19,1,test,P,67,1,583,284,R,0,508|338|1|<pressed>,1,0,124389,332
19,1,test,P,68,2,783,284,P,1,508|338|1|<pressed>,1,1,125889,480
19,1,test,P,69,3,583,484,P,1,NONE,0,0,127389,1450
19,1,test,P,70,4,783,484,R,0,507|339|1|<pressed>,1,0,128889,344
19,1,test,P,71,1,583,284,P,1,507|351|1|<pressed>,1,1,130389,308
19,1,test,P,72,1,583,284,P,1,506|352|1|<pressed>,1,1,131890,471
19,1,test,P,73,1,583,284,P,1,503|354|1|<pressed>,1,1,133389,628
19,1,test,P,74,1,583,284,P,1,503|354|1|<pressed>,1,1,134889,384
19,1,test,P,75,4,783,484,P,1,503|354|1|<pressed>,1,1,136388,438
19,1,test,P,76,1,583,284,P,1,503|354|1|<pressed>,1,1,137889,472
19,1,test,P,77,4,783,484,P,1,503|354|1|<pressed>,1,1,139389,541
19,1,test,P,78,2,783,284,P,1,503|354|1|<pressed>,1,1,140889,384
19,1,test,P,79,1,583,284,P,1,503|354|1|<pressed>,1,1,142389,373
19,1,test,P,80,2,783,284,P,1,503|355|1|<pressed>,1,1,143889,584
19,1,test,P,81,3,583,484,P,1,503|355|1|<pressed>,1,1,145389,581
19,1,test,P,82,4,783,484,R,0,500|356|1|<pressed>,1,0,146889,432
19,1,test,P,83,3,583,484,P,1,499|357|1|<pressed>,1,1,148389,509
19,1,test,P,84,4,783,484,P,1,497|358|1|<pressed>,1,1,149889,616
19,1,test,P,85,2,783,284,R,0,497|358|1|<pressed>,1,0,151389,413
19,1,test,P,86,1,583,284,P,1,497|358|1|<pressed>,1,1,152889,384
19,1,test,P,87,2,783,284,R,0,NONE,0,1,154388,1451
19,1,test,P,88,2,783,284,P,1,496|359|1|<pressed>,1,1,155889,328
19,1,test,P,89,3,583,484,P,1,496|359|1|<pressed>,1,1,157389,397
19,1,test,P,90,4,783,484,P,1,496|359|1|<pressed>,1,1,158889,392
19,1,test,P,91,4,783,484,P,1,496|359|1|<pressed>,1,1,160389,429
19,1,test,P,92,4,783,484,R,0,NONE,0,1,161889,1450
19,1,test,P,93,1,583,284,P,1,496|359|1|<pressed>,1,1,163388,374
19,1,test,P,94,3,583,484,P,1,494|361|1|<pressed>,1,1,164889,584
19,1,test,P,95,2,783,284,P,1,494|361|1|<pressed>,1,1,166388,503
19,1,test,P,96,3,583,484,P,1,494|361|1|<pressed>,1,1,167889,448
19,1,test,P,97,2,783,284,P,1,493|362|1|<pressed>,1,1,169389,373
19,1,test,P,98,3,583,484,P,1,470|393|1|<pressed>,1,1,170889,384
19,1,test,P,99,4,783,484,P,1,470|393|1|<pressed>,1,1,172389,509
19,1,test,P,100,4,783,484,P,1,455|405|1|<pressed>,1,1,173889,400
19,1,test,P,101,2,783,284,P,1,447|409|1|<pressed>,1,1,175389,340
19,1,test,P,102,4,783,484,P,1,447|409|1|<pressed>,1,1,176889,560
19,1,test,P,103,4,783,484,R,0,447|409|1|<pressed>,1,0,178388,574
19,1,test,P,104,3,583,484,P,1,447|409|1|<pressed>,1,1,179889,312
19,1,test,P,105,4,783,484,R,0,NONE,0,1,181389,1450
19,1,test,P,106,3,583,484,P,1,447|409|1|<pressed>,1,1,182889,376
19,1,test,P,107,3,583,484,R,0,444|410|1|<pressed>,1,0,184389,437
19,1,test,P,108,4,783,484,P,1,NONE,0,0,185889,1450
19,1,test,P,109,4,783,484,P,1,433|434|1|<pressed>,1,1,187388,717
19,1,test,P,110,3,583,484,P,1,433|434|1|<pressed>,1,1,188889,376
19,1,test,P,111,1,583,284,P,1,433|434|1|<pressed>,1,1,190388,382
19,1,test,P,112,3,583,484,P,1,433|434|1|<pressed>,1,1,191889,496
19,1,test,P,113,2,783,284,R,0,NONE,0,1,193389,1450
19,1,test,P,114,3,583,484,R,0,433|434|1|<pressed>,1,0,194889,440
19,1,test,P,115,2,783,284,R,0,NONE,0,1,196388,1450
19,1,test,P,116,3,583,484,R,0,NONE,0,1,197889,1450
19,1,test,P,117,3,583,484,P,1,433|434|1|<pressed>,1,1,199389,565
19,1,test,P,118,3,583,484,R,0,NONE,0,1,200889,1450
19,1,test,P,119,1,583,284,P,1,424|440|1|<pressed>,1,1,202389,405
19,1,test,P,120,1,583,284,P,1,424|440|1|<pressed>,1,1,203889,400
19,1,test,P,121,2,783,284,R,0,NONE,0,1,205389,1450
19,1,test,P,122,4,783,484,P,1,NONE,0,0,206889,1450
19,1,test,P,123,4,783,484,P,1,NONE,0,0,208388,1451
19,1,test,P,124,2,783,284,P,1,412|461|1|<pressed>,1,1,209889,448
19,1,test,P,125,3,583,484,P,1,412|461|1|<pressed>,1,1,211388,534
19,1,test,P,126,2,783,284,R,0,412|461|1|<pressed>,1,0,212889,384
19,1,test,P,127,1,583,284,P,1,294|312|1|<pressed>,1,1,214389,365
19,1,test,P,128,4,783,484,P,1,256|552|1|<pressed>,1,1,215889,496
19,1,test,P,129,4,783,484,P,1,256|552|1|<pressed>,1,1,217388,325
19,1,test,P,130,4,783,484,P,1,258|578|1|<pressed>,1,1,218889,376
19,1,test,P,131,3,583,484,P,1,258|578|1|<pressed>,1,1,220388,414
19,1,test,P,132,1,583,284,P,1,259|577|1|<pressed>,1,1,221889,384
19,1,test,P,133,4,783,484,P,1,259|577|1|<pressed>,1,1,223388,534
19,1,test,P,134,2,783,284,P,1,259|577|1|<pressed>,1,1,224889,296
19,1,test,P,135,3,583,484,P,1,259|576|1|<pressed>,1,1,226388,366
19,1,test,P,136,3,583,484,P,1,259|576|1|<pressed>,1,1,227889,360
19,1,test,P,137,4,783,484,P,1,259|576|1|<pressed>,1,1,229389,557
19,1,test,P,138,1,583,284,P,1,259|576|1|<pressed>,1,1,230889,232
19,1,test,P,139,2,783,284,P,1,259|576|1|<pressed>,1,1,232388,293
19,1,test,P,140,3,583,484,R,0,NONE,0,1,233889,1450
19,1,test,P,141,3,583,484,P,1,259|576|1|<pressed>,1,1,235388,374
19,1,test,P,142,2,783,284,P,1,259|576|1|<pressed>,1,1,236889,336
19,1,test,P,143,1,583,284,P,1,255|599|1|<pressed>,1,1,238389,332
19,1,test,P,144,4,783,484,P,1,238|646|1|<pressed>,1,1,239889,255
19,1,test,P,145,4,783,484,P,1,231|672|1|<pressed>,1,1,241389,503
19,1,test,P,146,2,783,284,P,1,231|672|1|<pressed>,1,1,242889,360
19,1,test,P,147,3,583,484,R,0,231|672|1|<pressed>,1,0,244389,373
19,1,test,P,148,2,783,284,P,1,231|672|1|<pressed>,1,1,245889,328
19,1,test,P,149,4,783,484,R,0,231|672|1|<pressed>,1,0,247389,405
19,1,test,P,150,3,583,484,R,0,303|582|1|<pressed>,1,0,248889,408
19,1,test,P,151,2,783,284,P,1,303|582|1|<pressed>,1,1,250389,565
19,1,test,P,152,2,783,284,P,1,303|582|1|<pressed>,1,1,251889,528
19,1,test,P,153,2,783,284,P,1,303|582|1|<pressed>,1,1,253389,316
19,1,test,P,154,2,783,284,P,1,303|582|1|<pressed>,1,1,254889,464
19,1,test,P,155,3,583,484,P,1,303|582|1|<pressed>,1,1,256388,438
19,1,test,P,156,4,783,484,P,1,303|582|1|<pressed>,1,1,257889,528
19,1,test,P,157,3,583,484,R,0,303|582|1|<pressed>,1,0,259389,300
19,1,test,P,158,3,583,484,P,1,279|593|1|<pressed>,1,1,260890,335
19,1,test,P,159,3,583,484,P,1,279|593|1|<pressed>,1,1,262388,333
19,1,test,P,160,2,783,284,P,1,279|593|1|<pressed>,1,1,263889,528
19,2,practice,R,1,3,583,484,R,1,321|570|1|<pressed>,1,1,277187,575
19,2,practice,R,2,4,783,484,R,1,321|570|1|<pressed>,1,1,278688,321
19,2,practice,R,3,1,583,284,P,0,321|570|1|<pressed>,1,0,280187,374
19,2,practice,R,4,3,583,484,R,1,NONE,0,0,281687,1450
19,2,practice,R,5,4,783,484,R,1,321|570|1|<pressed>,1,1,284143,338
19,2,practice,R,6,2,783,284,R,1,321|570|1|<pressed>,1,1,284687,506
19,2,practice,R,7,3,583,484,P,0,321|570|1|<pressed>,1,0,286187,374
19,2,practice,R,8,1,583,284,R,1,321|570|1|<pressed>,1,1,287687,418
19,2,practice,R,9,2,783,284,R,1,321|570|1|<pressed>,1,1,289187,318
19,2,practice,R,10,1,583,284,R,1,321|570|1|<pressed>,1,1,290688,321
19,3,test,R,1,1,583,284,P,0,319|570|1|<pressed>,1,0,295086,451
19,3,test,R,2,2,783,284,R,1,319|570|1|<pressed>,1,1,296585,353
19,3,test,R,3,3,583,484,R,1,319|570|1|<pressed>,1,1,298085,372
19,3,test,R,4,4,783,484,R,1,319|570|1|<pressed>,1,1,299585,393
19,3,test,R,5,1,583,284,R,1,319|570|1|<pressed>,1,1,301085,412
19,3,test,R,6,1,583,284,R,1,319|570|1|<pressed>,1,1,302585,520
19,3,test,R,7,1,583,284,R,1,319|570|1|<pressed>,1,1,304085,412
19,3,test,R,8,1,583,284,P,0,319|570|1|<pressed>,1,0,305585,329
19,3,test,R,9,1,583,284,R,1,NONE,0,0,307085,1450
19,3,test,R,10,3,583,484,P,0,319|570|1|<pressed>,1,0,308584,410
19,3,test,R,11,4,783,484,P,0,NONE,0,1,310085,1450
19,3,test,R,12,1,583,284,P,0,NONE,0,1,311585,1450
19,3,test,R,13,3,583,484,R,1,319|570|1|<pressed>,1,1,313085,372
19,3,test,R,14,4,783,484,R,1,319|570|1|<pressed>,1,1,314585,592
19,3,test,R,15,2,783,284,R,1,319|570|1|<pressed>,1,1,316085,316
19,3,test,R,16,2,783,284,R,1,319|570|1|<pressed>,1,1,317584,322
19,3,test,R,17,3,583,484,P,0,319|570|1|<pressed>,1,0,319085,388
19,3,test,R,18,3,583,484,R,1,NONE,0,0,320585,1450
19,3,test,R,19,2,783,284,P,0,319|570|1|<pressed>,1,0,322085,316
