subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
21,1,P,-1,1,74405,75435,1030,1030,1,803,495
21,1,P,-1,2,74405,76002,1597,315,3,953,390
21,1,P,-1,3,74405,76635,2230,383,5,833,300
21,1,P,-2,1,83028,83899,871,871,2,503,465
21,1,P,-2,2,83028,84395,1367,245,4,623,360
21,1,P,-2,3,83028,85298,2270,652,8,638,90
21,1,P,-3,1,92085,93034,949,949,6,998,210
21,1,P,-3,2,92085,93939,1854,655,7,458,180
21,1,P,-3,3,92085,94675,2590,485,9,818,120
21,1,T,1,1,104880,105923,1043,1043,8,638,90
21,1,T,1,2,104880,106636,1756,463,5,833,300
21,1,T,2,1,111998,113138,1140,1140,6,998,210
21,1,T,2,2,111998,113875,1877,487,4,623,360
21,1,T,3,1,120030,120635,605,605,4,623,360
21,1,T,3,2,120030,121523,1493,637,7,458,180
21,1,T,3,3,120030,122058,2028,285,2,503,465
21,1,T,4,1,132462,133875,1413,1413,8,638,90
21,1,T,4,2,132462,134676,2214,551,1,803,495
21,1,T,4,3,132462,135355,2893,429,5,833,300
21,1,T,5,1,142838,143587,749,749,3,953,390
21,1,T,5,2,142838,144170,1332,332,4,623,360
21,1,T,5,3,142838,144860,2022,439,1,803,495
21,1,T,5,4,142838,145555,2717,445,7,458,180
21,1,T,6,1,152806,153563,757,757,6,998,210
21,1,T,6,2,152806,154403,1597,589,1,803,495
21,1,T,6,3,152806,154915,2109,261,5,833,300
21,1,T,6,4,152806,155451,2645,285,8,638,90
21,1,T,7,1,163902,164523,621,621,5,833,300
21,1,T,7,2,163902,165316,1414,542,2,503,465
21,1,T,7,3,163902,166155,2253,589,1,803,495
21,1,T,7,4,163902,166859,2957,454,8,638,90
21,1,T,7,5,163902,167435,3533,326,6,998,210
21,1,T,8,1,177206,177787,581,581,4,623,360
21,1,T,8,2,177206,178548,1342,510,2,503,465
21,1,T,8,3,177206,179267,2061,469,7,458,180
21,1,T,8,4,177206,179963,2757,446,3,953,390
21,1,T,8,5,177206,180651,3445,437,1,803,495
21,1,T,9,1,190343,191194,851,851,3,953,390
21,1,T,9,2,190343,191915,1572,470,9,818,120
21,1,T,9,3,190343,192451,2108,286,4,623,360
21,1,T,9,4,190343,192851,2508,149,2,503,465
21,1,T,9,5,190343,193394,3051,292,8,638,90
21,1,T,9,6,190343,193875,3532,230,7,458,180
21,1,T,10,1,203358,203971,613,613,3,953,390
21,1,T,10,2,203358,204691,1333,469,7,458,180
21,1,T,10,3,203358,205362,2004,421,8,638,90
21,1,T,10,4,203358,206043,2685,430,2,503,465
21,1,T,10,5,203358,206867,3509,574,9,818,120
21,1,T,10,6,203358,207539,4181,422,4,623,360
21,1,T,11,1,217798,218459,661,661,9,818,120
21,1,T,11,2,217798,219226,1428,517,1,803,495
21,1,T,11,3,217798,219683,1885,207,5,833,300
21,1,T,11,4,217798,220499,2701,565,7,458,180
21,1,T,11,5,217798,221082,3284,332,4,623,360
21,1,T,11,6,217798,221508,3710,175,2,503,465
21,1,T,11,7,217798,221994,4196,236,8,638,90
21,1,T,12,1,232174,234090,1916,1916,5,833,300
21,1,T,12,2,232174,234699,2525,358,9,818,120
21,1,T,12,3,232174,235468,3294,519,2,503,465
21,1,T,12,4,232174,237194,5020,1476,7,458,180
21,1,T,12,5,232174,237683,5509,238,4,623,360
21,1,T,12,6,232174,238459,6285,525,8,638,90
21,1,T,12,7,232174,238923,6749,214,6,998,210
