subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
15,1P,1,1,1,55629,632,377,1,1,24550,24550
15,1P,1,2,2,56349,673,326,1,2,720,720
15,1P,1,3,3,56981,596,326,1,3,632,632
15,1P,1,4,4,57621,720,364,1,4,640,640
15,1,1,1,1,64725,807,333,1,1,983,983
15,1,1,2,2,65277,865,350,1,2,552,552
15,1,1,3,3,68549,875,237,1,3,3272,3272
15,1,1,4,4,69325,758,170,1,4,776,776
15,1,1,5,5,69909,740,281,1,5,584,584
15,1,1,6,6,70349,763,346,1,6,440,440
15,1,1,7,7,70861,710,367,1,7,512,512
15,1,1,8,8,71477,675,456,1,8,616,616
15,1,1,9,9,72109,609,472,1,9,632,632
15,1,1,10,10,72725,520,383,1,10,616,616
15,1,1,11,11,73181,554,338,1,11,456,456
15,1,1,12,12,73669,565,244,1,12,488,488
15,1,1,13,13,74109,548,202,1,13,440,440
15,1,1,14,14,74821,359,176,1,14,712,712
15,1,1,15,15,75437,417,313,1,15,616,616
15,1,1,16,16,76341,415,461,1,16,904,904
15,1,1,17,17,76965,372,512,1,17,624,624
15,1,1,18,18,77469,450,557,1,18,504,504
15,1,1,19,19,78053,592,568,1,19,584,584
15,1,1,20,20,78813,689,624,1,20,760,760
15,1,1,21,21,79269,745,607,1,21,456,456
15,1,1,22,22,79797,782,573,1,22,528,528
15,1,1,24,23,81189,948,579,1,23,1392,1392
15,1,1,25,24,81997,1016,525,1,24,808,808
15,1,1,26,25,82565,865,517,1,25,568,568
15,1,1,27,26,83117,790,456,1,26,552,552
15,2P,2,1,1,86661,588,376,1,1,2455,2455
15,2P,2,2,2,87573,661,356,1,2,912,912
15,2P,2,3,3,88285,619,328,1,3,712,712
15,2P,2,4,4,88997,756,349,1,4,712,712
15,2,2,1,1,97028,808,492,1,1,957,957
15,2,2,2,1,97524,757,371,0,4,496,496
15,2,2,3,2,101413,1003,616,1,2,3889,4385
15,2,2,5,2,102853,751,370,0,4,1440,1440
15,2,2,6,3,103941,894,459,1,3,1088,2528
15,2,2,7,4,104629,770,373,1,4,688,688
15,2,2,8,5,105316,862,352,1,5,687,687
15,2,2,9,6,105829,973,324,1,6,513,513
15,2,2,10,7,106461,902,278,1,7,632,632
15,2,2,11,8,107069,854,176,1,8,608,608
15,2,2,12,9,107701,780,209,1,9,632,632
15,2,2,13,10,108276,710,233,1,10,575,575
15,2,2,14,11,109068,618,200,1,11,792,792
15,2,2,15,12,110108,525,191,1,12,1040,1040
15,2,2,16,13,111892,575,252,1,13,1784,1784
15,2,2,17,14,112596,499,245,1,14,704,704
15,2,2,18,14,113349,465,301,0,17,753,753
15,2,2,19,14,114060,381,202,0,16,711,1464
15,2,2,20,14,115148,476,300,0,17,1088,2552
15,2,2,21,14,115812,383,205,0,16,664,3216
15,2,2,22,14,116684,479,294,0,17,872,4088
15,2,2,23,14,117356,396,352,0,18,672,4760
15,2,2,24,14,118500,467,306,0,17,1144,5904
15,2,2,25,15,121356,369,135,1,15,2856,8760
15,2,2,26,16,121812,390,213,1,16,456,456
15,2,2,27,17,122468,474,302,1,17,656,656
15,2,2,28,18,122965,398,358,1,18,497,497
15,2,2,29,19,123524,327,417,1,19,559,559
15,2,2,30,20,124373,361,548,1,20,849,849
15,2,2,31,21,125380,442,606,1,21,1007,1007
15,2,2,32,22,125932,533,573,1,22,552,552
15,2,2,33,23,126973,610,563,1,23,1041,1041
15,2,2,34,24,127436,698,618,1,24,463,463
15,2,2,35,25,128132,686,573,1,25,696,696
15,2,2,36,26,128540,717,510,1,26,408,408
15,3P,1,1,1,135564,609,347,1,1,6119,6119
15,3P,1,2,2,136212,718,367,1,2,648,648
15,3P,1,3,3,137604,747,444,1,3,1392,1392
15,3P,1,4,4,138108,692,436,1,4,504,504
15,3,1,1,1,142516,446,438,1,1,962,962
15,3,1,2,2,142972,370,451,1,2,456,456
15,3,1,3,3,143500,342,524,1,3,528,528
15,3,1,4,4,145036,589,630,1,4,1536,1536
15,3,1,5,5,145572,658,550,1,5,536,536
15,3,1,6,5,146284,848,609,0,9,712,712
15,3,1,8,6,147253,784,540,1,6,969,1681
15,3,1,9,7,147716,777,467,1,7,463,463
15,3,1,10,8,148460,838,494,1,8,744,744
15,3,1,11,9,148948,850,613,1,9,488,488
15,3,1,12,10,149436,899,500,1,10,488,488
15,3,1,13,11,150156,974,474,1,11,720,720
15,3,1,14,12,150948,941,349,1,12,792,792
15,3,1,15,13,151324,911,383,1,13,376,376
15,3,1,16,14,151780,839,386,1,14,456,456
15,3,1,17,15,152236,855,326,1,15,456,456
15,3,1,18,16,152908,723,285,1,16,672,672
15,3,1,20,17,153828,671,243,1,17,920,920
15,3,1,21,18,154604,670,163,1,18,776,776
15,3,1,22,19,155420,541,139,1,19,816,816
15,3,1,23,20,156204,351,182,1,20,784,784
15,3,1,24,21,157484,583,303,1,21,1280,1280
15,3,1,25,22,157836,630,325,1,22,352,352
15,3,1,27,23,158756,661,426,1,23,920,920
15,3,1,28,24,159292,556,441,1,24,536,536
15,3,1,30,25,160044,508,407,1,25,752,752
15,3,1,31,26,160572,469,368,1,26,528,528
15,4P,2,2,0,165052,602,429,0,2,1381,1381
15,4P,2,3,1,165876,644,446,1,1,824,2205
15,4P,2,4,2,166324,602,422,1,2,448,448
15,4P,2,5,3,167004,761,416,1,3,680,680
15,4P,2,6,3,169956,641,436,0,1,2952,2952
15,4P,2,7,4,171612,688,390,1,4,1656,4608
15,4,2,1,1,174900,902,444,1,1,1442,1442
15,4,2,2,2,175772,1006,459,1,2,872,872
15,4,2,4,3,177316,1048,521,1,3,1544,1544
