sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
6,1,370.686,3405,7049,2186.5,4,4,1
6,1,2655.47,1698,19760,728,26,27,0.962963
6,2,227.326,4013,22096,4118.5,4,8,0.5
6,2,2628.62,4818,51512,1352,26,28,0.928571
6,1,336.291,2471,2464,928,4,5,0.8
6,1,2582.86,1722,20864,739.5,26,28,0.928571
6,2,354.33,2279,2024,740,4,4,1
6,2,2889.05,1914,33096,832.5,26,29,0.896552
6,1,247.119,1023,2928,855.5,4,6,0.666667
6,1,2889.05,1882,18760,656,26,26,1
6,2,394.89,1367,1640,659.5,4,4,1
6,2,2655.47,1586,32608,737,26,30,0.866667
6,1,303.794,1095,3904,995.5,4,6,0.666667
6,1,2707.42,1426,18295,680.5,26,27,0.962963
6,2,334.24,1719,4648,1479.5,4,6,0.666667
6,2,2582.86,1066,30992,988,26,29,0.896552
6,1,402.872,895,3032,919.5,4,6,0.666667
6,1,2628.62,1242,19192,600,26,30,0.866667
6,2,304.633,1175,10696,816,4,15,0.266667
6,2,2707.42,1434,34840,876.5,26,37,0.702703
