subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
25,1P,1,1,1,88838,684,440,1,1,2205,2205
25,1P,1,3,2,90189,769,386,1,2,1351,1351
25,1P,1,4,3,91173,723,480,1,3,984,984
25,1P,1,6,4,92117,569,432,1,4,944,944
25,1,1,1,1,105382,1019,405,1,1,7802,7802
25,1,1,2,2,106270,1001,255,1,2,888,888
25,1,1,3,3,107165,905,218,1,3,895,895
25,1,1,4,4,107694,848,255,1,4,529,529
25,1,1,5,5,108998,869,369,1,5,1304,1304
25,1,1,6,6,109822,745,390,1,6,824,824
25,1,1,7,7,110798,703,272,1,7,976,976
25,1,1,8,8,111350,690,201,1,8,552,552
25,1,1,9,9,111926,641,228,1,9,576,576
25,1,1,10,10,112446,600,270,1,10,520,520
25,1,1,11,11,113117,541,194,1,11,671,671
25,1,1,12,12,113670,484,244,1,12,553,553
25,1,1,13,13,114550,407,209,1,13,880,880
25,1,1,14,14,115197,368,420,1,14,647,647
25,1,1,15,15,115878,453,402,1,15,681,681
25,1,1,16,16,116302,487,432,1,16,424,424
25,1,1,17,17,116774,485,486,1,17,472,472
25,1,1,18,18,117534,515,528,1,18,760,760
25,1,1,19,19,118229,419,631,1,19,695,695
25,1,1,20,20,118622,467,629,1,20,393,393
25,1,1,21,21,119045,584,590,1,21,423,423
25,1,1,22,22,119630,620,512,1,22,585,585
25,1,1,23,23,120406,736,456,1,23,776,776
25,1,1,24,24,121133,863,585,1,24,727,727
25,1,1,25,25,121870,916,484,1,25,737,737
25,1,1,26,26,122662,974,392,1,26,792,792
25,2P,2,1,1,131662,772,372,1,1,2139,2139
25,2P,2,2,2,132342,626,293,1,2,680,680
25,2P,2,3,3,132798,657,388,1,3,456,456
25,2P,2,4,4,133278,731,358,1,4,480,480
25,2,2,1,1,162350,334,397,1,1,27299,27299
25,2,2,2,2,163173,364,261,1,2,823,823
25,2,2,3,3,163758,444,231,1,3,585,585
25,2,2,4,4,164342,494,261,1,4,584,584
25,2,2,5,5,165061,513,365,1,5,719,719
25,2,2,6,6,165510,619,384,1,6,449,449
25,2,2,7,7,166061,651,251,1,7,551,551
25,2,2,8,8,166574,677,181,1,8,513,513
25,2,2,9,9,166990,743,238,1,9,416,416
25,2,2,10,10,167422,751,275,1,10,432,432
25,2,2,11,11,168037,822,198,1,11,615,615
25,2,2,12,12,168494,891,261,1,12,457,457
25,2,2,13,13,169774,956,210,1,13,1280,1280
25,2,2,14,14,170542,1010,427,1,14,768,768
25,2,2,15,15,170982,923,423,1,15,440,440
25,2,2,16,16,171438,874,429,1,16,456,456
25,2,2,17,17,171918,895,470,1,17,480,480
25,2,2,18,18,172350,849,530,1,18,432,432
25,2,2,19,19,173021,959,613,1,19,671,671
25,2,2,20,20,173542,889,615,1,20,521,521
25,2,2,21,21,174013,774,591,1,21,471,471
25,2,2,22,22,174854,748,514,1,22,841,841
25,2,2,23,23,175318,618,458,1,23,464,464
25,2,2,24,24,176205,481,576,1,24,887,887
25,2,2,25,25,176838,438,471,1,25,633,633
25,2,2,26,26,177205,398,383,1,26,367,367
25,3P,1,1,1,180734,735,408,1,1,1485,1485
25,3P,1,2,2,181646,646,461,1,2,912,912
25,3P,1,3,3,182029,755,465,1,3,383,383
25,3P,1,4,4,182582,669,299,1,4,553,553
25,3,1,1,1,209670,912,386,1,1,24322,24322
25,3,1,2,2,210438,980,438,1,2,768,768
25,3,1,3,3,211478,789,465,1,3,1040,1040
25,3,1,4,4,212005,795,533,1,4,527,527
25,3,1,5,5,212446,732,501,1,5,441,441
25,3,1,6,6,213270,701,579,1,6,824,824
25,3,1,7,7,213686,656,511,1,7,416,416
25,3,1,8,8,214093,655,471,1,8,407,407
25,3,1,9,9,214606,564,482,1,9,513,513
25,3,1,10,10,215197,567,553,1,10,591,591
25,3,1,11,11,215638,522,565,1,11,441,441
25,3,1,12,12,216229,399,632,1,12,591,591
25,3,1,13,13,216686,377,471,1,13,457,457
25,3,1,14,14,217478,356,426,1,14,792,792
25,3,1,15,15,217934,423,455,1,15,456,456
25,3,1,16,16,218630,538,266,1,16,696,696
25,3,1,17,17,219125,461,252,1,17,495,495
25,3,1,18,18,219750,498,147,1,18,625,625
25,3,1,19,19,220350,583,224,1,19,600,600
25,3,1,20,20,221157,754,135,1,20,807,807
25,3,1,21,21,221686,822,139,1,21,529,529
25,3,1,23,22,222654,1005,155,1,22,968,968
25,3,1,24,23,223486,753,205,1,23,832,832
25,3,1,25,24,223846,727,252,1,24,360,360
25,3,1,26,25,224638,824,309,1,25,792,792
25,3,1,27,26,225045,802,373,1,26,407,407
