sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
25,1,403.672,2205,3279,1167.5,4,6,0.666667
25,1,2499.64,7802,17280,688,26,26,1
25,2,335.845,2139,1616,580,4,4,1
25,2,2499.64,27299,14855,536,26,26,1
25,1,409.912,1485,1848,732.5,4,4,1
25,1,2688.91,24322,15375,591,26,27,0.962963
25,2,356.668,1412,1681,636.5,4,4,1
25,2,2688.91,21850,15817,556.5,26,26,1
25,1,256.764,2948,1697,576.5,4,6,0.666667
25,1,2818.53,15825,13647,480,26,27,0.962963
25,2,271.245,1148,1296,508,4,4,1
25,2,2818.53,25803,13664,531,26,26,1
25,1,306.04,1447,1889,739.5,4,4,1
25,1,2693.55,11146,14464,487,26,29,0.896552
25,2,332.03,1302,1377,504,4,4,1
25,2,2910.42,16011,15392,568,26,27,0.962963
25,1,174.706,1206,960,327.5,4,4,1
25,1,2910.42,13642,12663,551.5,26,28,0.928571
25,2,349.945,1054,3151,951,4,6,0.666667
25,2,2693.55,34290,16144,556,26,28,0.928571
