subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
33,1P,1,1,1,34469,753,353,1,1,29054,29054
33,1P,1,2,2,35317,634,345,1,2,848,848
33,1P,1,3,3,36149,659,441,1,3,832,832
33,1P,1,4,4,36934,701,333,1,4,785,785
33,1,1,1,1,44021,554,551,1,1,1594,1594
33,1,1,2,2,44565,465,608,1,2,544,544
33,1,1,3,3,45005,475,545,1,3,440,440
33,1,1,4,4,45653,495,409,1,4,648,648
33,1,1,5,5,46269,340,448,1,5,616,616
33,1,1,6,6,46742,417,305,1,6,473,473
33,1,1,8,7,48117,349,256,1,7,1375,1375
33,1,1,9,8,48750,478,202,1,8,633,633
33,1,1,10,9,49181,545,130,1,9,431,431
33,1,1,11,10,49766,609,194,1,10,585,585
33,1,1,12,11,50461,741,234,1,11,695,695
33,1,1,13,12,50814,780,183,1,12,353,353
33,1,1,14,13,51477,733,310,1,13,663,663
33,1,1,15,14,51950,680,298,1,14,473,473
33,1,1,16,15,52726,561,352,1,15,776,776
33,1,1,17,16,53285,606,442,1,16,559,559
33,1,1,18,17,53790,679,393,1,17,505,505
33,1,1,19,18,54325,767,363,1,18,535,535
33,1,1,20,19,54806,974,239,1,19,481,481
33,1,1,21,20,55830,929,477,1,20,1024,1024
33,1,1,22,21,56317,945,576,1,21,487,487
33,1,1,24,22,57501,858,488,1,22,1184,1184
33,1,1,25,23,57934,840,514,1,23,433,433
33,1,1,26,24,59197,699,484,1,24,1263,1263
33,1,1,27,25,59830,688,562,1,25,633,633
33,1,1,28,26,60205,644,552,1,26,375,375
33,2P,2,1,1,66253,626,408,1,1,1148,1148
33,2P,2,2,2,67053,739,369,1,2,800,800
33,2P,2,3,3,67461,754,319,1,3,408,408
33,2P,2,4,4,68029,709,476,1,4,568,568
33,2,2,1,1,73149,968,594,1,1,1257,1257
33,2,2,2,2,73734,1020,609,1,2,585,585
33,2,2,3,3,74677,914,504,1,3,943,943
33,2,2,4,4,75029,870,472,1,4,352,352
33,2,2,5,5,75501,890,436,1,5,472,472
33,2,2,6,6,75982,944,336,1,6,481,481
33,2,2,7,7,76774,1034,334,1,7,792,792
33,2,2,8,8,77589,921,247,1,8,815,815
33,2,2,9,9,78237,858,302,1,9,648,648
33,2,2,10,10,78966,774,361,1,10,729,729
33,2,2,11,11,89910,653,356,1,11,10944,10944
33,2,2,12,12,95597,540,385,1,12,5687,5687
33,2,2,13,13,97037,605,301,1,13,1440,1440
33,2,2,14,14,97702,645,223,1,14,665,665
33,2,2,15,15,99149,479,152,1,15,1447,1447
33,2,2,16,16,99934,375,138,1,16,785,785
33,2,2,17,17,100734,333,164,1,17,800,800
33,2,2,18,18,101565,427,350,1,18,831,831
33,2,2,19,19,102141,391,413,1,19,576,576
33,2,2,20,20,103726,376,593,1,20,1585,1585
33,2,2,21,21,104461,423,627,1,21,735,735
33,2,2,22,22,104990,559,526,1,22,529,529
33,2,2,23,23,105373,601,516,1,23,383,383
33,2,2,24,24,105942,685,618,1,24,569,569
33,2,2,26,25,111252,778,526,1,25,5310,5310
33,2,2,27,26,111862,872,554,1,26,610,610
33,3P,1,1,1,116742,737,309,1,1,1374,1374
33,3P,1,2,2,117213,718,458,1,2,471,471
33,3P,1,3,3,117806,619,338,1,3,593,593
33,3P,1,4,4,118325,580,447,1,4,519,519
33,3,1,1,1,121381,899,324,1,1,1449,1449
33,3,1,2,2,122069,1037,481,1,2,688,688
33,3,1,3,3,122685,1026,607,1,3,616,616
33,3,1,4,4,123261,958,621,1,4,576,576
33,3,1,5,5,123798,863,620,1,5,537,537
33,3,1,6,6,124405,797,459,1,6,607,607
33,3,1,7,7,125221,755,397,1,7,816,816
33,3,1,8,8,125750,669,460,1,8,529,529
33,3,1,9,9,126229,655,526,1,9,479,479
33,3,1,10,10,126702,643,628,1,10,473,473
33,3,1,11,11,127669,541,489,1,11,967,967
33,3,1,12,12,128117,506,607,1,12,448,448
33,3,1,13,13,128637,424,627,1,13,520,520
33,3,1,14,14,129301,382,513,1,14,664,664
33,3,1,15,15,129742,358,428,1,15,441,441
33,3,1,16,16,130213,384,310,1,16,471,471
33,3,1,17,17,130621,469,238,1,17,408,408
33,3,1,18,18,131734,459,151,1,18,1113,1113
33,3,1,19,19,132437,602,149,1,19,703,703
33,3,1,20,20,132878,518,197,1,20,441,441
33,3,1,22,20,133965,577,348,0,22,1087,1087
33,3,1,23,21,134822,569,280,1,21,857,1944
33,3,1,24,22,135389,563,361,1,22,567,567
33,3,1,26,23,136902,699,183,1,23,1513,1513
33,3,1,27,24,138052,832,218,1,24,1150,1150
33,3,1,28,25,138421,824,311,1,25,369,369
33,3,1,30,26,139261,806,383,1,26,840,840
33,4P,2,1,1,140901,633,293,1,1,847,847
33,4P,2,2,2,141453,685,399,1,2,552,552
33,4P,2,3,3,141998,761,268,1,3,545,545
33,4P,2,4,4,142437,731,349,1,4,439,439
33,4,2,1,1,144838,1012,199,1,1,1204,1204
33,4,2,2,2,145726,1023,386,1,2,888,888
33,4,2,3,3,146125,1020,467,1,3,399,399
33,4,2,4,4,147069,1027,646,1,4,944,944
33,4,2,5,5,147766,926,591,1,5,697,697
33,4,2,6,6,148309,947,536,1,6,543,543
33,4,2,7,7,148894,880,514,1,7,585,585
33,4,2,8,8,149469,800,484,1,8,575,575
33,4,2,9,9,149902,750,541,1,9,433,433
33,4,2,10,10,150549,788,594,1,10,647,647
33,4,2,11,11,156830,580,607,1,11,6281,6281
33,4,2,12,12,158734,373,580,1,12,1904,1904
33,4,2,13,13,159221,411,519,1,13,487,487
33,4,2,14,14,159645,498,434,1,14,424,424
33,4,2,15,15,162790,387,449,1,15,3145,3145
33,4,2,16,16,163782,330,204,1,16,992,992
33,4,2,17,17,164445,506,282,1,17,663,663
33,4,2,18,18,165101,525,366,1,18,656,656
33,4,2,19,19,165806,625,277,1,19,705,705
33,4,2,20,20,166269,577,261,1,20,463,463
33,4,2,21,21,166886,525,155,1,21,617,617
33,4,2,22,22,167413,608,147,1,22,527,527
33,4,2,23,23,168101,780,136,1,23,688,688
33,4,2,24,24,169085,855,216,1,24,984,984
33,4,2,25,25,170293,805,334,1,25,1208,1208
33,4,2,26,26,170685,825,363,1,26,392,392
33,5P,1,1,1,173806,743,346,1,1,1158,1158
33,5P,1,2,2,174253,596,322,1,2,447,447
33,5P,1,4,3,174941,595,396,1,3,688,688
33,5P,1,5,4,175541,795,411,1,4,600,600
33,5,1,1,1,177918,378,595,1,1,1259,1259
33,5,1,2,2,178325,324,608,1,2,407,407
33,5,1,3,3,179125,463,503,1,3,800,800
33,5,1,4,4,179661,515,453,1,4,536,536
33,5,1,5,5,180197,492,411,1,5,536,536
33,5,1,7,6,182685,398,346,1,6,2488,2488
33,5,1,8,7,183085,341,344,1,7,400,400
33,5,1,9,8,183533,468,222,1,8,448,448
33,5,1,10,9,184037,483,306,1,9,504,504
33,5,1,11,10,184469,574,352,1,10,432,432
33,5,1,12,11,186133,709,342,1,11,1664,1664
33,5,1,13,12,186605,807,395,1,12,472,472
33,5,1,14,13,186998,752,313,1,13,393,393
33,5,1,16,14,188197,707,238,1,14,1199,1199
33,5,1,17,15,188782,869,143,1,15,585,585
33,5,1,18,16,189285,991,141,1,16,503,503
33,5,1,21,17,190718,1046,161,1,17,1433,1433
33,5,1,22,18,191421,928,348,1,18,703,703
33,5,1,23,19,191902,972,405,1,19,481,481
33,5,1,24,20,192702,978,584,1,20,800,800
33,5,1,25,21,193117,947,630,1,21,415,415
33,5,1,26,22,194037,787,536,1,22,920,920
33,5,1,27,23,194333,751,519,1,23,296,296
33,5,1,28,24,194734,684,611,1,24,401,401
33,5,1,29,25,195285,567,535,1,25,551,551
33,5,1,30,26,195846,493,562,1,26,561,561
33,6P,2,1,1,198061,721,466,1,1,1214,1214
33,6P,2,2,2,198926,590,387,1,2,865,865
33,6P,2,3,3,199525,650,470,1,3,599,599
33,6P,2,5,4,200445,639,326,1,4,920,920
33,6,2,1,1,203405,466,329,1,1,2250,2250
33,6,2,2,2,204101,333,471,1,2,696,696
33,6,2,3,3,204758,344,613,1,3,657,657
33,6,2,4,4,205269,377,622,1,4,511,511
33,6,2,5,5,206205,501,611,1,5,936,936
33,6,2,6,6,206878,582,476,1,6,673,673
33,6,2,7,7,207333,608,397,1,7,455,455
33,6,2,8,8,207806,684,472,1,8,473,473
33,6,2,9,9,208293,693,514,1,9,487,487
33,6,2,10,10,208830,722,604,1,10,537,537
33,6,2,11,11,209501,821,463,1,11,671,671
33,6,2,12,12,210149,860,627,1,12,648,648
33,6,2,13,13,210758,942,616,1,13,609,609
33,6,2,14,14,211437,997,497,1,14,679,679
33,6,2,15,15,211966,1001,438,1,15,529,529
33,6,2,16,16,212910,956,302,1,16,944,944
33,6,2,18,17,214405,889,242,1,17,1495,1495
33,6,2,19,18,215053,913,153,1,18,648,648
33,6,2,20,19,215726,796,152,1,19,673,673
