subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
19,1,P,-2,1,65550,66869,1319,1319,2,503,465
19,1,P,-2,2,65550,67701,2151,581,4,623,360
19,1,P,-2,3,65550,68868,3318,917,8,638,90
19,1,P,-3,1,76599,78012,1413,1413,6,998,210
19,1,P,-3,2,76599,78893,2294,631,7,458,180
19,1,P,-3,3,76599,79580,2981,437,9,818,120
19,1,T,1,1,90836,92188,1352,1352,8,638,90
19,1,T,1,2,90836,93028,2192,590,5,833,300
19,1,T,2,1,99407,100565,1158,1158,6,998,210
19,1,T,2,2,99407,101348,1941,533,4,623,360
19,1,T,2,3,99407,103492,4085,1894,4,623,360
19,1,T,3,1,110304,111148,844,844,4,623,360
19,1,T,3,2,110304,112044,1740,646,7,458,180
19,1,T,3,3,110304,113203,2899,909,2,503,465
19,1,T,4,1,119566,120564,998,998,8,638,90
19,1,T,4,2,119566,121556,1990,741,1,803,495
19,1,T,4,3,119566,122155,2589,348,5,833,300
19,1,T,5,1,129455,130340,885,885,3,953,390
19,1,T,5,2,129455,130845,1390,255,1,803,495
19,1,T,5,3,129455,131284,1829,189,4,623,360
19,1,T,5,4,129455,132059,2604,525,7,458,180
19,1,T,6,1,139517,140363,846,846,6,998,210
19,1,T,6,2,139517,141123,1606,509,1,803,495
19,1,T,6,3,139517,141515,1998,141,5,833,300
19,1,T,6,4,139517,142235,2718,469,8,638,90
19,1,T,7,1,150813,151837,1024,1024,5,833,300
19,1,T,7,2,150813,152525,1712,438,2,503,465
19,1,T,7,3,150813,152965,2152,190,1,803,495
19,1,T,7,4,150813,153532,2719,317,8,638,90
19,1,T,7,5,150813,154260,3447,478,6,998,210
19,1,T,8,1,162624,163227,603,603,4,623,360
19,1,T,8,2,162624,164019,1395,541,2,503,465
19,1,T,8,3,162624,164532,1908,262,7,458,180
19,1,T,8,4,162624,165781,3157,998,1,803,495
19,1,T,8,5,162624,166484,3860,452,3,953,390
19,1,T,8,6,162624,166877,4253,143,5,833,300
19,1,T,9,1,176286,178275,1989,1989,3,953,390
19,1,T,9,2,176286,178973,2687,447,1,803,495
19,1,T,9,3,176286,179491,3205,267,9,818,120
19,1,T,9,4,176286,180116,3830,374,4,623,360
19,1,T,9,5,176286,180733,4447,367,2,503,465
19,1,T,9,6,176286,181797,5511,814,8,638,90
19,1,T,9,7,176286,182628,6342,581,7,458,180
19,1,T,10,1,192750,193949,1199,1199,3,953,390
19,1,T,10,2,192750,195164,2414,964,7,458,180
19,1,T,10,3,192750,195988,3238,574,8,638,90
19,1,T,10,4,192750,196475,3725,236,9,818,120
19,1,T,10,5,192750,197316,4566,590,2,503,465
19,1,T,10,6,192750,197877,5127,311,4,623,360
