subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
19,1,P,-1,34384,3,135,,0,3,0,25661
19,1,P,-2,65550,3,248,248,3,0,1,5543
19,1,P,-3,76599,3,679,679,3,0,1,4518
19,1,T,1,90836,2,85,85,2,0,1,4066
19,1,T,2,99407,2,64,644,2,1,0,5391
19,1,T,3,110304,3,472,472,3,0,1,3757
19,1,T,4,119566,3,815,815,3,0,1,3384
19,1,T,5,129455,4,3417,3147,2,2,0,3557
19,1,T,6,139517,4,6158,6158,4,0,1,3791
19,1,T,7,150813,5,52186,52186,5,0,1,4304
19,1,T,8,162624,5,42731,427135,3,3,0,5157
19,1,T,9,176286,6,392487,3194287,2,5,0,7959
19,1,T,10,192750,6,378294,378924,4,2,0,6168
