subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
26,1P,1,1,1,39779,607,408,1,1,21325,21325
26,1P,1,2,2,40811,668,410,1,2,1032,1032
26,1P,1,3,2,45932,722,368,0,4,5121,5121
26,1P,1,4,2,47010,697,357,0,4,1078,6199
26,1P,1,5,3,47731,695,307,1,3,721,6920
26,1P,1,6,4,48884,714,365,1,4,1153,1153
26,1,1,1,1,70779,795,578,1,1,2744,2744
26,1,1,2,2,71755,779,515,1,2,976,976
26,1,1,3,3,72787,729,607,1,3,1032,1032
26,1,1,4,4,73843,452,557,1,4,1056,1056
26,1,1,5,5,76050,364,579,1,5,2207,2207
26,1,1,6,6,77202,338,486,1,6,1152,1152
26,1,1,7,7,79315,340,341,1,7,2113,2113
26,1,1,8,8,80403,422,452,1,8,1088,1088
26,1,1,9,9,81603,480,484,1,9,1200,1200
26,1,1,10,10,82403,587,418,1,10,800,800
26,1,1,11,11,84058,524,389,1,11,1655,1655
26,1,1,12,12,85194,459,310,1,12,1136,1136
26,1,1,13,13,86379,545,185,1,13,1185,1185
26,1,1,14,14,87155,594,206,1,14,776,776
26,1,1,15,15,87868,591,284,1,15,713,713
26,1,1,17,16,89636,695,270,1,16,1768,1768
26,1,1,18,17,90388,777,325,1,17,752,752
26,1,1,19,18,91091,830,343,1,18,703,703
26,1,1,20,19,92924,780,261,1,19,1833,1833
26,1,1,21,20,93692,797,147,1,20,768,768
26,1,1,22,21,94700,960,122,1,21,1008,1008
26,1,1,23,22,96186,964,369,1,22,1486,1486
26,1,1,24,23,97002,894,419,1,23,816,816
26,1,1,25,24,98555,986,458,1,24,1553,1553
26,1,1,26,25,99524,949,509,1,25,969,969
26,1,1,27,26,100091,919,568,1,26,567,567
26,2P,2,1,1,104235,768,347,1,1,1140,1140
26,2P,2,2,2,106187,730,456,1,2,1952,1952
26,2P,2,3,3,107420,575,348,1,3,1233,1233
26,2P,2,4,4,108163,659,341,1,4,743,743
26,2,2,1,1,114332,600,137,1,1,1401,1401
26,2,2,2,2,115780,671,297,1,2,1448,1448
26,2,2,3,3,116540,727,162,1,3,760,760
26,2,2,4,4,117388,789,181,1,4,848,848
26,2,2,5,5,118162,824,311,1,5,774,774
26,2,2,6,6,118940,903,244,1,6,778,778
26,2,2,7,7,120035,937,161,1,7,1095,1095
26,2,2,8,8,121099,955,280,1,8,1064,1064
26,2,2,9,9,123131,983,387,1,9,2032,2032
26,2,2,10,10,125035,933,434,1,10,1904,1904
26,2,2,11,11,125964,841,441,1,11,929,929
26,2,2,12,12,126779,796,448,1,12,815,815
26,2,2,13,13,127811,820,513,1,13,1032,1032
26,2,2,14,14,128675,923,503,1,14,864,864
26,2,2,15,15,129547,993,610,1,15,872,872
26,2,2,16,16,130556,812,610,1,16,1009,1009
26,2,2,17,17,131524,680,627,1,17,968,968
26,2,2,19,18,133106,613,570,1,18,1582,1582
26,2,2,20,19,133852,512,559,1,19,746,746
26,2,2,21,19,135484,511,513,0,22,1632,1632
26,2,2,22,19,136170,519,493,0,22,686,2318
26,2,2,23,19,139412,629,385,0,24,3242,5560
26,2,2,24,19,140332,527,486,0,22,920,6480
26,2,2,25,19,140627,527,486,0,22,295,6775
26,2,2,26,19,140859,527,486,0,22,232,7007
26,2,2,27,20,150123,328,504,1,20,9264,16271
26,2,2,28,21,151243,390,476,1,21,1120,1120
26,2,2,29,22,152315,514,497,1,22,1072,1072
26,2,2,30,23,153547,536,441,1,23,1232,1232
26,2,2,31,24,154387,599,410,1,24,840,840
26,2,2,32,25,155923,348,350,1,25,1536,1536
26,2,2,33,26,156548,487,173,1,26,625,625
26,3P,1,1,1,161348,673,336,1,1,1238,1238
26,3P,1,3,2,162339,669,399,1,2,991,991
26,3P,1,4,3,163332,706,472,1,3,993,993
26,3P,1,6,4,165098,630,499,1,4,1766,1766
26,3,1,1,1,171396,834,151,1,1,1425,1425
26,3,1,2,2,172820,849,399,1,2,1424,1424
26,3,1,3,3,173580,779,450,1,3,760,760
26,3,1,4,4,174275,722,407,1,4,695,695
26,3,1,5,5,175066,665,293,1,5,791,791
26,3,1,6,6,176058,667,148,1,6,992,992
26,3,1,7,7,176627,599,214,1,7,569,569
26,3,1,8,8,178267,568,140,1,8,1640,1640
26,3,1,9,9,179059,474,237,1,9,792,792
26,3,1,10,10,180403,411,216,1,10,1344,1344
26,3,1,11,11,181218,377,303,1,11,815,815
26,3,1,12,12,182820,329,396,1,12,1602,1602
26,3,1,13,13,183556,581,335,1,13,736,736
26,3,1,14,14,183915,557,369,1,14,359,359
26,3,1,15,15,185652,514,469,1,15,1737,1737
26,3,1,16,16,186459,403,518,1,16,807,807
26,3,1,17,17,186988,333,525,1,17,529,529
26,3,1,18,18,187875,458,571,1,18,887,887
26,3,1,19,19,188643,589,537,1,19,768,768
26,3,1,20,20,189428,701,548,1,20,785,785
26,3,1,21,21,189996,802,592,1,21,568,568
26,3,1,22,22,190524,877,502,1,22,528,528
26,3,1,23,23,191267,952,431,1,23,743,743
26,3,1,24,24,192066,966,288,1,24,799,799
26,3,1,26,25,193332,996,235,1,25,1266,1266
26,3,1,27,26,194058,958,161,1,26,726,726
26,4P,2,1,1,200748,681,295,1,1,1558,1558
26,4P,2,2,2,204202,650,467,1,2,3454,3454
26,4P,2,3,3,205475,677,413,1,3,1273,1273
26,4P,2,4,4,207852,620,287,1,4,2377,2377
26,4,2,1,1,222508,894,563,1,1,1993,1993
26,4,2,2,2,223699,1022,468,1,2,1191,1191
26,4,2,3,3,224604,954,434,1,3,905,905
26,4,2,4,4,225275,1005,298,1,4,671,671
26,4,2,5,5,225964,941,279,1,5,689,689
26,4,2,6,6,228403,966,160,1,6,2439,2439
26,4,2,7,7,229436,863,189,1,7,1033,1033
26,4,2,8,8,230107,835,277,1,8,671,671
26,4,2,9,9,230748,720,274,1,9,641,641
26,4,2,10,10,231636,662,148,1,10,888,888
26,4,2,11,11,233483,523,271,1,11,1847,1847
26,4,2,12,12,234948,359,279,1,12,1465,1465
26,4,2,13,13,239780,336,356,1,13,4832,4832
26,4,2,14,14,242332,414,329,1,14,2552,2552
26,4,2,15,15,243275,468,355,1,15,943,943
26,4,2,16,16,244155,433,442,1,16,880,880
26,4,2,18,17,246819,385,535,1,17,2664,2664
26,4,2,19,18,247732,430,607,1,18,913,913
26,4,2,20,19,248563,467,528,1,19,831,831
26,4,2,21,20,249644,524,445,1,20,1081,1081
26,4,2,22,21,251963,654,541,1,21,2319,2319
26,4,2,23,22,252731,708,487,1,22,768,768
26,4,2,24,23,254010,794,455,1,23,1279,1279
26,4,2,25,24,254508,790,509,1,24,498,498
26,4,2,26,25,255603,859,613,1,25,1095,1095
26,4,2,27,26,256274,940,628,1,26,671,671
26,5P,1,1,1,259827,669,416,1,1,1695,1695
26,5P,1,2,1,260451,723,407,0,4,624,624
26,5P,1,3,2,261026,767,331,1,2,575,1199
26,5P,1,4,3,262539,587,296,1,3,1513,1513
26,5P,1,6,4,263955,719,402,1,4,1416,1416
26,5,1,2,1,267795,758,154,1,1,1352,1352
26,5,1,3,2,268435,691,267,1,2,640,640
26,5,1,4,3,269636,633,154,1,3,1201,1201
26,5,1,5,4,270652,610,177,1,4,1016,1016
26,5,1,6,5,271660,549,308,1,5,1008,1008
26,5,1,7,6,272380,468,245,1,6,720,720
26,5,1,9,7,273555,424,189,1,7,1175,1175
26,5,1,10,8,274210,403,277,1,8,655,655
26,5,1,11,9,275050,365,397,1,9,840,840
26,5,1,12,10,276106,457,444,1,10,1056,1056
26,5,1,13,11,276875,530,430,1,11,769,769
26,5,1,14,12,277523,598,458,1,12,648,648
26,5,1,15,13,278540,528,502,1,13,1017,1017
26,5,1,16,14,279388,444,499,1,14,848,848
26,5,1,17,15,280227,371,585,1,15,839,839
26,5,1,18,16,281002,554,627,1,16,775,775
26,5,1,19,17,281875,691,638,1,17,873,873
26,5,1,20,18,282676,748,571,1,18,801,801
26,5,1,21,19,283660,853,598,1,19,984,984
26,5,1,22,20,285155,1026,504,1,20,1495,1495
26,5,1,23,21,285964,963,496,1,21,809,809
26,5,1,24,22,287539,841,487,1,22,1575,1575
26,5,1,25,23,288339,835,443,1,23,800,800
26,5,1,26,24,289002,757,415,1,24,663,663
26,5,1,27,25,290002,1004,343,1,25,1000,1000
26,5,1,28,26,292508,853,192,1,26,2506,2506
26,6P,2,1,0,295082,691,391,0,4,1493,1493
26,6P,2,2,0,295883,708,396,0,4,801,2294
26,6P,2,3,0,297034,622,421,0,2,1151,3445
26,6P,2,4,0,297635,630,410,0,2,601,4046
26,6P,2,5,0,299387,619,428,0,2,1752,5798
26,6P,2,6,0,299979,607,468,0,3,592,6390
26,6P,2,7,0,300812,689,405,0,4,833,7223
26,6P,2,8,1,301555,736,328,1,1,743,7966
26,6P,2,10,2,303883,617,418,1,2,2328,2328
