sub,type,distance,studytime,totaltime,mediantime,targs,clicks,acc
26,1,217.966,21325,9105,4036.5,4,6,0.666667
26,1,2857.42,2744,29312,1072,26,27,0.962963
26,2,367.995,1140,3928,1186.5,4,4,1
26,2,2905.72,1401,42216,1020.5,26,33,0.787879
26,1,210.137,1238,3750,1115.5,4,6,0.666667
26,1,2800.44,1425,22662,791.5,26,27,0.962963
26,2,374.607,1558,7104,1967.5,4,4,1
26,2,2601.17,1993,33766,988,26,27,0.962963
26,1,509.734,1695,4128,1464.5,4,6,0.666667
26,1,2905.72,896,25169,860.5,26,28,0.928571
26,2,320.738,1493,11169,1884.5,4,12,0.333333
26,2,2857.42,1601,37776,1007,26,33,0.787879
26,1,285.762,1918,3338,1361,4,5,0.8
26,1,2805.28,1377,24072,931.5,26,30,0.866667
26,2,358.328,1063,3160,1007,4,4,1
26,2,2805.28,25,31360,988,26,31,0.83871
26,1,322.914,1307,10640,779.5,4,11,0.363636
26,1,2601.17,1295,23191,884,26,26,1
26,2,523.466,2052,10920,3230,4,7,0.571429
26,2,2800.44,2584,39793,1107.5,26,32,0.8125
